names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L5 NP CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Syt17,-4.4033093,-2.0672436,1.06611922656049e-05,0.0018015763763030005,0.17333333333333334,0.4394744399770247,0.10998347,0.39691404
Usp25,-4.4152546,-1.4230914,1.0089113391229817e-05,0.0017212558506818556,0.37333333333333335,0.5833213670304422,0.2632791,0.5920398
Ust,-4.4290643,-1.3592622,9.46428831653614e-06,0.001640680174615007,0.3333333333333333,0.5921524985640436,0.35113353,0.7320151
Atp2c1,-4.4649715,-1.0247778,8.007940342754465e-06,0.0014344890467320832,0.52,0.7194500287191269,0.56759256,0.93785405
Qki,-4.4975805,-1.230169,6.873107196996218e-06,0.0012649341807074545,0.6533333333333333,0.8301981619758759,0.9869716,1.5990771
Chst1,-4.5037756,-1.7455018,6.6756696661591695e-06,0.0012456614161784505,0.24,0.4979537622056289,0.15114026,0.43637848
Tle1,-4.5518866,-1.7849003,5.31670554580665e-06,0.0010582213186357385,0.25333333333333335,0.49874353819643885,0.15680003,0.46057868
Rapgef5,-4.556052,-1.0913092,5.2124007088751975e-06,0.0010452030376677354,0.49333333333333335,0.7174396898334291,0.67921513,1.1222342
Rtl4,-4.6057835,-1.2989153,4.109161444863679e-06,0.0008428486108663134,0.41333333333333333,0.6292360712234348,0.4930358,0.94312453
Schip1,-4.61101,-1.03488,4.007168155583126e-06,0.0008346713824846403,0.7466666666666667,0.8337162550258472,1.3952668,1.9769425
Ptprk,-4.6484017,-1.2952969,3.3451678114852364e-06,0.0007077532212173883,0.44,0.6798176335439403,0.62926924,1.1475722
Gria1,-4.688891,-0.762791,2.746898489117958e-06,0.0005904732992207962,0.8533333333333334,0.8496553704767376,1.7996826,2.2580926
Lpp,-4.732642,-1.7801906,2.2161590514490277e-06,0.0004841316561986616,0.26666666666666666,0.531555140723722,0.20047356,0.56670094
Alcam,-4.764685,-1.2628703,1.891489082389399e-06,0.0004165927183918292,0.5333333333333333,0.7199885123492246,0.68295634,1.2092779
Cdh10,-4.7877007,-1.1996007,1.687029752390767e-06,0.00038092848274571357,0.5466666666666666,0.7562105112004595,0.88089955,1.4458574
Gpm6b,-4.8047724,-0.9024975,1.5492755701640258e-06,0.0003558037142761314,0.7066666666666667,0.83307007466973,1.0654222,1.5163447
Plxdc2,-4.829803,-1.4000903,1.366681943576698e-06,0.0003193282071643989,0.4533333333333333,0.6891513497989661,0.59179443,1.1411678
Grm1,-4.8372955,-1.2760473,1.3161757737402722e-06,0.00031022493895088693,0.49333333333333335,0.6890436530729466,0.6745875,1.2037748
Gabra2,-4.855364,-1.0028409,1.2016575421208894e-06,0.0002882905192570384,0.68,0.769959793222286,0.9516908,1.4318507
Malat1,-4.877089,-0.6155832,1.0766275537305997e-06,0.0002654035079701029,0.9866666666666667,0.9937535898908674,4.5645757,4.987646
Slit3,-4.8819647,-1.2663423,1.0503400390548596e-06,0.00026132071156855625,0.5733333333333334,0.7271682940838599,1.0117567,1.6507077
Unc5c,-4.909777,-1.164461,9.117989643398857e-07,0.00023113243558313894,0.6666666666666666,0.8079767375071798,1.1337011,1.7445072
Cntnap5c,-5.0262036,-2.2840474,5.00284102187191e-07,0.00013051100801718274,0.22666666666666666,0.5090824238943136,0.20929202,0.75793326
Nr3c2,-5.075849,-1.3658111,3.857696148236911e-07,0.00010470332879103616,0.6266666666666667,0.7754164273406089,0.9492975,1.6257143
Ntrk3,-5.1092324,-1.2759413,3.23470050879548e-07,8.960453883642736e-05,0.5733333333333334,0.7788986214819069,1.0031639,1.645148
Dgkb,-5.139375,-1.2567871,2.756534358001376e-07,7.879582787180528e-05,0.6533333333333333,0.7799037909247559,1.003107,1.6343735
Zbtb20,-5.176401,-1.3527358,2.2620680065793183e-07,6.679315091954537e-05,0.7733333333333333,0.8687894887995405,1.5190119,2.3137014
Arhgap21,-5.2112117,-1.1106209,1.8761137139666592e-07,5.601241721587126e-05,0.5466666666666666,0.7138139000574383,0.5433234,0.93940675
Dok6,-5.2487035,-0.9609532,1.531733614002743e-07,4.677009341847012e-05,0.7333333333333333,0.8133615738081562,1.2440113,1.7590855
Slc24a3,-5.2685933,-1.2623585,1.374733028530255e-07,4.295241450768367e-05,0.5466666666666666,0.7307940838598507,0.6760854,1.1992782
Tafa1,-5.302041,-1.5892699,1.1451498792897338e-07,3.7987873156191536e-05,0.5866666666666667,0.7919658242389431,1.0900962,1.9374976
Tcf4,-5.313456,-0.5767026,1.0756550486020774e-07,3.612856394492227e-05,0.9066666666666666,0.9340178058587019,2.4129226,2.7827067
Zdhhc14,-5.362556,-1.325789,8.205249012727048e-08,2.8569509283734034e-05,0.4,0.6874282021826537,0.47092533,0.9193713
Srgap3,-5.4525394,-1.0789857,4.9655494412198435e-08,1.861504954164991e-05,0.6133333333333333,0.7511487650775417,0.70923924,1.1572268
Npas3,-5.59338,-2.443923,2.226910168836362e-08,9.80935676010378e-06,0.28,0.5856547960941987,0.288348,1.0362277
St6galnac5,-5.6284842,-1.4635296,1.817998716048219e-08,8.141604250035941e-06,0.5466666666666666,0.721496266513498,0.71065164,1.3494278
Cacna2d3,-5.6809616,-1.5789324,1.3393943208956999e-08,6.099919559740248e-06,0.5733333333333334,0.7468408960367605,0.7942799,1.5311214
Nebl,-5.6833854,-1.2525442,1.3205436856503166e-08,6.099919559740248e-06,0.6133333333333333,0.7479537622056289,0.8077586,1.3765664
Plcl1,-5.742538,-1.8858184,9.326806480673717e-09,4.556568911558232e-06,0.41333333333333333,0.6869256174612292,0.49422273,1.2126359
Tcf12,-5.7827544,-1.1518021,7.348733872051713e-09,3.6566755396672133e-06,0.6533333333333333,0.8131461803561172,0.83602715,1.3621149
Zeb2,-5.9770546,-1.316459,2.272083800097858e-09,1.3271932980136836e-06,0.68,0.8609635267087881,1.3320142,2.0725756
Grik2,-6.0203757,-0.88195723,1.7401284505817687e-09,1.0390500326029362e-06,0.84,0.9171094198736358,2.1176562,2.672378
Zfp608,-6.0548635,-1.8390961,1.405369624707185e-09,8.582336776336832e-07,0.3333333333333333,0.66082711085583,0.31102252,0.8352008
Slc9a9,-6.1417136,-1.7239355,8.163595597125727e-10,5.350141797433373e-07,0.37333333333333335,0.687894887995405,0.386951,0.9403188
Epha4,-6.687444,-1.9497428,2.2710150442007813e-11,2.1042129047474134e-08,0.41333333333333333,0.7016800689259046,0.44047093,1.1435741
Dscaml1,-7.1276326,-1.8157835,1.0210986929294657e-12,1.5242734377230414e-09,0.48,0.7391226306720275,0.53018284,1.2417575
Auts2,-7.911874,-1.3557308,2.5354356511558438e-15,8.515894493319691e-12,0.8266666666666667,0.9056576680068926,1.8499801,2.688993
