names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CGE-derived INS (merge) (for_DEGs),mean_expr_Rest (for_DEGs)
Slc16a14,-2.947818,-0.57045287,0.003200253007776157,0.03243892821518559,0.24440179142674345,0.2884483937115516,0.105219126,0.15251988
Drp2,-2.955167,-0.32435006,0.0031249974735900504,0.03179655224078698,0.4472168905950096,0.47231715652768286,0.23562685,0.28719616
Bcl2l11,-2.9720094,-1.2156587,0.0029585763293493187,0.03032100098555276,0.09788867562380038,0.15516062884483936,0.03930162,0.08901232
Ugdh,-2.9844797,-0.4141064,0.0028406098479482186,0.029236430588882437,0.42418426103646834,0.44360902255639095,0.22091891,0.2847403
Bbof1,-2.9932444,-0.3083138,0.002760285865516612,0.028494952758294934,0.509277031349968,0.5263157894736842,0.28489622,0.34228384
Hibch,-2.9969919,-0.42134926,0.002726580615454228,0.02823171433473759,0.3307741522712732,0.37047163362952834,0.15639424,0.20433241
Pfkfb2,-3.0079007,-0.40440363,0.0026305902387586846,0.027497888589524375,0.42226487523992323,0.44224196855775805,0.20272568,0.26039928
Vgf,-3.0142088,-0.52218825,0.0025765040404601793,0.02699109321898345,0.254638515674984,0.3028024606971975,0.12836552,0.17957178
Pde1c,-3.0186431,-0.36205238,0.0025390938097554026,0.02664554915649199,0.4440179142674344,0.46958304853041694,0.35107347,0.43215042
Aatf,-3.0296354,-0.2984444,0.0024484909008983544,0.025795912011039354,0.5387076135636596,0.5440874914559125,0.31449744,0.3746654
Cntn2,-3.034736,-0.4065296,0.0024074630848371975,0.025402254962236425,0.36340371081253997,0.39712918660287083,0.17920464,0.23122977
Pgap4,-3.03865,-0.45617658,0.0023764082828789026,0.0251023759144103,0.3429302623160589,0.37593984962406013,0.16312408,0.2175899
Pik3c2b,-3.0467484,-0.3230307,0.0023133126740207894,0.024511140537226875,0.4209852847088932,0.4504442925495557,0.2177233,0.26565585
Daam2,-3.0481431,-0.7727198,0.0023026014876428675,0.024429891730568646,0.22584772872680742,0.27204374572795625,0.12382944,0.20311838
Tpk1,-3.050121,-0.35261542,0.002287491843280441,0.02431242433961436,0.4171465131158029,0.44429254955570746,0.243118,0.30115604
Katnal1,-3.0585735,-0.3291546,0.0022239360661878036,0.023720671487186477,0.5169545745361485,0.5242652084757348,0.2808188,0.3416741
Ift43,-3.0631328,-0.41973433,0.002190329324409938,0.023393299977423038,0.39923224568138194,0.42720437457279564,0.19295728,0.25052541
Gm20646,-3.0659223,-0.4998503,0.0021699965029223153,0.02319671361579274,0.3198976327575176,0.3595352016404648,0.16330434,0.22382207
Nsg1,-3.0666718,-0.34460396,0.0021645635190143914,0.023148911097665453,0.44081893793985927,0.47368421052631576,0.24767089,0.30517527
Blm,-3.0703151,-0.65430635,0.002138330395510549,0.02288868855354492,0.26807421625079975,0.3069036226930964,0.117642336,0.17938666
Stard5,-3.0819736,-0.9070436,0.002056331065578392,0.022148782371820212,0.17018554062699937,0.22146274777853725,0.06586073,0.1201444
Arhgef6,-3.099024,-0.3562784,0.0019415926838588298,0.02102577257106837,0.40051183621241204,0.43677375256322626,0.23944426,0.29738012
Lama1,-3.106477,-1.2713921,0.0018933096265969034,0.020595514474688267,0.07421625079974409,0.1367053998632946,0.033103332,0.078114934
Slc25a4,-3.1070392,-0.29671586,0.0018897132668399615,0.020584285083027423,0.5323096609085093,0.5440874914559125,0.3321337,0.39466873
Gprasp2,-3.1076846,-0.30863753,0.0018855918513490642,0.020567298074225932,0.5419065898912349,0.5529733424470267,0.3201069,0.383403
Rab37,-3.1085799,-1.9945744,0.0018798887173248908,0.020523680810540647,0.04286628278950736,0.10594668489405332,0.0144319665,0.05631246
Vegfc,-3.1099954,-0.69842374,0.0018709021408378757,0.02045338500224212,0.29878438899552145,0.3315105946684894,0.15080664,0.23438787
Ndufaf5,-3.1238816,-0.27717522,0.0017848231291834869,0.019547830942817236,0.5527831094049904,0.5516062884483938,0.3163216,0.37217298
Iffo1,-3.1309807,-0.34908262,0.0017422362325364813,0.019133614876611315,0.3838771593090211,0.4203691045796309,0.19106698,0.2375796
Tmem151b,-3.146428,-0.7992484,0.0016527787979395137,0.01820097145385242,0.21177223288547664,0.2583732057416268,0.081816904,0.13833822
Pantr1,-3.1472816,-0.3833263,0.0016479611647475106,0.018158805745797306,0.4996801023672425,0.5078605604921395,0.32976204,0.41179532
Cox6b1,-3.156442,-0.3456216,0.0015970670185609384,0.01763961487706452,0.40115163147792704,0.4395078605604921,0.22630526,0.27967808
Gpr68,-3.1566293,-0.96215945,0.0015960412681231438,0.01763961487706452,0.14075495841330773,0.1975393028024607,0.05292601,0.10064966
Gnptab,-3.1579409,-0.25664294,0.0015888779790530847,0.01757083108081647,0.5534229046705055,0.5639097744360902,0.3304253,0.3837612
Tmem65,-3.1595855,-0.2885218,0.0015799372710229092,0.017502856133999885,0.564299424184261,0.5755297334244702,0.35369357,0.4175635
Pappa,-3.1661017,-1.3650919,0.0015449673771507166,0.01720372516832367,0.09149072296865003,0.15311004784688995,0.056508522,0.13954726
Abcb9,-3.1662683,-0.54019916,0.0015440829931700733,0.01720372516832367,0.33013435700575816,0.3643198906356801,0.14375077,0.2027857
Pfkfb3,-3.166664,-0.93287534,0.0015419844494434492,0.01720109007892359,0.16506717850287908,0.21736158578263842,0.060914144,0.11324362
Nefh,-3.166997,-1.3578297,0.0015402192923828224,0.017189361185239987,0.07613563659628919,0.13875598086124402,0.026779491,0.067250095
Snrnp48,-3.1682878,-0.2731968,0.0015333968716585507,0.017129095666523438,0.5495841330774153,0.5584415584415584,0.32035962,0.3759336
D3Ertd751e,-3.1716394,-0.35387045,0.0015158103593590345,0.016948364296565918,0.43889955214331416,0.47231715652768286,0.24119169,0.29905915
Lama4,-3.1819031,-1.2485722,0.0014631075163247167,0.01646611281456284,0.1708253358925144,0.22077922077922077,0.079149045,0.17873666
Adamtsl5,-3.183194,-2.906309,0.00145660046844209,0.01640821594104738,0.022392834293026232,0.08817498291182502,0.006624691,0.048628286
Gm1992,-3.184776,-0.59156424,0.0014486604751464325,0.016344055660096106,0.22392834293026231,0.2781954887218045,0.10400495,0.15286098
Dglucy,-3.195248,-1.3193312,0.0013971078987578811,0.01584178278422072,0.09596928982725528,0.1572112098427888,0.03241965,0.07902287
Glud1,-3.1997864,-0.27342585,0.0013752949567733441,0.01561650341297936,0.5694177863083814,0.5775803144224196,0.3458601,0.40508467
Myo1b,-3.2040126,-0.5112233,0.0013552657574072413,0.015408052227358991,0.34612923864363404,0.38345864661654133,0.19670318,0.26989466
Gfra1,-3.2088008,-0.88063025,0.0013328979087103515,0.01518520020500478,0.2687140115163148,0.3069036226930964,0.14332452,0.24977282
Hjurp,-3.2226036,-0.3549242,0.0012703121906841373,0.014561731937380657,0.4197056941778631,0.4538619275461381,0.22446829,0.27903107
Sec31a,-3.2331586,-0.3043657,0.0012242954726330506,0.014094613844595788,0.508637236084453,0.5256322624743678,0.28631386,0.34314558
Adamts12,-3.2361982,-1.3422953,0.001211332508872081,0.013965405525933557,0.07613563659628919,0.14080656185919344,0.039998665,0.098463394
4930447C04Rik,-3.2370934,-0.42534006,0.0012075388885446866,0.013928336490282677,0.3672424824056302,0.4107997265892003,0.23355186,0.30253497
Gm7854,-3.251604,-0.389914,0.001147557873049302,0.013312997983872536,0.3390914907229686,0.38414217361585784,0.18954721,0.24174209
Azin2,-3.270986,-0.4334972,0.0010717315395580608,0.012523814846538736,0.4094689699296225,0.43267259056732743,0.2019414,0.2640631
Ptgs1,-3.2920547,-1.0531083,0.0009945828378859541,0.0117246857893516,0.10556621880998081,0.1695146958304853,0.044386074,0.090001136
Pstpip2,-3.2964058,-0.6155188,0.0009793046824681658,0.01157375957417843,0.3333333333333333,0.3677375256322625,0.18172112,0.266447
Igsf9b,-3.305004,-0.25706753,0.0009497509421422828,0.011245723545012163,0.5470249520153551,0.5782638414217361,0.35609108,0.412882
Igsf3,-3.341145,-0.37401688,0.0008343362336499735,0.009947600916448496,0.2872680742162508,0.3438140806561859,0.15992056,0.20272999
Adgra3,-3.3471615,-0.8527096,0.0008164358957949304,0.009777743468088067,0.2143314139475368,0.26657552973342447,0.094428204,0.16452895
A330008L17Rik,-3.3528452,-0.35777557,0.0007998544799657766,0.009603038532151428,0.527191298784389,0.5543403964456596,0.50270975,0.6081528
Trak2,-3.3565924,-0.25564313,0.0007890932266761805,0.009478564225071885,0.6007677543186181,0.6172248803827751,0.37245363,0.43099102
Krt222,-3.3704576,-0.5592223,0.0007504342098741718,0.00907963577191824,0.3326935380678183,0.36910457963089544,0.15072812,0.2148741
Mipol1,-3.3723938,-0.32471567,0.000745178035148871,0.009027599496240145,0.5476647472808701,0.5570745044429255,0.33672968,0.4064102
Ptpre,-3.3821995,-0.29487658,0.0007190791712379182,0.008742202301915206,0.6788227767114523,0.6582365003417635,0.5622272,0.65528846
Helq,-3.3960438,-0.43930832,0.0006836740548327186,0.008379443224728342,0.4133077415227127,0.4388243335611757,0.19857675,0.26071402
Mid2,-3.3991666,-0.32284606,0.0006759151811025131,0.008292787173547084,0.5124760076775432,0.5406698564593302,0.30443257,0.36818013
Rap1gap,-3.4136565,-0.292471,0.0006409734816122814,0.007912457883726388,0.5470249520153551,0.5680109364319891,0.3255894,0.3861704
Zfp961,-3.4172373,-0.2634693,0.0006326012544580508,0.007821133784583005,0.5687779910428663,0.5912508544087491,0.34840512,0.4056771
Pla2g3,-3.428979,-1.0735629,0.000605856467261795,0.007533013504147172,0.1433141394753679,0.20574162679425836,0.055804335,0.11403028
Fbh1,-3.4300823,-0.38310686,0.0006033980678444432,0.007510201067682464,0.42802303262955854,0.4613807245386193,0.21918397,0.27732474
Minar1,-3.4306445,-1.0067694,0.0006021492482669726,0.007498532831055722,0.12603966730646193,0.19138755980861244,0.055251483,0.108089134
Golim4,-3.4391177,-0.5382408,0.0005836135248692588,0.007301687341792847,0.3474088291746641,0.3868762816131237,0.1778181,0.24889673
Btbd3,-3.4428859,-0.30226478,0.0005755422192035876,0.00720819490759189,0.6058861164427384,0.6158578263841422,0.44480833,0.5251777
Rmnd1,-3.4615185,-0.442267,0.0005371371291174644,0.006758835223440445,0.4331413947536788,0.45727956254272045,0.2156139,0.28287834
Alkal2,-3.4736974,-2.2548802,0.0005133395059923494,0.0064933133730670925,0.05502239283429303,0.12371838687628162,0.016389158,0.07591338
Slc32a1,-3.493371,-0.5792159,0.00047696321116459916,0.0060618374552444355,0.2565579014715291,0.31510594668489406,0.13672175,0.19794062
Atp13a2,-3.4972641,-0.46030676,0.0004700561008478872,0.005983525968721203,0.3525271912987844,0.3943950786056049,0.17300516,0.23099825
Gm20033,-3.4973059,-0.85915524,0.0004699827349202699,0.005983525968721203,0.20217530390275112,0.25700615174299385,0.08007854,0.14083548
Ttc39b,-3.4988463,-0.33540112,0.0004672756934674587,0.005957579566686223,0.6397952655150352,0.6281613123718387,0.46518794,0.5580931
Gm16183,-3.5067368,-0.5836858,0.00045363783659244295,0.0057916444033684015,0.30454254638515676,0.3520164046479836,0.14220178,0.20621
Zkscan2,-3.5143979,-0.26600462,0.0004407520152870487,0.005639528641688898,0.5611004478566859,0.5775803144224196,0.3323251,0.38799486
Pstk,-3.5275345,-0.31763485,0.0004194490861204987,0.005387739621400582,0.5188739603326935,0.5399863294600137,0.29050902,0.3507503
Galnt1,-3.5302618,-0.2555423,0.00041514872843374437,0.005338196463213187,0.6225207933461292,0.6356801093643198,0.42027837,0.4846551
Pip5kl1,-3.543794,-1.2888362,0.0003944134684235477,0.005101532746247434,0.09021113243761997,0.1599453178400547,0.032816008,0.078357995
Kifc2,-3.5440228,-0.30435365,0.0003940710389920876,0.005099842505688038,0.5188739603326935,0.5509227614490773,0.29771072,0.35642657
Dnah5,-3.5517259,-0.9834625,0.00038271347641652474,0.004974242507293892,0.2328854766474728,0.27956254272043746,0.099802926,0.18856351
Entrep1,-3.55641,-0.8529031,0.0003759572123118791,0.004899650163051567,0.21369161868202174,0.2686261107313739,0.09404603,0.1639057
Galnt9,-3.5608234,-0.30503893,0.00036969347243461144,0.004828469408956172,0.4197056941778631,0.4825700615174299,0.26593322,0.31945527
Gm28175,-3.5687554,-0.47242665,0.0003586810239315944,0.0047024898096725744,0.4708893154190659,0.49008885850991113,0.38132766,0.49718568
Hmgn3,-3.5777907,-0.34713337,0.0003465106751585867,0.004560307705201859,0.5233525271912988,0.5399863294600137,0.28647432,0.3520386
Phldb2,-3.5795603,-1.3895314,0.00034417277816680217,0.004534495180180123,0.08765195137555983,0.15789473684210525,0.037273142,0.094851896
Map3k4,-3.5937378,-0.25240943,0.0003259678170249797,0.004313521376499786,0.6020473448496481,0.6302118933697881,0.37790275,0.43633124
Cthrc1,-3.5974853,-0.9527756,0.00032130876943499263,0.004256545876277427,0.1420345489443378,0.20915926179084074,0.061546795,0.115889646
A430010J10Rik,-3.6013157,-0.7046178,0.0003166106639068628,0.004198926888509298,0.2559181062060141,0.30963773069036227,0.12677348,0.19907355
Tmsb4x,-3.611267,-0.27407834,0.00030470458118606736,0.004047713807658713,0.7261676263595649,0.7347915242652084,0.6926893,0.7921387
Chchd7,-3.619095,-0.53547716,0.0002956351347677395,0.003957796879236374,0.33013435700575816,0.3738892686261107,0.15169452,0.21303017
Tpm1,-3.620927,-0.3553166,0.00029354932523476527,0.003934247050057922,0.5111964171465131,0.5331510594668489,0.28554723,0.35261592
Dhx35,-3.6440566,-0.41573703,0.00026837442010472595,0.00362508667066866,0.3915547024952015,0.430622009569378,0.18818453,0.24389383
Col26a1,-3.6547573,-0.4125445,0.0002574253463925509,0.0034928631225454626,0.4056301983365323,0.45522898154477104,0.27327237,0.34945014
Lgi3,-3.665708,-0.7228993,0.00024665528721985004,0.0033695098907560225,0.290467050543826,0.33287764866712233,0.1194694,0.19016232
Itga6,-3.681426,-0.90909845,0.0002319330738087682,0.0031937542307663657,0.21753039027511195,0.2734107997265892,0.103101976,0.18560407
Htr4,-3.689816,-0.34259614,0.0002244163473765279,0.0030973314098660734,0.48816378758797185,0.5276828434723172,0.38251802,0.46427995
Scg2,-3.6916897,-0.5434788,0.00022276920525322,0.0030763609743799025,0.3294945617402431,0.380041011619959,0.18034735,0.25312716
Tmem108,-3.7014952,-0.2889159,0.00021433268983527703,0.002970073936704725,0.7152911068458093,0.7279562542720438,0.84162074,0.9604306
Glce,-3.7021823,-0.36727175,0.00021375298653920137,0.002965453299429796,0.5329494561740243,0.5543403964456596,0.32757816,0.40544775
Ubap1l,-3.7073452,-0.61716783,0.00020944330519400163,0.00291212945579777,0.26231605886116444,0.3178400546821599,0.119855314,0.17840764
Smim13,-3.7132995,-0.32548758,0.00020457462411970547,0.002849609743955458,0.5335892514395394,0.5557074504442926,0.30559716,0.37011248
Clybl,-3.7246456,-0.50571,0.00019558981969248313,0.0027387123357405607,0.40307101727447214,0.43472317156527684,0.21813738,0.29720604
Ndufs1,-3.7373033,-0.2591819,0.000186004484986622,0.002616665897440306,0.6225207933461292,0.6370471633629529,0.40300718,0.46624216
Marchf11,-3.7387607,-0.38576016,0.0001849297079828327,0.0026030666785847706,0.5156749840051184,0.5379357484620643,0.3222318,0.40329987
Septin6,-3.7414045,-0.34360877,0.00018299464431651091,0.0025818646829050083,0.48432501599488165,0.51742993848257,0.2811739,0.34500718
Tiparp,-3.7423205,-0.60588264,0.0001823286801851457,0.0025769976136027282,0.236084452975048,0.3014354066985646,0.11604766,0.17165662
Dab2,-3.743903,-2.023961,0.00018118374236696417,0.0025638244718953966,0.05438259756877799,0.12987012987012986,0.020409018,0.08052509
AI593442,-3.7617235,-0.36095092,0.00016874646395421047,0.002399108522947583,0.4657709532949456,0.5051264524948735,0.27311745,0.3388488
Slc27a2,-3.7665327,-1.0659949,0.00016553039975180517,0.0023561667539139927,0.1471529110684581,0.21462747778537253,0.056408003,0.114658974
Kras,-3.7993639,-0.27415627,0.00014506804277524988,0.0020833743245075244,0.6372360844529751,0.6452494873547505,0.42694134,0.49714512
Ahr,-3.800488,-0.92755044,0.0001444114394068604,0.0020751820445553855,0.24824056301983366,0.2987012987012987,0.10158643,0.18513194
Cs,-3.803819,-0.3800772,0.00014248234059855455,0.0020511325110433875,0.5073576455534229,0.5242652084757348,0.27936926,0.3502618
Map1a,-3.8100853,-0.37377617,0.0001389188222796877,0.002003425698074251,0.4875239923224568,0.5167464114832536,0.27097037,0.33881333
Sirt3,-3.8106892,-0.59272736,0.00013857996322904967,0.002000935152523041,0.3307741522712732,0.37320574162679426,0.144428,0.21052481
Dennd4c,-3.8315287,-0.29343933,0.00012734958063254342,0.0018498717128794786,0.5918106206014075,0.6062884483937115,0.37679812,0.44521558
Slc4a8,-3.8478088,-0.4282026,0.00011917902359105632,0.0017385267136081166,0.4696097248880358,0.49829118250170884,0.2472674,0.32023928
Lhfp,-3.8482876,-0.65338933,0.00011894636536005301,0.0017361844020191012,0.28087012156110047,0.3390293916609706,0.16058053,0.24214597
Acsl3,-3.8583639,-0.35704017,0.00011414863817448746,0.0016732536833806186,0.5367882277671145,0.5461380724538619,0.31941217,0.3933837
Gas2,-3.8664832,-0.30254236,0.0001104161100413652,0.001623480826762051,0.5796545105566219,0.6028708133971292,0.37293988,0.44305283
Kcnt1,-3.8677113,-0.38999772,0.00010986157425441202,0.0016173020503320653,0.4856046065259117,0.5140123034859877,0.27047485,0.34145233
Rpe,-3.8746023,-0.45905486,0.00010679893656982696,0.0015770359217337293,0.40243122200895715,0.4463431305536569,0.20393224,0.2707631
Cntnap5b,-3.9033947,-0.362373,9.485287246169083e-05,0.0014118672617628423,0.6852207293666027,0.7409432672590567,0.9182962,1.0766256
Fgd3,-3.9216526,-0.7580584,8.794374262018158e-05,0.0013196492817847062,0.21305182341650672,0.27956254272043746,0.0987556,0.16172937
Nfkb1,-3.931354,-0.2501876,8.446877061422192e-05,0.0012730574915349943,0.6525911708253359,0.6684894053315106,0.45931074,0.52672386
Nacc2,-3.9459896,-0.6628278,7.947107490248463e-05,0.0012030052595546448,0.2674344209852847,0.3267259056732741,0.13009803,0.19882411
Cisd2,-3.954317,-0.3095709,7.675358251252722e-05,0.0011647972786589197,0.5387076135636596,0.5659603554340397,0.31516877,0.37786302
Capn2,-3.959605,-0.51307344,7.507384170027518e-05,0.001141463638579184,0.37492002559181065,0.41968557758031444,0.18445446,0.25392425
Got1,-3.9747193,-0.41313034,7.046230612864287e-05,0.001079525560306765,0.4580934101087652,0.49213943950786054,0.23866627,0.30669865
Lynx1,-3.9802988,-0.6390544,6.882872347498614e-05,0.0010565143251571485,0.31349968010236723,0.36158578263841423,0.14096394,0.21167816
Afg1l,-3.9842544,-0.3303035,6.769236472265628e-05,0.0010410618850449898,0.5706973768394114,0.5857826384142174,0.35915127,0.43391448
Zfp641,-3.9978073,-0.42538315,6.393198832474692e-05,0.0009857477636448174,0.4484964811260397,0.48530416951469585,0.23877198,0.30908108
Dnajc15,-4.004011,-0.4898723,6.22774223640254e-05,0.0009645591255403137,0.39539347408829173,0.4333561175666439,0.19511077,0.2643273
Gm16599,-4.012755,-0.94246227,6.001419111125141e-05,0.0009319031455340934,0.19001919385796545,0.25700615174299385,0.08107491,0.15040135
Map3k13,-4.0334487,-0.26505223,5.496417163875615e-05,0.0008612603186387789,0.6238003838771593,0.6431989063568011,0.4162092,0.48261783
Gk,-4.0527687,-0.39424145,5.061508829434232e-05,0.0007983063434714736,0.5079974408189379,0.5386192754613808,0.29506236,0.37229723
Rtn4rl1,-4.0682783,-0.45826602,4.736177954665969e-05,0.000749941550691487,0.4248240563019834,0.46821599453178403,0.24190962,0.3191843
Ppp4r4,-4.0741076,-0.25607508,4.619112406979514e-05,0.0007338173034940279,0.6410748560460653,0.6616541353383458,0.4631592,0.5326853
Klhl1,-4.0868487,-0.8353094,4.372722352893375e-05,0.0006988231263907367,0.2693538067818298,0.3308270676691729,0.17596567,0.2951164
Septin4,-4.0913453,-0.54689395,4.2887772620427195e-05,0.0006863799737218504,0.31669865642994244,0.37662337662337664,0.16463174,0.23226
Eya1,-4.097591,-1.163773,4.174719898879298e-05,0.00067029302696406,0.1855406269993602,0.25495557074504444,0.10714296,0.22584172
Hs3st1,-4.127341,-0.6007465,3.669821509674713e-05,0.0005939783685417056,0.3691618682021753,0.4107997265892003,0.1904539,0.27623668
Zfp385a,-4.1286526,-0.56535995,3.6489541535753796e-05,0.0005909980621029552,0.3288547664747281,0.38345864661654133,0.15475863,0.22128265
Gys1,-4.128673,-0.5399029,3.648623835798746e-05,0.0005909980621029552,0.3704414587332054,0.4203691045796309,0.18554385,0.25959572
Ap1b1,-4.144912,-0.32566583,3.399444456228084e-05,0.0005539392441393584,0.6084452975047985,0.6158578263841422,0.36969626,0.4450505
Etfa,-4.14995,-0.31695095,3.3254794732654344e-05,0.0005429887975194897,0.5764555342290467,0.6015037593984962,0.36819252,0.44114366
Tubb3,-4.1521983,-0.35830876,3.29296599448257e-05,0.0005380447287050082,0.5163147792706334,0.5570745044429255,0.30585432,0.37751234
C78859,-4.1535306,-0.35227573,3.273841486203136e-05,0.0005352830845466146,0.5310300703774792,0.5700615174299385,0.32107842,0.39428785
Dusp16,-4.1657515,-0.86178845,3.103288177863239e-05,0.000509125289343721,0.2252079334612924,0.29049897470950103,0.095304154,0.16696845
Mblac2,-4.1774516,-0.263018,2.9479359640716046e-05,0.00048628828601849673,0.673064619321817,0.6780587833219412,0.47902092,0.55237967
Whrn,-4.1816983,-0.8156475,2.8933957879388657e-05,0.00047860263843900854,0.23160588611644273,0.3014354066985646,0.11255099,0.19035421
Dusp10,-4.18505,-0.7138855,2.8510304635002452e-05,0.00047191902187587563,0.26231605886116444,0.3267259056732741,0.13756923,0.21664329
Abtb2,-4.206077,-0.9098408,2.5984164314086094e-05,0.00043218412523511704,0.17530390275111965,0.2535885167464115,0.09530268,0.17216034
Zfp804a,-4.217236,-0.2804963,2.473152324582132e-05,0.000412203464257689,0.853486884197057,0.8550922761449077,1.5260643,1.6813201
Pde9a,-4.2224197,-0.37525362,2.4169348928274497e-05,0.00040311260359318765,0.508637236084453,0.544771018455229,0.3096591,0.38579562
Nipal2,-4.238471,-0.3035432,2.2504733245563778e-05,0.00037796652404892473,0.5866922584772872,0.6165413533834586,0.4045667,0.47959712
Gm48893,-4.240761,-0.61144423,2.2276326953916718e-05,0.0003743915271166296,0.3429302623160589,0.39712918660287083,0.17641853,0.25833085
Kcnk3,-4.248672,-0.81443655,2.1504145083358507e-05,0.0003621719092221023,0.2559181062060141,0.3192071086807929,0.112665795,0.19039568
Rps6ka5,-4.2595396,-0.25315827,2.048485918789533e-05,0.00034548833941265485,0.746641074856046,0.7662337662337663,0.73239243,0.8273367
Pcdh11x,-4.2693033,-0.5529811,1.9608444105200405e-05,0.00033186912707635035,0.5521433141394754,0.5673274094326726,0.55572116,0.73733395
Slc25a13,-4.27228,-1.0286429,1.9348404758755455e-05,0.00032769829831917467,0.1529110684580934,0.23171565276828435,0.06753467,0.13325097
Gm32647,-4.2735085,-0.5924934,1.9242075749806286e-05,0.00032658643577049653,0.47920665387076133,0.5283663704716336,0.53748167,0.7290564
Gm10125,-4.2777557,-0.314801,1.887870228123609e-05,0.0003212480708888335,0.5879718490083173,0.619958988380041,0.4045723,0.4825835
Cdh12,-4.2926617,-0.29176164,1.7654374445444314e-05,0.0003024096402162737,0.7575175943698017,0.7915242652084757,1.1902663,1.3352034
Etv6,-4.316416,-0.41280738,1.585830065752134e-05,0.0002743759432728045,0.5943698016634676,0.6158578263841422,0.44004515,0.5515249
Rims4,-4.3185186,-0.51081514,1.570799433597344e-05,0.0002721664284802765,0.4075495841330774,0.45659603554340394,0.20416135,0.27969348
Runx2,-4.341752,-0.3662936,1.4135084888059087e-05,0.00024686684876288256,0.6135636596289188,0.6397812713602188,0.5462155,0.6610124
Gm17171,-4.352099,-1.3824694,1.3484024858653308e-05,0.00023583823870428923,0.10940499040307101,0.19207108680792892,0.038963873,0.09856794
B4galt5,-4.354223,-0.42793807,1.3353992303703349e-05,0.0002337336850598775,0.472808701215611,0.5119617224880383,0.2483015,0.32148236
