names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CGE-derived INS (merge) (for_DEGs),mean_expr_Rest (for_DEGs)
Zbtb16,23.16817,1.4584618,9.536665410185774e-119,8.20289463353265e-116,0.8976327575175944,0.6308954203691046,1.1694385,0.59215647
Kcnt2,22.11608,1.3169731,2.213545764968587e-108,1.5679716530442192e-105,0.9430582213691618,0.7696514012303486,1.6264896,0.9707856
Magi3,21.53784,1.3963988,6.8842542162485e-103,4.605566070670246e-100,0.8458093410108766,0.5994531784005468,1.033981,0.52379656
Kcnn2,21.236406,1.244715,4.403095100304272e-100,2.7190805742494383e-97,0.9302623160588611,0.7286397812713602,1.4449264,0.8620036
Sobp,20.562923,0.827231,5.897102135394343e-94,3.4640440933862766e-91,0.9673704414587332,0.9070403280929596,1.6240039,1.1926458
Sorcs1,19.948378,1.7860031,1.5483273526337654e-88,8.672073479263164e-86,0.7690339091490723,0.44976076555023925,1.1793307,0.5026396
Ptprd,19.769629,1.023719,5.437520231696798e-87,2.9101608280041266e-84,0.9961612284069098,0.9801777170198223,3.606847,2.9249134
Kctd16,19.681795,0.9735231,3.0887140396528165e-86,1.6171432376304007e-83,0.9660908509277031,0.9302802460697197,2.6109715,2.004575
Apba1,19.626312,0.8409584,9.216581196579883e-86,4.6244196153839565e-83,0.963531669865643,0.9084073820915927,1.7344836,1.2822943
Epha3,19.530046,1.2536776,6.098321992883456e-85,2.997387487277656e-82,0.891234804862444,0.6684894053315106,1.3891028,0.8166258
Cdk14,19.272478,0.81391925,9.144962865172988e-83,4.404945712896525e-80,0.9680102367242482,0.8933697881066303,1.8212402,1.3727745
Gpr158,19.116194,0.73379356,1.8513803972676614e-81,8.742871664273403e-79,0.9596928982725528,0.9336978810663021,1.8491683,1.439787
Cacnb2,18.875717,0.8352344,1.8065686180045344e-79,8.367192037696387e-77,0.9692898272552783,0.9268626110731374,2.0189621,1.5390792
Dgkb,18.613007,0.9875793,2.5207077046760148e-77,1.1242356362855025e-74,0.9475367882277671,0.8441558441558441,1.8929858,1.3465014
Slc2a13,18.580091,0.89831865,4.657095276873507e-77,2.039299684513119e-74,0.9795265515035189,0.9275461380724539,1.8922766,1.392014
Nr3c2,18.566477,0.98312247,6.0014646614647045e-77,2.5810584804770705e-74,0.9692898272552783,0.8605604921394395,1.8492928,1.3108084
Rbfox3,18.283176,0.8129817,1.126701584882687e-74,4.678531201778385e-72,0.927063339731286,0.8263841421736159,1.3886163,0.9980195
Slc35f4,18.139153,1.0159664,1.5642496719440545e-73,6.278898183183435e-71,0.9161868202175304,0.7477785372522214,1.36204,0.89039564
Dab1,18.136717,0.94108456,1.63512594154639e-73,6.4557988813447966e-71,0.9916826615483045,0.9487354750512645,2.954292,2.3488128
Kcnd3,18.114565,0.9192152,2.445957439171545e-73,9.501361123388304e-71,0.9341010876519513,0.7792207792207793,1.3378317,0.9108065
Egfr,17.94583,3.2792473,5.173156745358284e-72,1.9467235477376393e-69,0.46257197696737046,0.11073137388926863,0.62144846,0.08502963
Galnt14,17.820564,1.3994793,4.894019393169202e-71,1.7858721676528341e-68,0.7421625079974408,0.4463431305536569,0.7872264,0.3742172
Ust,17.783195,1.290521,9.53860559110582e-71,3.4287727918834707e-68,0.763275751759437,0.4825700615174299,0.8030386,0.40797785
Mlip,17.721697,1.3502856,2.8518000629631467e-70,1.0100404811235944e-67,0.7319257837492003,0.4818865345181135,0.8521257,0.42355448
Chrna7,17.613066,1.3258268,1.9556332051881645e-69,6.826010161413297e-67,0.7651951375559821,0.4784688995215311,0.8175077,0.40851027
Fstl4,17.177435,1.4405824,3.9186245361186197e-66,1.258348711038411e-63,0.6935380678182982,0.4244702665755297,0.7795591,0.3611109
Mpdz,17.113293,1.1492366,1.1812988399419282e-65,3.7434738501528154e-63,0.8125399872040947,0.6021872863978127,0.9023928,0.5072622
Caln1,17.091995,1.03799,1.7024949674667985e-65,5.3250504930481e-63,0.8528470889315419,0.6842105263157895,1.3677557,0.88592994
Pdzrn3,16.896236,1.4602904,4.795520375238847e-64,1.4619659837626884e-61,0.7050543825975688,0.43472317156527684,0.9014567,0.42641214
Arpp21,16.782276,1.206108,3.289850373224465e-63,9.904094548592252e-61,0.8464491362763915,0.6698564593301436,1.6078914,1.0044464
Slc1a2,16.663567,0.99900806,2.4119852673346707e-62,7.171636194875087e-60,0.8330134357005758,0.6390977443609023,1.0092112,0.6271775
Rtl4,16.617455,1.0558882,5.209849878230238e-62,1.5301710300889883e-59,0.8566858605246321,0.6555023923444976,1.2793365,0.80996996
Cpne7,16.561432,1.4343727,1.3240688160393065e-61,3.842032935601284e-59,0.6276391554702495,0.31715652768284347,0.54139346,0.23571508
Chsy3,16.555435,1.0571647,1.462795832716806e-61,4.194044623232328e-59,0.9232245681381958,0.7484620642515379,1.7267542,1.1698158
Prox1,16.537886,1.9935622,1.957755439645789e-61,5.482625814933625e-59,0.5431861804222649,0.23103212576896787,0.530018,0.1617125
Necab1,16.46498,1.1991682,6.54861764139469e-61,1.8128380146591923e-58,0.7786308381317978,0.5413533834586466,0.9676376,0.53687716
Sema3c,16.317978,1.8110489,7.353143258040214e-60,1.9042269056628014e-57,0.6007677543186181,0.3144224196855776,0.5654398,0.19610183
Nfix,16.30178,1.3230276,9.585805242351117e-60,2.4560056750721735e-57,0.6705054382597568,0.39097744360902253,0.5483724,0.2561534
Pde4b,16.209408,1.0940391,4.327139731996085e-59,1.0969982453199337e-56,0.8662827895073576,0.6958304853041695,1.5635108,1.0183605
Pcsk2,16.153135,0.87598604,1.0793287557713816e-58,2.679850902474016e-56,0.8931541906589892,0.7949419002050581,1.4881227,1.0537108
Fnbp1l,16.118326,0.820219,1.8967572828158297e-58,4.661377795850657e-56,0.9155470249520153,0.7498291182501708,1.1188766,0.7735715
Nlgn1,15.927233,0.7719452,4.1011225020022947e-57,9.683473954727771e-55,0.9980806142034548,0.9747095010252905,3.4562297,2.9432395
Msra,15.918072,0.8453822,4.7478239704280643e-57,1.1101610922698008e-54,0.963531669865643,0.820915926179084,1.6964905,1.2468474
Pdzrn4,15.886824,0.9748943,7.819094278401125e-57,1.8107217942405067e-54,0.8624440179142674,0.7183868762816131,1.294777,0.8537135
Lrp1b,15.635667,0.75349605,4.1609536442213724e-55,9.19379885939702e-53,0.9968010236724248,0.9829118250170882,3.2358925,2.740226
Cdh2,15.479048,0.67293745,4.805298890123732e-54,1.0151826181556138e-51,0.9283429302623161,0.8441558441558441,1.4582186,1.1212809
Sez6,15.431789,1.3993806,1.0005646661098039e-53,2.095443427703349e-51,0.6167626359564939,0.3362952836637047,0.46129683,0.20064996
Shank2,15.363234,0.8148543,2.888015465921034e-53,5.94486875908053e-51,0.8413307741522713,0.6657552973342447,0.9203342,0.6197462
Celf4,15.26343,0.49952528,1.3401604403825666e-52,2.712304541695272e-50,0.9718490083173384,0.9685577580314423,2.0190191,1.7262591
Igf1,15.251417,1.66502,1.6109882138830527e-52,3.233253345263287e-50,0.5687779910428663,0.2939166097060834,0.5884774,0.22527273
Rgs12,15.237156,2.402068,2.0040514043041108e-52,3.9888904149801826e-50,0.46129238643634035,0.16404647983595352,0.40608856,0.09054751
Gas7,15.013272,0.91755605,6.010769601077109e-51,1.1865850415765662e-48,0.817658349328215,0.632946001367054,0.9254482,0.59127176
Mamld1,14.9464655,1.022502,1.6423856979467923e-50,3.215871312955329e-48,0.7568777991042867,0.5242652084757348,0.63648385,0.36327177
Camk4,14.758743,0.88701934,2.702697287308215e-49,5.207340917402484e-47,0.7946257197696737,0.6801093643198907,1.0369899,0.6853737
Ldlrad4,14.729847,0.7056246,4.1464313214943614e-49,7.925607297370651e-47,0.9046705054382598,0.7983595352016405,1.2653149,0.9400266
Hcrtr2,14.703699,2.6810896,6.1032805707024225e-49,1.1574126713763555e-46,0.4133077415227127,0.12235133287764867,0.39644787,0.0731224
Cadps2,14.587426,1.5387049,3.3769741661599747e-48,6.304732233937739e-46,0.6986564299424184,0.47710184552289814,1.1078204,0.5294164
Grid1,14.226827,0.5010683,6.24520998798505e-46,1.1224599802285967e-43,0.9692898272552783,0.9432672590567327,1.8735862,1.5880934
Sdk2,14.21165,1.3418525,7.757610645041569e-46,1.3839577390754159e-43,0.6052463211772233,0.3643198906356801,0.5335038,0.24536763
Cdh20,14.209755,1.1502681,7.97035117763957e-46,1.4114554247225837e-43,0.7031349968010236,0.4709501025290499,0.86775076,0.48393407
Klf8,14.130665,0.9898954,2.4581126172755004e-45,4.32125432660315e-43,0.7050543825975688,0.44429254955570746,0.55591005,0.31800014
Fgf13,14.096647,1.0568135,3.982439082630471e-45,6.900220350077141e-43,0.9296225207933462,0.8721804511278195,2.0033538,1.4068586
Auts2,14.026343,0.460483,1.0755668530876636e-44,1.850282292125949e-42,0.9987204094689699,0.9931647300068353,2.9921632,2.6916733
Trpc5,14.019785,1.0326973,1.179714402378118e-44,2.01505260048756e-42,0.7613563659628919,0.5550239234449761,0.9802569,0.59548604
Edil3,14.013393,0.74794185,1.2908597376784393e-44,2.1893708395948966e-42,0.9571337172104927,0.8646616541353384,1.8377984,1.4220452
Rims1,13.959515,0.35841486,2.753007939058857e-44,4.572651255468518e-42,0.9955214331413947,0.9945317840054683,2.8211713,2.589388
Nyap2,13.930681,0.74216175,4.1240340331408143e-44,6.756682697562134e-42,0.9142674344209852,0.8694463431305537,1.5515438,1.1703837
Kcnh1,13.868038,0.8651771,9.894664308660374e-44,1.6101560487147057e-41,0.781829814459373,0.5864661654135338,0.80313075,0.5167843
Homer2,13.850155,1.0455319,1.2693858587054401e-43,2.0518046322860281e-41,0.6928982725527831,0.46479835953520166,0.54582596,0.30139205
Slc35f1,13.82765,0.6630717,1.7360057958385471e-43,2.787330905798371e-41,0.9622520793346129,0.9029391660970608,1.7241563,1.3635277
Maml3,13.821445,1.0296805,1.892309592412726e-43,3.018171140640271e-41,0.7133717210492643,0.45864661654135336,0.7600858,0.44317096
Vgll4,13.622669,1.272347,2.936365558949212e-42,4.592170657255378e-40,0.5617402431222009,0.3089542036910458,0.377202,0.17369096
Ttc28,13.512247,0.84831554,1.3241733266188633e-41,2.044319897326199e-39,0.8349328214971209,0.6514012303485988,0.84507334,0.55256075
Dlg1,13.34959,0.6006591,1.1910143576260574e-40,1.8040496722682998e-38,0.8880358285348688,0.8092959671907041,1.2284281,0.9528706
Frem1,13.334809,3.6683965,1.452252014124633e-40,2.1860023442611038e-38,0.3314139475367882,0.06015037593984962,0.49874818,0.049609024
5730522E02Rik,13.315948,0.7720039,1.869843607279365e-40,2.779834162821989e-38,0.8905950095969289,0.8113465481886535,1.7073953,1.2930149
Kcnip4,13.281805,0.93546504,2.9519091375836303e-40,4.3615815748198867e-38,0.9788867562380038,0.9692412850307587,3.566647,2.9436843
Sema5a,13.220681,1.1927786,6.665714826269065e-40,9.716521260966474e-38,0.6628278950735764,0.4483937115516063,0.82954746,0.44809088
Eda,13.20767,1.0838689,7.923945867161389e-40,1.1427563608665563e-37,0.6282789507357646,0.3875598086124402,0.5705303,0.30960134
Rgs6,13.11536,1.027766,2.689022482957948e-39,3.854905802354716e-37,0.7178502879078695,0.5078605604921395,1.0526633,0.64964324
Zfp536,13.1019945,0.7363459,3.207176220130082e-39,4.570510774296621e-37,0.9571337172104927,0.8714969241285031,1.8053765,1.3988808
Dtnb,12.981142,0.4926879,1.565288908908694e-38,2.1790993111073403e-36,0.9289827255278311,0.8961038961038961,1.3647466,1.1221653
Kit,12.96228,2.0310225,2.002059271249486e-38,2.7711261775156678e-36,0.44529750479846447,0.19958988380041012,0.42972752,0.12341559
Frmpd4,12.8603735,0.7122009,7.52127870598017e-38,1.0176543615439686e-35,0.9840051183621241,0.949419002050581,2.7422225,2.2888637
Eps8,12.833996,1.0764349,1.057654116441392e-37,1.4230470246019264e-35,0.6922584772872681,0.4839371155160629,0.7009555,0.3931454
Pbx3,12.808306,1.5075337,1.473162847762019e-37,1.9282420666032863e-35,0.5662188099808061,0.3383458646616541,0.6169715,0.2624552
Phactr1,12.803517,0.5226563,1.5669007312512242e-37,2.0398506600786208e-35,0.9801663467690339,0.9678742310321258,2.4241843,2.0998402
Il1rap,12.799832,0.88691545,1.6430544414533718e-37,2.127490492901237e-35,0.7600767754318618,0.5974025974025974,0.9416275,0.61293685
Adam12,12.759256,1.3320347,2.768294844021569e-37,3.546362394862525e-35,0.5559820857325656,0.3192071086807929,0.50147444,0.23003426
Elmo1,12.530127,0.8424128,5.108102660932684e-36,6.374276916368019e-34,0.8150991682661548,0.6684894053315106,1.0474716,0.70902354
Fry,12.435194,0.4797964,1.6833250268081537e-35,2.0372462284245014e-33,0.946896992962252,0.8974709501025291,1.4746125,1.2284957
Lamp5,12.416102,2.2703335,2.1372128789111924e-35,2.573631748784858e-33,0.37683941138835575,0.1291866028708134,0.27392057,0.063272096
Zmat4,12.395139,0.71816224,2.7766564587601885e-35,3.327014634466685e-33,0.9302623160588611,0.8537252221462748,1.7886255,1.3932564
Unc5c,12.385604,0.7203381,3.1272337953407297e-35,3.7285296399498085e-33,0.944977607165707,0.9432672590567327,2.3836637,1.9423623
Gm26871,12.343113,0.6175733,5.306403833760136e-35,6.26467793785682e-33,0.946257197696737,0.8947368421052632,1.9884448,1.6309725
B3gat1,12.3199,0.84283966,7.078214137577761e-35,8.2753256936613e-33,0.689699296225208,0.47436773752563227,0.52587086,0.32626534
Cdkl5,12.312925,0.6006742,7.717406905612194e-35,8.979035164964449e-33,0.9046705054382598,0.7887901572112098,1.1643952,0.89747804
Gnao1,12.243745,0.47112042,1.8146189971741072e-34,2.091066216647904e-32,0.9225847728726807,0.8721804511278195,1.2472205,1.0258819
Prkar2b,12.20217,0.89203006,3.0264811914457326e-34,3.470941572132334e-32,0.6775431861804223,0.4600136705399863,0.52512056,0.31639126
Gabra2,12.199943,0.6700939,3.110426494367031e-34,3.5503086109163783e-32,0.8848368522072937,0.7922077922077922,1.3995913,1.0712581
Sphkap,12.182163,0.7577631,3.868804780242013e-34,4.3951082229881437e-32,0.8010236724248241,0.657552973342447,1.0414062,0.73437434
Nrg1,12.173232,0.8569013,4.316439909260179e-34,4.8806168438789744e-32,0.9110684580934101,0.885850991114149,2.3472278,1.8279814
Galnt13,12.112921,0.6254317,9.022320901015772e-34,1.0153905447666534e-31,0.8771593090211133,0.7826384142173616,1.2272563,0.94134533
Nrp2,11.99313,0.8978144,3.860364611531253e-33,4.245343438544233e-31,0.6685860524632118,0.45659603554340394,0.5493111,0.33138487
Arhgef28,11.92268,0.8569494,9.016101574363249e-33,9.78125181607948e-31,0.6698656429942419,0.46274777853725224,0.58129454,0.36134902
Gabrb3,11.897344,0.338346,1.2217460286502958e-32,1.3135951497327555e-30,0.9872040946896993,0.9747095010252905,2.1534483,1.9491469
Grb14,11.802514,0.83374774,3.7881973569271616e-32,4.019160579041135e-30,0.655150351887396,0.44771018455228984,0.5348671,0.33418447
Lrfn2,11.799704,0.70942354,3.91686806168843e-32,4.1374495788466734e-30,0.7543186180422264,0.5857826384142174,0.68589956,0.47170898
Kcnb2,11.794603,0.5451256,4.161563948982313e-32,4.376729526082534e-30,0.9705694177863083,0.9330143540669856,2.1672022,1.8405871
Gabrb1,11.783569,0.4775992,4.7440602631379713e-32,4.9676498859745604e-30,0.9776071657069738,0.9432672590567327,2.1587121,1.8719839
Snca,11.589124,0.63608277,4.678973646849111e-31,4.7547848654309704e-29,0.8298144593730007,0.6794258373205742,0.9116893,0.6718217
Prr16,11.5600605,1.0489106,6.566258276696803e-31,6.616810223262169e-29,0.6865003198976327,0.5372522214627478,0.98961616,0.5971482
Crim1,11.552587,0.9290946,7.163167998806341e-31,7.188239086802164e-29,0.6250799744081894,0.4333561175666439,0.5645006,0.33532247
Nbea,11.53385,0.2889559,8.906977218248179e-31,8.901063872377142e-29,0.9961612284069098,0.9972658920027341,2.8980205,2.7098856
Mapk4,11.430694,0.80736107,2.937541307141356e-30,2.923460530627786e-28,0.6487523992322457,0.4395078605604921,0.5354106,0.33979177
Prex2,11.399507,1.3062729,4.204939436391155e-30,4.167562196956567e-28,0.472808701215611,0.24675324675324675,0.35425523,0.15862867
Gm10649,11.393803,0.8516642,4.489597581595804e-30,4.431453612916121e-28,0.6577095329494562,0.44019138755980863,0.53609264,0.33150497
Rasgef1b,11.370506,1.070101,5.864627308009608e-30,5.765048330045037e-28,0.580934101087652,0.4278879015721121,0.6826333,0.38275805
Scaper,11.344275,0.46957642,7.917975885464812e-30,7.751891513233112e-28,0.9161868202175304,0.8523581681476419,1.1686488,0.9560993
Disp3,11.281361,1.9316342,1.6221665625892873e-29,1.562730379736016e-27,0.3563659628918746,0.127136021872864,0.19302204,0.054308612
Macrod2,11.261354,0.26918927,2.0360543121999024e-29,1.9536387272917312e-27,0.999360204734485,0.9958988380041012,2.9613812,2.7853515
Pgbd5,11.204852,0.69991046,3.859964629361764e-29,3.689023338632886e-27,0.7325655790147153,0.5673274094326726,0.60446924,0.41285715
Cachd1,11.136588,1.2471627,8.324784566078292e-29,7.864351773963287e-27,0.4696097248880358,0.2563226247436774,0.3082854,0.14160223
Prickle1,11.136567,0.5487541,8.326730204121566e-29,7.864351773963287e-27,0.8854766474728087,0.8010936431989063,1.3184007,1.0547796
Foxn3,11.065908,0.55207056,1.8359251494887844e-28,1.7272039570424954e-26,0.8880358285348688,0.7641831852358169,1.0362839,0.8066732
Dchs2,10.989213,1.4445326,4.30666013876337e-28,4.035860030427121e-26,0.4472168905950096,0.23171565276828435,0.3796549,0.15671588
Trpm3,10.930733,0.9355923,8.218174421224917e-28,7.612558183106958e-26,0.7952655150351887,0.6623376623376623,1.5655344,1.091595
Tnfaip8l3,10.915036,2.036653,9.7690723780045e-28,9.014495752944841e-26,0.344849648112604,0.12235133287764867,0.21270564,0.056161657
Lin7a,10.90954,0.744816,1.0378043424555727e-27,9.539877780038174e-26,0.7364043506078055,0.5768967874231032,0.78445184,0.5369871
Peli2,10.901442,1.3100508,1.1344586151994033e-27,1.038870771424427e-25,0.43378119001919385,0.21326042378673957,0.2570641,0.11173842
Fstl5,10.872316,0.7189467,1.5618501692606062e-27,1.4194565840178278e-25,0.8592450415866922,0.7300068352699932,1.347768,1.004586
Sv2c,10.850373,2.5137525,1.986129072766355e-27,1.798268142424996e-25,0.326935380678183,0.11073137388926863,0.3054217,0.060667057
Nckap5,10.842857,0.8441528,2.15628593922355e-27,1.945018373043445e-25,0.6225207933461292,0.4231032125768968,0.5485717,0.34151056
Lix1,10.806487,1.0895098,3.2071658908923366e-27,2.8821411685168294e-25,0.4984005118362124,0.2857142857142857,0.31519467,0.1605172
Mir99ahg,10.707703,0.40003794,9.365692959439487e-27,8.354198119820023e-25,0.9936020473448497,0.9863294600136705,2.5177243,2.265879
Ppm1h,10.598634,0.5026725,3.023646348643979e-26,2.657718929224146e-24,0.9315419065898912,0.8701298701298701,1.2739697,1.0358297
Dlgap3,10.582728,0.6736813,3.583676729327132e-26,3.1234849289425053e-24,0.7261676263595649,0.5878332194121668,0.6216171,0.4320106
Fxyd6,10.5824995,1.1145546,3.592448618655846e-26,3.1234849289425053e-24,0.4753678822776711,0.25700615174299385,0.313984,0.1573076
Gm3510,10.558682,2.2336993,4.6311419319251894e-26,3.997721228978002e-24,0.32245681381957775,0.10731373889268626,0.19446728,0.044629365
Cpne8,10.5492935,0.8980637,5.1180396325463926e-26,4.402245232508833e-24,0.5905310300703774,0.40123034859876966,0.55454105,0.33482912
Vcan,10.540154,1.6973208,5.640629301578963e-26,4.834480999972517e-24,0.39539347408829173,0.18865345181134655,0.36804262,0.12856007
Scn3a,10.526622,0.520308,6.512981337832515e-26,5.562363210651003e-24,0.8598848368522073,0.7518796992481203,0.9465225,0.74162155
Kcnq4,10.507594,2.1996949,7.970103403116334e-26,6.758872195797669e-24,0.31094049904030713,0.09637730690362269,0.1890069,0.044293333
Pde11a,10.381058,1.302888,3.0240484360207615e-25,2.5114200873491042e-23,0.45553422904670504,0.2522214627477785,0.59855235,0.28679243
Sh3bgrl,10.330135,1.0317314,5.148773018953e-25,4.246679773577536e-23,0.4932821497120921,0.2836637047163363,0.30842596,0.16272295
D430041D05Rik,10.311752,0.5277291,6.235359472896758e-25,5.1253378001790286e-23,0.872680742162508,0.7867395762132604,1.1843454,0.94529396
Erc1,10.293224,0.40586635,7.560165320743756e-25,6.193163999482742e-23,0.9117082533589251,0.8769651401230348,1.2235307,1.0334882
Kcnk9,10.281379,1.0390193,8.549606416523035e-25,6.979956641882738e-23,0.472168905950096,0.26657552973342447,0.27933028,0.14567715
Dlx1as,10.273759,0.8448874,9.252784014855271e-25,7.528515209924809e-23,0.6833013435700576,0.5242652084757348,0.6551537,0.41557494
Dner,10.268846,0.5148138,9.736280411691505e-25,7.895238297480747e-23,0.9373000639795266,0.9022556390977443,1.4669836,1.2044449
Lgi1,10.2652645,0.53594065,1.0104349433861239e-24,8.166213146480339e-23,0.8630838131797824,0.7546138072453862,0.9927538,0.7754545
Cacna1c,10.197562,0.35952902,2.033111251861124e-24,1.600178149994226e-22,0.9776071657069738,0.9548872180451128,1.9391493,1.7298414
Rph3a,10.177306,0.61721885,2.50397978155898e-24,1.9643599042041196e-22,0.8144593730006398,0.6766917293233082,0.81490356,0.5992471
Fam124a,10.172414,0.95780903,2.6330231445765918e-24,2.0522242528796972e-22,0.49392194497760716,0.2781954887218045,0.2932745,0.16166155
Sorcs2,10.162795,0.75595933,2.9062262766666887e-24,2.2578565692658237e-22,0.6276391554702495,0.44155844155844154,0.48060971,0.31144282
Nr2f1,10.150283,0.7445798,3.3040312278925142e-24,2.5586587811113604e-22,0.6487523992322457,0.45659603554340394,0.48263133,0.31498578
Miat,10.147306,0.5722659,3.406362024109585e-24,2.6294494547645913e-22,0.7677543186180422,0.6349965823650034,0.75206184,0.5620062
Cpne4,10.13875,0.8120269,3.718280382025165e-24,2.851944736327837e-22,0.6973768394113884,0.5529733424470267,0.87365043,0.5849664
Ncam2,10.132545,0.6346904,3.961977129344762e-24,3.029214513750452e-22,0.945617402431222,0.8632946001367054,2.1909513,1.8109701
Myt1l,10.120033,0.29273185,4.502604712307068e-24,3.431668730734285e-22,0.9910428662827895,0.9808612440191388,2.1215808,1.9452741
Arid1b,10.082851,0.38199535,6.578858168138599e-24,4.9825540918694975e-22,0.9347408829174664,0.8961038961038961,1.3572612,1.1676066
Kcnn3,10.038612,1.1924096,1.0311490473008729e-23,7.760685517248194e-22,0.4254638515674984,0.22966507177033493,0.2497821,0.11703506
Htr2c,9.987794,0.97343147,1.7237580172696643e-23,1.2892853443454223e-21,0.5860524632117722,0.40464798359535203,0.77431583,0.46713606
Shisa9,9.918842,0.6379318,3.447316973306701e-23,2.554620984157495e-21,0.8438899552143314,0.7566643882433356,1.459993,1.1392746
Ptprz1,9.900605,0.7116426,4.137641502427978e-23,3.0567778510575284e-21,0.838131797824696,0.7081339712918661,1.1871344,0.87163067
Atp11c,9.894775,0.7032304,4.38591950556453e-23,3.2302900725387198e-21,0.7197696737044146,0.5543403964456596,0.63276654,0.43322244
Mob3b,9.890363,1.9607579,4.5836616592025314e-23,3.365637420738834e-21,0.326935380678183,0.12781954887218044,0.24346566,0.0684209
Adra1b,9.8299465,2.070137,8.366319462955852e-23,6.124451001392971e-21,0.3115802943058221,0.1114149008885851,0.23650593,0.061601568
Nell2,9.810148,0.5857336,1.0181914383055509e-22,7.40849625382202e-21,0.8080614203454894,0.7252221462747779,1.171393,0.90967983
Brinp1,9.779045,0.49794224,1.3851141954437426e-22,9.987751581756616e-21,0.8886756238003839,0.8284347231715653,1.4831179,1.2273897
Pde7b,9.747609,0.8214663,1.8886453184897988e-22,1.3497369095106325e-20,0.5726167626359565,0.38345864661654133,0.4913762,0.30680695
Sox2ot,9.736491,0.5766767,2.107035667224679e-22,1.5013564203976085e-20,0.9712092130518234,0.8974709501025291,2.1107938,1.7688993
Sidt1,9.683883,0.57193744,3.53047188828423e-22,2.508197196384584e-20,0.7383237364043506,0.6110731373889269,0.72438544,0.5396489
Pde4d,9.683196,0.34551564,3.5542845600089904e-22,2.517687921860486e-20,0.9955214331413947,0.9911141490088858,2.760524,2.5380042
Jph1,9.665542,0.6439329,4.2237993516949064e-22,2.983166674082702e-20,0.6698656429942419,0.49077238550922764,0.58589274,0.41197237
Gabra5,9.640559,0.7538209,5.38935966127056e-22,3.762241683537397e-20,0.5982085732565579,0.4203691045796309,0.48785475,0.31693155
Dpyd,9.621156,0.79269683,6.509531057990597e-22,4.518027262266442e-20,0.6705054382597568,0.5611756664388243,0.8506362,0.5733437
Pld5,9.593946,1.0306919,8.477898817451665e-22,5.867290664353618e-20,0.45873320537428025,0.2686261107313739,0.48683026,0.2677149
Pip5k1b,9.516272,0.5643218,1.79503618979915e-21,1.2281719203159866e-19,0.8438899552143314,0.7334244702665755,1.0666112,0.8279622
Pdlim5,9.493246,1.7005388,2.239489759614616e-21,1.5279283674379155e-19,0.3467690339091491,0.1599453178400547,0.26036483,0.08755515
Ralgps2,9.470658,0.53555936,2.7808612762757166e-21,1.8919283327069027e-19,0.7965451055662188,0.6486671223513328,0.6890492,0.52131927
Tbl1x,9.457938,0.5225159,3.1407575361981603e-21,2.1307606901914503e-19,0.8157389635316699,0.7238550922761449,0.83894145,0.6495559
Tmem200a,9.42569,0.71904314,4.272877236709752e-21,2.8906734654190357e-19,0.6327575175943698,0.4613807245386193,0.5561371,0.37289605
Acss1,9.4229,1.2306933,4.387976024027685e-21,2.9602244975541396e-19,0.38131797824696095,0.18660287081339713,0.22247627,0.10090611
