names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_P GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Sh3gl1,-2.6815991,-3.0920012,0.007327119172288736,0.043975807942684464,0.02127659574468085,0.2508221332570775,0.018303549,0.14626896
Cbfa2t3,-2.6816895,-1.2864051,0.0073251433806188915,0.04397377181350081,0.02127659574468085,0.25268086931655703,0.066492066,0.15503666
Stat3,-2.6817977,-3.5277438,0.007322773061599767,0.04396936584696888,0.02127659574468085,0.2493565913640263,0.01626127,0.17318027
Atp7a,-2.6823301,-27.265808,0.007311128999560622,0.043909261559721476,0.0,0.22608664569631112,0.0,0.14960136
Zfp846,-2.6851363,-1.0076844,0.007250025122852524,0.04355201767293703,0.06382978723404255,0.3026522733771804,0.09465052,0.18199636
Olfm3,-2.6851904,-0.58180326,0.007248850789462933,0.04355201767293703,0.1276595744680851,0.3993780383185588,0.33352193,0.46531424
Lyrm1,-2.6856866,-0.7656373,0.007238094018278917,0.04349979563210792,0.0425531914893617,0.28066914498141265,0.10496114,0.17239615
Rexo2,-2.6857138,-3.3095884,0.007237507697512238,0.04349979563210792,0.02127659574468085,0.25067915356019443,0.01626127,0.15061215
Tgoln1,-2.6860747,-1.820643,0.007229694159202293,0.04346875857188758,0.02127659574468085,0.2527881040892193,0.052893776,0.17552434
Grk4,-2.6874733,-1.9726373,0.007199488154132467,0.04329683229667399,0.0425531914893617,0.27430654847011726,0.049158126,0.1804524
Plekhb2,-2.6875725,-1.367931,0.007197348812877838,0.04329365627983602,0.02127659574468085,0.2531812982556477,0.06167696,0.15203421
Elp3,-2.6875906,-1.4342486,0.007196959903048201,0.04329365627983602,0.0425531914893617,0.27537889619674005,0.06395593,0.16422682
Atg12,-2.6884387,-1.2972893,0.007178702403644932,0.04321051379613336,0.0425531914893617,0.27823849013440094,0.0721116,0.16870664
Macir,-2.6884928,-1.9157432,0.007177538444074521,0.04321051379613336,0.0425531914893617,0.2747354875607664,0.049158126,0.17404743
Timm17a,-2.688511,-1.489718,0.007177150495197126,0.04321051379613336,0.02127659574468085,0.2532170431798685,0.05996342,0.16003253
Acap3,-2.6886914,-27.024958,0.0071732720414887045,0.04320686387688893,0.0,0.22662281955962255,0.0,0.12800637
Ivd,-2.6887455,-0.29644457,0.007172108872282322,0.04320686387688893,0.06382978723404255,0.3100514726908779,0.16145992,0.1949058
Zkscan2,-2.6898913,-0.39704692,0.00714752814208405,0.04307111037851501,0.0851063829787234,0.33743208464398056,0.16294795,0.20948507
Ubqln1,-2.69286,-0.26690313,0.007084201844301248,0.04271824586094581,0.0851063829787234,0.33271375464684017,0.18423788,0.21786092
Mlh3,-2.6929681,-1.5462288,0.007081901622351206,0.04271396107577484,0.02127659574468085,0.25361023734629684,0.05439359,0.1512245
Ercc8,-2.6933563,-26.96721,0.007073664666124933,0.04267385935760597,0.0,0.2270160137260509,0.0,0.12328047
Selenot,-2.6934826,-0.35519883,0.007070984723286368,0.04266727139337631,0.0851063829787234,0.33607377752359163,0.18750545,0.23413147
Elovl4,-2.6938164,-1.2460306,0.007063906405184016,0.04263413412113533,0.0425531914893617,0.2786316843008293,0.077062115,0.1739612
Gm1604a,-2.694087,-1.1761122,0.007058171899691893,0.042618669425780034,0.02127659574468085,0.2537532170431799,0.07465962,0.16140723
Rnft1,-2.6941051,-0.58272994,0.007057789747993499,0.042618669425780034,0.0425531914893617,0.2815270231627109,0.113353245,0.1653134
Smg9,-2.6946285,-26.952436,0.007046715427467243,0.04256862489569353,0.0,0.22712324849871318,0.0,0.12209815
Commd3,-2.6950526,-27.180891,0.007037752857018572,0.04252404301058894,0.0,0.22715899342293394,0.0,0.14162706
Lrrc20,-2.6960542,-3.7801461,0.007016626557522266,0.04241546807663066,0.02127659574468085,0.24907063197026022,0.011062159,0.14221162
Ckmt1,-2.6971729,-27.19625,0.006993093369003795,0.04228272250790549,0.0,0.22733771804403774,0.0,0.14303955
Zfp341,-2.6980212,-26.974829,0.006975300955827035,0.04221313889258388,0.0,0.22740920789247926,0.0,0.123894274
Nsun6,-2.6996994,-1.576632,0.006940214467716802,0.04201026419183385,0.02127659574468085,0.254182156133829,0.051233098,0.14565481
Sdhaf3,-2.7005296,-1.5000741,0.006922918528659877,0.041915011461264286,0.02127659574468085,0.2542536459822705,0.056362774,0.15186645
Creld1,-2.7005656,-27.022945,0.006922167410415793,0.041915011461264286,0.0,0.22762367743780385,0.0,0.12783843
Grin2b,-2.7006469,-0.7810301,0.006920477662022206,0.041915011461264286,0.7021276595744681,0.885294538175579,1.9961194,2.4790127
Tmem120b,-2.700737,-0.6892273,0.006918600598391487,0.041915011461264286,0.0425531914893617,0.2820631970260223,0.103166215,0.16146454
Lysmd4,-2.7031102,-27.147194,0.006869397725530201,0.04163787883712982,0.0,0.2278381469831284,0.0,0.13857366
Car11,-2.7037687,-1.5159329,0.006855796510445517,0.04156481323007018,0.0425531914893617,0.2763797540749214,0.06336429,0.17149338
Cntrl,-2.703796,-1.5145937,0.0068552380743770675,0.04156481323007018,0.02127659574468085,0.25457535030025735,0.058450583,0.15869568
Gcfc2,-2.7048066,-26.99732,0.006834419017006814,0.041453913992544715,0.0,0.22798112668001144,0.0,0.12572356
Zfp821,-2.7055645,-0.63768905,0.006818842025825939,0.04137811319646409,0.06382978723404255,0.30837146125250214,0.12329791,0.18578136
Ehmt2,-2.7069,-0.92373264,0.006791474456880602,0.04122135049839209,0.0425531914893617,0.28217043179868456,0.093101636,0.16982546
Klhdc1,-2.7079015,-1.5158077,0.006771013602016992,0.041106447240442066,0.02127659574468085,0.2548970546182442,0.0538873,0.14697316
Abcc4,-2.7090473,-27.181744,0.006747671402110574,0.04098325736318064,0.0,0.22833857592221904,0.0,0.14170524
Gm46123,-2.7090473,-27.126368,0.006747671402110574,0.04098325736318064,0.0,0.22833857592221904,0.0,0.1367178
Lin7c,-2.709372,-1.4864318,0.006741067885123927,0.04096166758780641,0.02127659574468085,0.25504003431512723,0.060800847,0.16181827
Lsm1,-2.7103195,-27.064707,0.0067218407916137864,0.04087256439707229,0.0,0.22844581069488132,0.0,0.1313568
5330438D12Rik,-2.7106173,-0.26748183,0.0067158081796260686,0.0408451258004872,0.0851063829787234,0.33407206176722903,0.18837804,0.2227565
Sirt3,-2.7107437,-27.040018,0.006713250360284036,0.04083881303618566,0.0,0.22848155561910208,0.0,0.12926602
Cacna2d1,-2.7107618,-1.3504727,0.00671288502901436,0.04083881303618566,0.425531914893617,0.8268873319988561,1.1700087,1.8970218
Gramd4,-2.7109423,-1.4492161,0.0067092326991038224,0.040832861296697553,0.02127659574468085,0.25518301401201027,0.056730144,0.14788972
Bphl,-2.7119348,-2.3013368,0.006689176795462731,0.0407200227671236,0.02127659574468085,0.25486130969402343,0.031286236,0.14552967
Golm1,-2.7128642,-27.419485,0.006670446053814014,0.04061520178245696,0.0,0.2286602802402059,0.0,0.16509879
Ddb2,-2.7129815,-0.87254936,0.006668085333903249,0.04061003012737541,0.06382978723404255,0.3091935945095796,0.112739444,0.19762056
Rab2b,-2.713234,-2.069518,0.006663003257333524,0.04058827874054677,0.02127659574468085,0.255075779239348,0.03809597,0.1509955
Sox2ot,-2.7141633,-0.90030646,0.006644338427559146,0.04048375817426626,0.19148936170212766,0.466399771232485,0.50535506,0.80080533
Yes1,-2.714786,-1.7010852,0.006631861111293789,0.04041689908379771,0.02127659574468085,0.25550471832999716,0.059806544,0.18264753
Phyhd1,-2.7153273,-1.7583877,0.0066210284001051055,0.04036003473476048,0.02127659574468085,0.25543322848155564,0.050845817,0.1625182
Fam171a2,-2.7153544,-1.3060199,0.006620487182423448,0.04036003473476048,0.02127659574468085,0.2555762081784387,0.06167696,0.14609207
Gmeb2,-2.7158327,-1.0176277,0.006610932226904779,0.04032593619453607,0.06382978723404255,0.30454675436088074,0.09749796,0.18841656
Ints7,-2.7162116,-0.87903166,0.006603369183908278,0.04028894867657026,0.0425531914893617,0.2832427795253074,0.09643064,0.1707397
Dusp3,-2.7173123,-0.8754735,0.006581444447874589,0.04017342396964793,0.0425531914893617,0.2831712896768659,0.10590048,0.18643527
Bnip2,-2.717529,-27.085032,0.00657713909857919,0.0401562662074126,0.0,0.22905347440663426,0.0,0.13310191
Habp4,-2.717556,-0.3409607,0.006576601108038975,0.0401562662074126,0.0851063829787234,0.33961252502144695,0.1783759,0.22100921
Rad21,-2.717935,-0.9869294,0.006569073394623016,0.040125256220395644,0.0425531914893617,0.28309979982842437,0.0985057,0.18662369
Hmgn1,-2.7184134,-3.382616,0.00655958519629094,0.04007641069220954,0.02127659574468085,0.25325278810408924,0.01626127,0.15784594
Nae1,-2.7205698,-0.49043888,0.006516951716190407,0.039824992634531785,0.0851063829787234,0.3394695453245639,0.16034615,0.21859847
Sema5a,-2.7217607,-1.0186784,0.006493512180695379,0.039690780776907374,0.1702127659574468,0.435337432084644,0.34998176,0.61464554
Itpk1,-2.722185,-0.70659906,0.006485184611039871,0.03964889886203443,0.0425531914893617,0.28399342293394336,0.114709176,0.1809531
Cetn3,-2.7236917,-0.6192642,0.006455672816951938,0.039486439469951874,0.06382978723404255,0.30983700314555335,0.13232876,0.19666128
Msh2,-2.7243145,-27.058624,0.006443514634018831,0.03942104695266075,0.0,0.22962539319416642,0.0,0.1308389
Ttyh3,-2.7247384,-27.148846,0.0064352447724717226,0.03937941859173655,0.0,0.22966113811838718,0.0,0.13872206
Cd200,-2.7254603,-0.77618575,0.006421190370262473,0.0393113204030423,0.06382978723404255,0.3093008292822419,0.12487428,0.20521261
6530403H02Rik,-2.7258031,-0.8306367,0.0064145242087343705,0.03927945886250969,0.1702127659574468,0.4617529310837861,0.41129568,0.64439267
Rmnd5b,-2.7260106,-27.011961,0.006410492452356767,0.03926371830290092,0.0,0.22976837289104948,0.0,0.12692788
Grin3a,-2.7263083,-0.6087579,0.006404711741018652,0.03923725592365964,0.1276595744680851,0.40184443808979126,0.30894282,0.43954968
Sike1,-2.7270844,-1.2370397,0.006389668889841768,0.03915402578564386,0.0425531914893617,0.28174149270803545,0.07413932,0.16669862
Nr4a3,-2.727283,-27.292439,0.00638582582881588,0.0391394023768893,0.0,0.22987560766371176,0.0,0.15218684
Ncoa7,-2.727364,-0.40555012,0.006384254267050836,0.039138697731155817,0.2765957446808511,0.6619959965684873,0.639384,0.78204197
Ankrd13a,-2.7274723,-3.850927,0.006382159392740238,0.039134783861919265,0.02127659574468085,0.25160852158993424,0.011062159,0.14885537
Itga4,-2.7283928,-1.5737765,0.006364377919935188,0.03905248566080349,0.0425531914893617,0.2772376322562196,0.07086871,0.19771823
Ndufb1,-2.7287898,-1.0540369,0.006356721253969463,0.03901975052646844,0.0425531914893617,0.2840291678581641,0.11859451,0.2322526
Cdc5l,-2.7289972,-1.01383,0.006352722205844844,0.0390076886816844,0.0425531914893617,0.2839576780097226,0.096546546,0.18620916
Slc9a8,-2.7295659,-1.1022292,0.006341779883148509,0.03894940010518867,0.06382978723404255,0.3064769802688018,0.09259502,0.18920045
Kcnh5,-2.7303417,-1.1990894,0.006326870126105975,0.03886671245735426,0.06382978723404255,0.3043322848155562,0.1281698,0.27304685
Pacs2,-2.7307298,-1.0738229,0.006319427084644777,0.03882986639936088,0.06382978723404255,0.3084786960251644,0.11425775,0.22696969
6030458C11Rik,-2.7322726,-3.2416492,0.0062899059364095984,0.03867500515133316,0.02127659574468085,0.25482556476980267,0.01626127,0.14415988
Hexa,-2.733933,-1.5621611,0.006258279190153525,0.03848934809783136,0.02127659574468085,0.25711323991993135,0.058508813,0.1637574
Helq,-2.7346547,-0.95339996,0.006244573138208728,0.03841384620505232,0.0425531914893617,0.2849942808121247,0.08663969,0.16148429
Wdr13,-2.735196,-0.71978426,0.006234311339563341,0.03835950210535081,0.0425531914893617,0.28510151558478697,0.10496114,0.16742973
Lpin1,-2.7353406,-27.064623,0.006231577425192659,0.038351462532049185,0.0,0.2305547612239062,0.0,0.13134962
Bbs7,-2.735494,-0.5660271,0.006228673823872657,0.038342374718776245,0.0425531914893617,0.28520875035744925,0.117426485,0.1692881
Utp14a,-2.735503,-1.4306862,0.006228503061733368,0.038342374718776245,0.02127659574468085,0.2572919645410352,0.057570495,0.14820419
Mgat5b,-2.7361436,-0.66581017,0.006216389717505785,0.03828429789350915,0.0851063829787234,0.33753931941664284,0.15444833,0.2350414
Coro7,-2.7362337,-0.8040745,0.0062146853178314905,0.03828257553648146,0.0425531914893617,0.28510151558478697,0.09895232,0.16687803
Nkiras1,-2.7364955,-1.6937239,0.006209744937799006,0.038260914120307105,0.02127659574468085,0.25718472976837287,0.052893776,0.16187477
Nnat,-2.7369916,-0.7227038,0.0062003849630436775,0.038212005494721014,0.0851063829787234,0.34207892479267943,0.21987747,0.34063652
Knop1,-2.737037,-27.188093,0.006199534686465296,0.038212005494721014,0.0,0.23069774092078923,0.0,0.14228822
Hadha,-2.7377226,-0.7591151,0.006186623401998992,0.038144692705762484,0.0425531914893617,0.28528024020589077,0.10800005,0.17648849
Syn2,-2.7382188,-1.1656331,0.006177294815678087,0.038095917304858895,0.3617021276595745,0.8025092936802974,0.9343262,1.4967214
Psmc2,-2.7383902,-1.9317058,0.00617407515787095,0.038084802454543716,0.02127659574468085,0.2571489848441521,0.045937065,0.16495502
Ppa2,-2.7384806,-0.5878066,0.0061723812081451055,0.03808309599606406,0.0425531914893617,0.28545896482699457,0.11891854,0.17377795
Nrxn2,-2.7398791,-0.25395283,0.006146178449560549,0.03793013664209737,0.2765957446808511,0.6652130397483558,0.6493967,0.7373454
Klhdc2,-2.7403665,-0.6327682,0.006137073302042903,0.03788264636478125,0.06382978723404255,0.3119459536745782,0.13556316,0.20303035
Nelfa,-2.7408535,-27.028757,0.006127980303881976,0.03783520927511689,0.0,0.2310194452387761,0.0,0.12832281
Mtr,-2.7415395,-1.8830917,0.006115203306115738,0.03776499950248906,0.0425531914893617,0.2829925650557621,0.049589787,0.17187573
Cdh6,-2.7422793,-1.8052375,0.006101444511963568,0.037697358941471845,0.0425531914893617,0.2837789533886188,0.07766434,0.24861237
Lactb2,-2.7428296,-1.4550706,0.0060912274036851125,0.03764288876196389,0.02127659574468085,0.2579353731770089,0.05819077,0.15209849
Psmd9,-2.7430823,-2.3055222,0.006086542745795625,0.03762259111560351,0.02127659574468085,0.2575779239348013,0.031286236,0.14592302
E130102H24Rik,-2.7432446,-1.8789188,0.006083532893940938,0.037612638946201794,0.02127659574468085,0.25786388332856736,0.042887803,0.14943016
Srrt,-2.7435155,-1.5269653,0.006078519453313173,0.03759029176306673,0.0425531914893617,0.2800257363454389,0.06275133,0.17111786
Zdhhc1,-2.744147,-1.6672009,0.006066835894842797,0.03752667598858792,0.0425531914893617,0.27998999142121817,0.053949963,0.16216144
Robo1,-2.7446072,-1.1986349,0.006058336330220255,0.03748273018489944,0.40425531914893614,0.792715184443809,1.1329172,1.7631472
Rnf41,-2.744995,-1.2738903,0.006051178367015992,0.03744706649509896,0.06382978723404255,0.3050471832999714,0.08363431,0.1913939
Klhl26,-2.7450945,-27.03649,0.00604934848431804,0.037444366222903876,0.0,0.2313768944809837,0.0,0.12896997
Bicd2,-2.7465742,-1.7707804,0.006022125652095023,0.037284450753869415,0.0425531914893617,0.28292107520732057,0.054357238,0.17447579
Prim2,-2.746791,-27.202103,0.0060181510939940315,0.03726843048988698,0.0,0.23151987417786674,0.0,0.14358115
Cux2,-2.74689,-1.5120149,0.0060163302114800725,0.03726574291896486,0.06382978723404255,0.30940806405490423,0.109549664,0.2853301
L1cam,-2.7470796,-0.31213441,0.006012855359492935,0.03725280689637426,0.0851063829787234,0.3415784958535888,0.18185864,0.22123748
Csnk1g2,-2.7481713,-2.770523,0.005992868794810969,0.03713754255455967,0.02127659574468085,0.25743494423791824,0.023696309,0.15153936
Dnttip1,-2.7485592,-1.1396302,0.005985780559926379,0.03710217385126224,0.0425531914893617,0.28449385187303405,0.07871328,0.16588108
Nectin1,-2.7489111,-27.211313,0.005979358229410074,0.037070917310624986,0.0,0.23169859879897053,0.0,0.14443767
Polr3b,-2.7497413,-2.1144564,0.0059642327085518134,0.03698567571631369,0.02127659574468085,0.25822133257077495,0.03809597,0.15541989
Mrs2,-2.7504723,-1.0988758,0.005950944224005926,0.03692031200624318,0.06382978723404255,0.30801401201029455,0.09082541,0.18535459
Paqr3,-2.7511308,-2.303671,0.005938991046450133,0.036854662683167456,0.02127659574468085,0.25832856734343723,0.031286236,0.1457489
Lrrtm2,-2.7513385,-0.7134805,0.005935229461754084,0.0368398280520518,0.0425531914893617,0.28649556762939665,0.12047937,0.19057894
Api5,-2.7514017,-1.4677631,0.005934085057871029,0.0368398280520518,0.0425531914893617,0.28538747497855305,0.069382206,0.18125445
Ifnar1,-2.7518797,-27.0867,0.005925426736286229,0.036795982529237575,0.0,0.23194881326851588,0.0,0.13324608
Pde9a,-2.751961,-3.9141703,0.005923957586612017,0.03679536300329748,0.02127659574468085,0.25303831855876463,0.011062159,0.15503407
Dnajc11,-2.751961,-0.5732413,0.005923957586612017,0.03679536300329748,0.0851063829787234,0.3371103803259937,0.14657493,0.21097073
Zfhx3,-2.752773,-2.797018,0.00590928413525349,0.03672119905510205,0.02127659574468085,0.2570417500714898,0.051233098,0.3114112
Rnf220,-2.7532604,-0.5697163,0.005900495795833069,0.03667506871016298,0.1276595744680851,0.3979839862739491,0.33655864,0.4661658
Mxd4,-2.7534227,-1.689484,0.0058975689682073664,0.0366653582081749,0.02127659574468085,0.25875750643408635,0.05339475,0.16288482
Map4k2,-2.753946,-3.1182127,0.005888146978186412,0.03661525325245751,0.02127659574468085,0.25711323991993135,0.018303549,0.14876063
Prkab2,-2.755516,-1.4249799,0.005859962357844255,0.03644842327668406,0.06382978723404255,0.30572633686016587,0.07326049,0.18572995
