names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Ependymal NN (for_DEGs),mean_expr_Rest (for_DEGs)
Scn8a,-5.0529947,-3.6714692,4.349354957984993e-07,5.1257529702217873e-05,0.16666666666666666,0.7591086590477555,0.18580493,1.2813965
Nav3,-5.0582,-2.3143978,4.232326434132088e-07,5.009806664543137e-05,0.6666666666666666,0.8982911188335184,1.3315095,2.6987593
Kcnq3,-5.0655103,-3.0139515,4.0730778756700304e-07,4.842637279612996e-05,0.3888888888888889,0.8130620141152868,0.45868894,1.7406799
Mdga2,-5.075584,-3.1160202,3.863076638577976e-07,4.613371967937343e-05,0.4444444444444444,0.9131587432379178,0.99031216,2.751748
Csmd2,-5.081535,-4.966832,3.7439771475284546e-07,4.4911011586647126e-05,0.05555555555555555,0.7260774549493068,0.07150023,1.1993288
5730522E02Rik,-5.1023693,-4.6056113,3.3542751082981256e-07,4.059881628827506e-05,0.16666666666666666,0.7494715723856268,0.14919394,1.5927444
Gria3,-5.108174,-3.3340254,3.252875932897358e-07,3.954967254160725e-05,0.3888888888888889,0.8051087306989575,0.40973526,1.8094071
Dok6,-5.110367,-3.023302,3.2153395388543794e-07,3.9270987913189624e-05,0.4444444444444444,0.8133844445240569,0.46428156,1.7585366
Plcb1,-5.1108785,-2.7812746,3.2066414077868046e-07,3.9270987913189624e-05,0.5,0.8722100813241143,0.8112111,2.2615116
Enox1,-5.118467,-3.3745606,3.080296173411883e-07,3.796676980714554e-05,0.2777777777777778,0.787088453408806,0.31834766,1.5867412
Stxbp5l,-5.1308064,-3.221975,2.885031851755938e-07,3.606179102050034e-05,0.3888888888888889,0.7956149464407265,0.39640462,1.7118273
Marchf1,-5.140968,-3.5903237,2.7332653053492406e-07,3.464284846921419e-05,0.2777777777777778,0.8373517715759682,0.44628894,2.0509286
Erc2,-5.145208,-3.2300265,2.6722445303963827e-07,3.4029957597986165e-05,0.3888888888888889,0.8476695446566116,0.6730886,2.3036022
Nbea,-5.149799,-1.6727682,2.607657678218822e-07,3.352524488695681e-05,0.8333333333333334,0.9073191702790814,1.5439898,2.544994
A230057D06Rik,-5.1551943,-3.4455838,2.533684008929424e-07,3.273081217304501e-05,0.2777777777777778,0.7892738150682478,0.29953212,1.5696124
Gabrb3,-5.1683674,-2.907226,2.361477839206795e-07,3.0653579487674676e-05,0.5,0.8226991007774156,0.6013837,1.9721613
Snhg11,-5.183719,-3.570646,2.1750436048619937e-07,2.8508986176898422e-05,0.3888888888888889,0.828861104145022,0.51541245,2.1985579
Meg3,-5.1876373,-2.6030397,2.129786242412339e-07,2.8052625653735073e-05,0.8888888888888888,0.9139110808583814,1.6263232,3.2511373
Rgs7,-5.203384,-3.3027275,1.9569181746567383e-07,2.6160393707973412e-05,0.3888888888888889,0.8082613835847097,0.4151826,1.8047488
Lrp1b,-5.2062497,-2.669778,1.9269524045183225e-07,2.588860555470366e-05,0.6666666666666666,0.9391323039443986,1.4511821,3.0817494
Myt1l,-5.208604,-3.2093062,1.9026699131152274e-07,2.5715123882939643e-05,0.3333333333333333,0.8039264858668004,0.41222447,1.7437277
Grik2,-5.2126536,-1.9500502,1.8615825124301087e-07,2.53912294969528e-05,0.8333333333333334,0.9169562569412102,1.5006326,2.6716423
Dgki,-5.23169,-3.892266,1.6796735785199443e-07,2.3145040540938922e-05,0.16666666666666666,0.7796725540070935,0.22348173,1.551482
Tmem178b,-5.287863,-4.0549254,1.2375368771442034e-07,1.7974386966953917e-05,0.2222222222222222,0.7858703829756745,0.20380914,1.5596954
Phactr1,-5.293784,-2.3946967,1.1981074978431765e-07,1.7786269871296218e-05,0.7222222222222222,0.8900512306093935,1.063186,2.3950086
Ank2,-5.300554,-2.2762432,1.1545199793219079e-07,1.74091837856752e-05,0.7222222222222222,0.9340450686060259,1.3612044,2.7115219
Anks1b,-5.309341,-2.6428547,1.1002244749250442e-07,1.6702277763410136e-05,0.7222222222222222,0.9036291333787124,1.2278715,2.7773683
Lsamp,-5.3115487,-3.1647897,1.0869762182956112e-07,1.659491533272902e-05,0.8333333333333334,0.9730233224662344,2.007442,4.074016
Cntnap2,-5.31535,-3.0484588,1.0645255914862832e-07,1.634503008184939e-05,0.6111111111111112,0.9145201160749472,1.0427872,2.784944
Ank3,-5.3344884,-2.30801,9.581425985189799e-08,1.4796144610462638e-05,0.7222222222222222,0.8923798946727332,1.1431284,2.4493017
Gm26871,-5.348802,-4.055044,8.853822691058588e-08,1.3831524169113039e-05,0.2222222222222222,0.8002006233654569,0.29853588,1.9143658
Dock4,-5.3514338,-2.9679189,8.725997978499961e-08,1.3711553548672162e-05,0.4444444444444444,0.8606384122093648,0.6009819,2.0077217
Negr1,-5.3525596,-2.6831667,8.671864730970455e-08,1.370664737183389e-05,0.5555555555555556,0.9026976677533766,1.0469856,2.555339
Kcnd2,-5.373687,-3.1290689,7.714281947288579e-08,1.2265251829801428e-05,0.6666666666666666,0.9129796152330455,1.0613204,2.8642893
Kalrn,-5.3957205,-3.2511585,6.824920864554897e-08,1.0915810930392269e-05,0.5,0.8472396374449181,0.6539846,2.2813497
Pak3,-5.46454,-31.032606,4.641081859733526e-08,7.745706184536635e-06,0.0,0.7438827786336116,0.0,1.1620805
Rims1,-5.5010777,-3.5903933,3.77477235211601e-08,6.460390643398547e-06,0.3333333333333333,0.8446601941747572,0.49989244,2.1761005
Frmpd4,-5.5483465,-4.1759725,2.8838402756287835e-08,5.119729218389899e-06,0.2777777777777778,0.8339483394833949,0.34580204,2.1362267
Ppfia2,-5.5521626,-3.5401404,2.8215719293895855e-08,5.054375849513211e-06,0.3333333333333333,0.8467022534303013,0.4619396,2.0579984
Kcnj3,-5.572149,-5.4566507,2.5161602279410797e-08,4.625594058461705e-06,0.1111111111111111,0.7854404757639809,0.09262553,1.6605065
Sntg1,-5.617488,-4.5076127,1.9375359284337243e-08,3.718685028358155e-06,0.2222222222222222,0.8149249453659585,0.22552964,1.910237
Cacna2d1,-5.6210995,-4.340128,1.8974609948303588e-08,3.6945490529776624e-06,0.2222222222222222,0.8277505105148139,0.24713683,1.8988518
Fgf12,-5.621275,-3.8174236,1.895534674772658e-08,3.6945490529776624e-06,0.3888888888888889,0.855551176870992,0.44211218,2.1791022
Lrrc7,-5.625559,-3.6340666,1.8490852094953015e-08,3.6533029102307906e-06,0.5,0.8636477626912191,0.62688076,2.470083
Grin2b,-5.6432643,-2.8816347,1.66855766256399e-08,3.4224537704652227e-06,0.6111111111111112,0.8858954608963565,0.91090024,2.4812088
Gria2,-5.6437616,-2.9327092,1.6637446735895195e-08,3.4224537704652227e-06,0.6111111111111112,0.9216852362698384,1.0094271,2.6614046
Dlgap2,-5.668193,-5.0502706,1.4431149114587148e-08,3.1271369089431993e-06,0.16666666666666666,0.8135635725289292,0.20193106,2.1299427
Gria1,-5.670006,-4.117082,1.427926706748043e-08,3.1271369089431993e-06,0.3888888888888889,0.8499623831189769,0.40116036,2.2580583
Lrfn5,-5.69413,-4.278591,1.2400252053060153e-08,2.8723687298769508e-06,0.2777777777777778,0.8589187833625909,0.37473965,2.284748
Nrxn1,-5.6987357,-3.187946,1.2069923156599354e-08,2.8492963351839335e-06,0.7222222222222222,0.9669687959015513,1.6103126,3.6241345
Epha6,-5.715418,-3.7948802,1.0943473824083997e-08,2.6731921968467e-06,0.5555555555555556,0.8861104145022033,0.6198372,2.5585666
Xkr4,-5.7251115,-3.8892536,1.0336584119880321e-08,2.5717038453813352e-06,0.3333333333333333,0.8622505642532153,0.45645115,2.2587879
Lrrtm4,-5.7466187,-4.0573683,9.104576312756558e-09,2.352307360805468e-06,0.4444444444444444,0.9207895962454771,0.7870921,3.0411477
Fgf14,-5.75754,-2.9455492,8.534837827523892e-09,2.2265154604423976e-06,0.6666666666666666,0.9247662379536417,1.3043388,3.076683
Pcdh9,-5.7733893,-3.548751,7.769267990718872e-09,2.0466689304962363e-06,0.7222222222222222,0.9716977752301795,1.5875306,3.8403633
Lingo2,-5.7995896,-4.421584,6.64773878718037e-09,1.8042903152680458e-06,0.2777777777777778,0.8834593200300935,0.47038248,2.6298087
Nalf1,-5.81943,-3.7115588,5.904863331104595e-09,1.6190171194569436e-06,0.5,0.9004406548919858,0.809894,2.8533087
Opcml,-5.8362293,-3.4104147,5.3395401672097515e-09,1.4791076731229487e-06,0.6111111111111112,0.9261992619926199,1.1070669,3.115118
Ptprd,-5.886028,-2.6140952,3.955882269382729e-09,1.1429522212721929e-06,0.9444444444444444,0.965464120660624,1.9732268,3.6615381
Celf2,-5.921571,-2.6374042,3.1888115561308596e-09,9.520374057026244e-07,0.8333333333333334,0.96671801669473,2.0018947,3.7096698
Dlgap1,-5.96419,-3.258173,2.4585018490440674e-09,7.864279129025488e-07,0.7222222222222222,0.919213269802601,1.054285,2.9386873
Grm7,-6.0504236,-4.4515214,1.4446554760482186e-09,5.24566116775887e-07,0.3888888888888889,0.8934188371009923,0.4872508,2.6903439
Rbfox1,-6.1098423,-3.9592893,9.972963924709325e-10,4.3221538815635417e-07,0.5555555555555556,0.9409235839931215,1.066878,3.4227085
Syt1,-6.135531,-2.8061082,8.487522337509409e-10,4.0010478106820666e-07,0.8333333333333334,0.9509905778669437,1.42452,3.1386218
Cadm2,-6.137885,-3.0593543,8.362740404601666e-10,4.0010478106820666e-07,0.8333333333333334,0.9632429334002078,1.55368,3.4683487
Tenm2,-6.2448797,-3.8832006,4.241264684452154e-10,2.2792556414245874e-07,0.6111111111111112,0.9403861999785046,1.0684748,3.3740718
Grm5,-6.2587547,-4.0290804,3.880634865742609e-10,2.1723470592188312e-07,0.6111111111111112,0.9193565722064988,0.7037336,2.8720536
Nrg3,-6.401658,-4.2862816,1.5369849830166858e-10,1.124101957178138e-07,0.6111111111111112,0.9480170529860639,1.0472311,3.6134076
Dlg2,-6.505305,-4.3914886,7.753603166909985e-11,8.301713868013546e-08,0.5555555555555556,0.955719557195572,1.0725332,3.7221959
