names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NLL Gata3 Gly-Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Nopchap1,-3.0279362,-3.8718414,0.0024623004488200585,0.04438240204744994,0.05,0.4329475833900613,0.025996074,0.32611352
Map3k12,-3.0280333,-28.160675,0.0024615094262213796,0.04438240204744994,0.0,0.39106445487442226,0.0,0.2624107
Prickle2,-3.0293233,-2.0074892,0.0024510221695419575,0.044260057591123926,0.3,0.8119737737809466,0.72775817,1.6684703
Abi2,-3.0296285,-1.2874432,0.0024485473007985824,0.044245101528216486,0.25,0.7560460033678478,0.602608,1.1047179
Lekr1,-3.0305161,-2.750114,0.002441360679717652,0.044144926960978,0.05,0.4594604277883272,0.06578799,0.37671122
Chp1,-3.033027,-28.243908,0.002421140384371608,0.04380878257782162,0.0,0.391709361900326,0.0,0.2760245
Arnt,-3.0352461,-1.5198609,0.002403393850927824,0.043516976263093414,0.1,0.5385690229658557,0.18527566,0.45976856
Ccnc,-3.0355098,-2.8195598,0.002401294378274246,0.04350828047486783,0.05,0.45867220809000037,0.055686325,0.33951682
Rabgap1l,-3.0359538,-1.75516,0.002397762218712876,0.04347359704238527,0.3,0.8312135000537423,0.77791345,1.604
Gns,-3.036356,-28.270983,0.002394565307900228,0.04344494923921615,0.0,0.3921392999175952,0.0,0.280584
Cnih3,-3.037188,-28.418303,0.0023879633939171826,0.04335444350983426,0.0,0.3922467844219125,0.0,0.30654708
Dcaf7,-3.0374656,-28.22191,0.0023857664614997235,0.04334384369202,0.0,0.3922826125900183,0.0,0.27236843
Tnrc6a,-3.0376043,-1.1665112,0.0023846686893040556,0.04334384369202,0.2,0.7064239905413636,0.46424928,0.84423673
Tut7,-3.0376182,-3.8693445,0.0023845589375217587,0.04334384369202,0.05,0.4357421805023109,0.025996074,0.3256313
Pank1,-3.0380204,-28.233116,0.0023813781466843816,0.04334384369202,0.0,0.3923542689262298,0.0,0.27422574
Ywhah,-3.0383117,-1.2893478,0.0023790772407258336,0.04333952912427332,0.15,0.5780516642184085,0.28683123,0.5944058
Rsrp1,-3.0403368,-1.2002559,0.0023631366465468756,0.04307834578881584,0.15,0.6292859446096521,0.33750114,0.6535937
Phf20l1,-3.040517,-1.4838095,0.0023617220305862593,0.04307834578881584,0.25,0.7758589803303357,0.60925275,1.2079828
Mtch2,-3.0415158,-1.7493416,0.0023539012636275276,0.04296829276743999,0.05,0.46537207552577836,0.119487666,0.35537067
Rasa1,-3.0432498,-1.1035146,0.0023403798436951347,0.042750514208081764,0.2,0.6776539715524346,0.45306236,0.8026797
Tbc1d22a,-3.0438461,-28.253584,0.0023357449419069824,0.042694875230639875,0.0,0.3931066604564509,0.0,0.2776462
Gm57223,-3.043985,-3.3224783,0.002334668263175984,0.042694875230639875,0.05,0.44831786750743435,0.04301334,0.3644255
Rapgef6,-3.0442762,-1.3933989,0.0023324087170680965,0.042691976994291385,0.2,0.7174232381498334,0.47898,0.9609113
Tbcd,-3.0458298,-1.1992756,0.002320391591047331,0.04250096936021935,0.1,0.5356311131811831,0.22842535,0.4632692
Herc3,-3.0479243,-1.1627072,0.0023042796849456373,0.04223464879569528,0.15,0.6120525957507793,0.3353672,0.63765895
Pspc1,-3.0479798,-1.0645303,0.002303854276044571,0.04223464879569528,0.15,0.615456271720827,0.33374423,0.60356146
Pdzrn3,-3.048285,-29.365673,0.0023015158126612587,0.04223464879569528,0.0,0.3936799111461431,0.0,0.5257646
Herc4,-3.0483127,-1.2693145,0.0023013033329231884,0.04223464879569528,0.15,0.5985095482068001,0.29285258,0.59891903
Gdi1,-3.0492005,-1.8008226,0.002294513460923855,0.042170709093723655,0.05,0.46580201354304757,0.12374868,0.37773547
Cnrip1,-3.0500882,-1.2321454,0.002287741943601878,0.04207503492442331,0.1,0.5471319551431335,0.23896351,0.4911009
Catspere2,-3.0510175,-1.9107682,0.0022806726286125185,0.04197374899371121,0.1,0.5293253555945685,0.16363843,0.51192445
Shc3,-3.0515585,-1.9226441,0.0022765668742399333,0.04192690329734545,0.05,0.4671634839310666,0.12291,0.40267485
Syt14,-3.0517526,-1.3280602,0.0022750946660729807,0.04192690329734545,0.15,0.6083622944358855,0.3156828,0.65852606
Sorcs3,-3.0520163,-1.9208272,0.0022730980642902184,0.04192048386237349,0.15,0.5850023288309268,0.33324414,0.915283
Arpc1a,-3.052363,-3.9280143,0.0022704734022891988,0.04190083813153212,0.05,0.4385009494464548,0.025996074,0.33710068
Fbxl17,-3.0527792,-1.9549931,0.0022673274728817207,0.041871538966551096,0.25,0.8187452975529361,0.6424652,1.5027307
Abl1,-3.0529318,-3.2847373,0.002266174966364573,0.041871538966551096,0.05,0.4526530758482319,0.04301334,0.35650793
Sorl1,-3.0531952,-1.2860062,0.0022641855373697465,0.041871070467395105,0.15,0.6315072910322095,0.36982536,0.7377361
Cx3cl1,-3.0537086,-1.989758,0.00226031597733398,0.04182829911223419,0.05,0.46562287270251873,0.1079521,0.37346002
Mtor,-3.0546656,-3.1842809,0.0022531159517269047,0.041723794364508564,0.05,0.45462362509404897,0.04301334,0.33613068
Sf3b1,-3.054943,-1.0023017,0.0022510329194707036,0.04171396865253642,0.2,0.6623195156031673,0.411506,0.70300245
Dcaf10,-3.054943,-28.233498,0.0022510329194707036,0.04171396865253642,0.0,0.39453978718068144,0.0,0.27428874
Lrrc8c,-3.0552204,-28.290945,0.0022489516518377495,0.04171396865253642,0.0,0.3945756153487872,0.0,0.28398713
Sdk1,-3.0560527,-2.579824,0.0022427184233342113,0.04164605669315152,0.05,0.4647271684998746,0.12547766,0.5873904
Dnajc13,-3.0560527,-1.2124676,0.0022427184233342113,0.04164605669315152,0.15,0.6006950664612518,0.2932326,0.58201844
Bcl9,-3.058064,-2.022453,0.0022277200863647056,0.04142480188278176,0.05,0.4674859374440185,0.1079521,0.38057783
Tmem117,-3.0588825,-1.7232281,0.002221643666968975,0.041340419204609666,0.1,0.5196159220379062,0.17882845,0.49867332
Capza1,-3.0589101,-1.7904212,0.002221437953068943,0.041340419204609666,0.05,0.4678800472931819,0.119487666,0.36397174
ENSMUSG00000121395,-3.0614345,-1.5912805,0.0022027908937713612,0.04104645722304887,0.1,0.5231270825122711,0.17882845,0.4637499
Rufy2,-3.0616426,-1.4530528,0.0022012604652976034,0.04104640437373116,0.1,0.5075060012181577,0.16826321,0.40660506
Bcl2l1,-3.0618784,-28.377556,0.00219952715785,0.041042565785714934,0.0,0.39543549138332557,0.0,0.2991673
Ntrk2,-3.0620728,-1.8258069,0.00219810066756656,0.041042565785714934,0.25,0.7815556590591523,0.60337543,1.370241
Chaserr,-3.062156,-1.8442181,0.002197489574202636,0.041042565785714934,0.1,0.5081867364121673,0.13394818,0.41518548
Setd5,-3.0624332,-1.3257405,0.0021954537207508596,0.041042565785714934,0.25,0.7759306366665473,0.5905795,1.1045673
Ift57,-3.0629883,-28.230745,0.0021913871991843885,0.041004578023735735,0.0,0.39557880405574863,0.0,0.27383146
Pxdn,-3.0643752,-28.278946,0.002181251081910773,0.04084335649543029,0.0,0.39575794489627747,0.0,0.28193656
Snx30,-3.065263,-3.3637204,0.0021747865398594104,0.04075070734032243,0.05,0.4532621547060299,0.04301334,0.37324268
Csmd1,-3.0658872,-0.79645133,0.0021702516796837184,0.040694112095674466,0.9,0.9437497760739494,3.0535264,3.5853584
Tnrc18,-3.0663726,-1.7027285,0.0021667305611145415,0.04065645962091322,0.1,0.5272114936763284,0.162501,0.45385653
Pitpnm2,-3.0667057,-1.6735737,0.002164319107525001,0.04063959078909628,0.1,0.5071835477052058,0.16676228,0.45673326
Lztfl1,-3.0673437,-3.8186283,0.002159704030716026,0.04058129182191582,0.05,0.4388234029594067,0.025996074,0.31598437
Nf2,-3.0677042,-28.26908,0.0021570995016010966,0.04056071631072181,0.0,0.3961878829135466,0.0,0.2802604
Cpsf6,-3.068495,-1.109492,0.0021513996460729677,0.040481868690462636,0.2,0.7127297481279782,0.4917756,0.8631472
Dmtf1,-3.0688972,-1.6249619,0.002148505022497442,0.04045573227365541,0.05,0.46967145569847013,0.13529065,0.3693726
Zc3h12b,-3.0694382,-1.2260817,0.002144617882801383,0.04041085730075257,0.15,0.5997993622586077,0.3080799,0.61196196
Dzank1,-3.0697296,-1.6666484,0.002142527479420806,0.04039979885756986,0.1,0.5063594998387733,0.15796287,0.43390656
Ppp2r5a,-3.0699236,-28.377369,0.002141134915241081,0.04039979885756986,0.0,0.39647450825839275,0.0,0.29913327
Dip2b,-3.0699236,-1.1906389,0.002141134915241081,0.04039979885756986,0.2,0.7181756296800544,0.48481387,0.8854235
Kif2a,-3.0699654,-1.3376176,0.0021408366166234967,0.04039979885756986,0.15,0.6016624270001075,0.27471414,0.5872452
Ndufs1,-3.0707974,-2.4956403,0.0021348786405955378,0.04036888745447016,0.05,0.466339436064634,0.074187815,0.36068726
Sbno1,-3.0708807,-0.9383576,0.0021342836799696377,0.04036888745447016,0.2,0.6654365662283688,0.4393588,0.72138125
Sugp1,-3.0710332,-28.169819,0.002133193313675107,0.04036888745447016,0.0,0.3966178209308158,0.0,0.26387677
Gfm2,-3.0712276,-2.8648677,0.002131806313493658,0.04036888745447016,0.05,0.46315072910322097,0.055686325,0.3486579
E130308A19Rik,-3.0724204,-28.56443,0.0021233042958350395,0.04026336374670961,0.0,0.39679696177134466,0.0,0.33430117
Fbxo41,-3.0726702,-1.8926854,0.002121528743494166,0.0402581054644691,0.05,0.4695997993622586,0.1079521,0.35297155
Slc7a6,-3.0752363,-3.8006842,0.002103358758129005,0.0399415193151423,0.05,0.4396116226577335,0.025996074,0.31262943
Tmem175,-3.0753748,-1.2135166,0.0021023806745527882,0.0399415193151423,0.05,0.4707104725735373,0.17405595,0.36526662
Inpp4a,-3.076249,-1.1210816,0.0020962283338388193,0.03986245954016212,0.1,0.5516104761563542,0.25571546,0.49090353
Psd3,-3.0778718,-1.5992903,0.002084846348212048,0.03967409445924769,0.25,0.7818781125721042,0.5832377,1.2235385
Foxj3,-3.0780938,-1.0361398,0.0020832942510775033,0.03967265522781893,0.1,0.5520045860055175,0.26650167,0.48628992
Sestd1,-3.078468,-1.3292361,0.002080677490312198,0.039650924939495576,0.1,0.5513955071477196,0.23577705,0.5116883
Cobl,-3.0785098,-4.457026,0.0020803869252976276,0.039650924939495576,0.05,0.43266095804521515,0.025996074,0.45644233
Brd8,-3.0799108,-28.250357,0.0020706262630580826,0.039515431596854174,0.0,0.39776432231020026,0.0,0.27710477
Crtc1,-3.0804656,-28.205418,0.00206677228084734,0.0394699155553433,0.0,0.3978359786464118,0.0,0.26965377
Srpk1,-3.0812979,-28.224792,0.002061003644614968,0.039387743905266136,0.0,0.3979434631507291,0.0,0.27284443
Fam135a,-3.084613,-1.2468668,0.0020381715471341935,0.038979124179000554,0.15,0.6329404177564402,0.33909923,0.6719453
Usp31,-3.085695,-3.892269,0.0020307704468217665,0.038865243522863864,0.05,0.4410089212138583,0.025996074,0.33007327
Bltp2,-3.0862775,-3.8754816,0.002026795460984419,0.0388168168472212,0.05,0.4415821719035506,0.025996074,0.32681546
Akap11,-3.087068,-0.9555322,0.0020214122565219254,0.03874133190637955,0.15,0.6421482569596216,0.40141368,0.67186606
Frmd6,-3.0871236,-28.403448,0.0020210349808968213,0.03874133190637955,0.0,0.39869585468095015,0.0,0.30383864
Klhl7,-3.0871515,-1.1500381,0.0020208463673160207,0.03874133190637955,0.15,0.6192182293719322,0.33769843,0.63736784
Bbip1,-3.0876784,-28.272608,0.002017265776911512,0.03874133190637955,0.0,0.3987675110171617,0.0,0.28085867
Kansl1l,-3.088483,-1.3560052,0.0020118118883958977,0.038667657683260206,0.1,0.5514671634839311,0.23896351,0.525297
Nsd2,-3.0891626,-1.1583998,0.0020072148414264548,0.038606916813979125,0.15,0.629465085450181,0.3447616,0.65172696
Chuk,-3.0895371,-1.7514783,0.0020046858961233972,0.03858589543612871,0.05,0.4723227401382967,0.119487666,0.355814
A930015D03Rik,-3.0898702,-1.2743471,0.00200244039997673,0.03857030361818978,0.1,0.5419726989359034,0.22049263,0.4679498
St6gal2,-3.0904527,-28.420183,0.001998516335493161,0.03852233424297076,0.0,0.39912579269821935,0.0,0.30689102
Prkacb,-3.0905359,-1.1404678,0.001997956331336836,0.03852233424297076,0.15,0.6264196911611909,0.35581475,0.6637633
Bend6,-3.0908134,-2.7785804,0.0019960906907848263,0.03852233424297076,0.05,0.46730679660348967,0.06578799,0.3829487
Sos2,-3.0914514,-1.8568105,0.001991805783744399,0.038475788216543495,0.05,0.4723227401382967,0.119487666,0.3782381
Tardbp,-3.0925057,-1.1372709,0.0019847448648577103,0.03836697447390408,0.15,0.5867220809000036,0.27812138,0.5337473
Tbc1d12,-3.0938928,-1.697262,0.001975489185217745,0.03821554672915826,0.05,0.473039303500412,0.13581511,0.38644475
Ghr,-3.0940592,-28.7032,0.001974381170196582,0.03821554672915826,0.0,0.39959155888359427,0.0,0.36258817
Chst11,-3.0959873,-2.2441955,0.001961588171981866,0.038001351248127424,0.05,0.47149869227186414,0.1079521,0.4318305
Rprd2,-3.096223,-1.6107671,0.001960028794164209,0.03799853802250527,0.1,0.5326573752284046,0.168491,0.4449984
Focad,-3.0969167,-1.4193319,0.0019554489822895546,0.037937122132938865,0.2,0.6959979936225861,0.49579185,0.99937004
Katnbl1,-3.0971107,-28.252121,0.0019541683966412876,0.037937122132938865,0.0,0.3999856687327577,0.0,0.2774007
Tbc1d9b,-3.0982203,-28.274416,0.001946865522583245,0.03782521807072436,0.0,0.4001289814051808,0.0,0.28116652
Pik3ca,-3.0987198,-1.6755669,0.0019435874111207862,0.03778885219740631,0.1,0.5127369137615994,0.15382102,0.42603898
Samd8,-3.0995522,-1.4967636,0.001938135151882541,0.037710131449010774,0.05,0.4739708358711619,0.147014,0.36944637
C78859,-3.1007173,-28.229628,0.0019305255800961332,0.03758929154868341,0.0,0.4004514349181326,0.0,0.2736454
Sucla2,-3.1009946,-28.316217,0.0019287178254328847,0.037581325576056285,0.0,0.4004872630862384,0.0,0.28834635
D630045J12Rik,-3.1029227,-1.5304692,0.001916196809940158,0.037364447230110336,0.1,0.529253699258357,0.19002736,0.47286108
Sez6,-3.1034913,-28.42317,0.0019125178423722892,0.03731979261041642,0.0,0.4008097165991903,0.0,0.30743796
Atxn3,-3.1062655,-28.259926,0.0018946644800530606,0.0369982809440594,0.0,0.4011679982802479,0.0,0.27871403
Eif4g3,-3.1072228,-1.6290498,0.0018885406715379693,0.0369055184321638,0.25,0.7926265630038336,0.58209336,1.2363011
Specc1,-3.1075556,-1.2219629,0.0018864149162132302,0.036890806985916666,0.2,0.6835297911217799,0.46095735,0.86118853
Aplp2,-3.1083739,-1.0559767,0.0018811984401953669,0.03681558782814968,0.2,0.6692343520475799,0.41903543,0.7334135
Sh3rf1,-3.1084018,-1.4268191,0.0018810218429135622,0.03681558782814968,0.1,0.5567339041954785,0.28318116,0.6313136
Slc7a8,-3.1086376,-3.3471143,0.0018795213807249185,0.03681558782814968,0.05,0.4592454587796926,0.04301334,0.3696716
Gtf3c2,-3.1094143,-3.9018435,0.0018745864541775405,0.03676652410492738,0.05,0.44426928451148295,0.025996074,0.33194405
Lrfn2,-3.1100385,-1.2080436,0.0018706295163824769,0.036715715927828456,0.1,0.5569847013722189,0.27520296,0.54920805
Palm,-3.1101494,-28.248632,0.0018699268645612816,0.036715715927828456,0.0,0.40166959263372864,0.0,0.2768148
Ppp4r3a,-3.1105518,-1.6163832,0.0018673817836714047,0.03670559511869103,0.1,0.5144924939987818,0.15931192,0.42495367
Ift74,-3.1107044,-28.29786,0.0018664172408828473,0.03670559511869103,0.0,0.4017412489699402,0.0,0.28517398
Dhx9,-3.112244,-1.7400447,0.0018567097063315362,0.036549296563464014,0.05,0.4750098527462291,0.12782493,0.37533918
Pdcd10,-3.1123688,-28.279434,0.001855924645467716,0.036549296563464014,0.0,0.4019562179785748,0.0,0.28201973
Hs3st4,-3.1126463,-2.0184143,0.001854181157489099,0.036549296563464014,0.15,0.60553186915553,0.41754913,1.1312634
Mcph1,-3.1127295,-1.6394271,0.0018536584045976078,0.036549296563464014,0.05,0.4756905879402386,0.13529065,0.37248006
Epc1,-3.1129515,-1.1808859,0.001852265058789219,0.036549296563464014,0.15,0.6333345276056035,0.33437914,0.64197487
Gdi2,-3.1129792,-1.8586876,0.0018520909582367515,0.036549296563464014,0.05,0.47472322740138295,0.124300376,0.39205799
Chrna7,-3.1132843,-2.2208648,0.0018501768441931033,0.036549296563464014,0.05,0.475332306259181,0.119487666,0.46478018
Usp16,-3.1134784,-28.251623,0.0018489597180965736,0.036549296563464014,0.0,0.4020995306509978,0.0,0.2773174
Sppl3,-3.1139085,-1.1701941,0.0018462672706158415,0.036549296563464014,0.15,0.5892658808355129,0.2807744,0.5478223
Hdgfl3,-3.1142552,-1.0850711,0.0018440985664581254,0.03654198265540548,0.15,0.5892300526674071,0.30317387,0.5603719
Elavl2,-3.1160862,-2.0516675,0.001832686563763787,0.036342647947109195,0.1,0.5429400594747591,0.22295257,0.7107282
Pias2,-3.116447,-1.1882169,0.0018304464091434879,0.03632503324496714,0.2,0.702554548385941,0.46214977,0.84959674
Kctd1,-3.1168075,-2.0912552,0.0018282087708899979,0.036307442478798406,0.1,0.5102647701623017,0.13394818,0.47671378
Otud7a,-3.116988,-1.995376,0.0018270908946082499,0.036307442478798406,0.25,0.770018988929096,0.61196214,1.4737065
Extl3,-3.1176398,-28.435541,0.001823054580296765,0.03625867992048414,0.0,0.4026369531725843,0.0,0.30971515
Ipo9,-3.1179173,-28.244087,0.0018213394863337588,0.036251401479843036,0.0,0.40267278134069007,0.0,0.2760541
Myrip,-3.1180005,-1.9130349,0.0018208252473558744,0.036251401479843036,0.1,0.5102289419941959,0.14548375,0.463578
Mtmr7,-3.118708,-2.9227066,0.0018164596000157496,0.036207915024052816,0.05,0.46967145569847013,0.055686325,0.3606284
