names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OEC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Entpd6,-3.0188575,-2.0395823,0.0025372989675868443,0.04418484981144427,0.025,0.3080563622673981,0.05062722,0.19350964
Ptprf,-3.0188868,-27.47643,0.0025370524668842055,0.04418484981144427,0.0,0.2757878885662042,0.0,0.17120731
Reep1,-3.020604,-1.1248441,0.0025227111072891107,0.04398783092333446,0.25,0.5973253020687677,0.32804915,0.61340475
Mapk1ip1,-3.0208886,-2.4966881,0.0025203417141496857,0.04397505315532601,0.025,0.3080205084077301,0.0352209,0.18425667
Dcaf13,-3.0224388,-1.221068,0.0025074683266417515,0.04377886545605189,0.05,0.3426553368470116,0.096575804,0.21217738
Adamts3,-3.02445,-1.1073477,0.002490855168765714,0.043517086075900345,0.125,0.44336882865440463,0.2075829,0.40349013
Map2k4,-3.0257747,-1.0218279,0.0024799698547180145,0.04335510084337869,0.375,0.7190491556416048,0.5737715,0.945275
Zdhhc23,-3.0269032,-1.6023791,0.0024707315281199678,0.043221716250379905,0.025,0.3092036857767739,0.06980049,0.19845456
Zfp60,-3.0279138,-27.405499,0.002462483943794981,0.04310550069691931,0.0,0.276612527338568,0.0,0.16362914
Dtna,-3.028983,-1.1257287,0.0024537833602891815,0.04298119875552171,0.425,0.7542217919759062,0.69575167,1.1611158
Dctn2,-3.029729,-2.9933453,0.0024477335534008825,0.042931201422899294,0.025,0.30766196981105015,0.026765417,0.1955801
Rnps1,-3.029925,-1.4682807,0.0024461437692115573,0.042931201422899294,0.075,0.3765013803735972,0.09767208,0.24989438
Fut8,-3.0309062,-1.0952808,0.0024382090128240467,0.042820049787308585,0.4,0.7385536553009932,0.59201145,1.0026616
Hmgn3,-3.0315833,-1.2355295,0.002432747772371282,0.042752081519696755,0.075,0.3771467498476211,0.11823626,0.25892398
Rars2,-3.0318482,-1.1552864,0.002430613814394631,0.04274253481203124,0.175,0.5030296511419454,0.2029223,0.40618977
Mosmo,-3.0318482,-1.1435733,0.002430613814394631,0.04274253481203124,0.125,0.446774945322864,0.16524735,0.3343072
Pdzrn4,-3.0326724,-1.3340629,0.00242398578508593,0.04268184668758777,0.25,0.5415725502850381,0.36748007,0.7512298
Icam5,-3.0336635,-1.4631355,0.002416038273396597,0.04256980223355185,0.1,0.4051844681079918,0.124697134,0.31199816
Bicral,-3.0338204,-1.1403697,0.002414781452300129,0.04256980223355185,0.3,0.6370513785809042,0.35906363,0.66899014
Castor2,-3.0341246,-1.3478252,0.002412348064209269,0.042560599136771536,0.075,0.377612850023305,0.1087778,0.256571
Bms1,-3.0345857,-27.388464,0.0024086630147405435,0.04252350539164153,0.0,0.2772220429529239,0.0,0.16185556
Celf3,-3.0354884,-1.547637,0.0024014646367874273,0.04242429637769768,0.075,0.37632211107525726,0.09067826,0.24488708
Tmod1,-3.035822,-3.442099,0.002398809354030345,0.04240526798868116,0.025,0.30615610770499446,0.023162654,0.2268845
Memo1,-3.03748,-0.9212289,0.002385650872252903,0.042228220643896905,0.25,0.6323903768240651,0.39919668,0.65706146
Cmip,-3.037745,-1.1029145,0.0023835547618882656,0.042218929763966836,0.35,0.6952780466817253,0.47578216,0.8366609
Acsl4,-3.0393934,-1.110309,0.00237055013696398,0.04201628112151857,0.175,0.5081208992148005,0.23047462,0.44442147
Plekha1,-3.0398645,-1.0770407,0.0023668464796825547,0.041978326672653624,0.25,0.6155390627801083,0.35219756,0.6369431
Pdhb,-3.0420427,-27.51302,0.002349785882044848,0.04173083056876739,0.0,0.27790326628661577,0.0,0.1752411
Ipo9,-3.0425038,-1.4397341,0.0023461884284232586,0.04169449938606677,0.1,0.40281811336990425,0.110839285,0.2760931
Scfd2,-3.044005,-0.82372123,0.002334512471089715,0.04151446068708183,0.2,0.574307124161916,0.3386085,0.5384132
Kndc1,-3.044162,-1.9149688,0.002333294534214036,0.04151446068708183,0.075,0.3654583915958553,0.08484074,0.2881096
Wdr20,-3.0444074,-1.0604275,0.0023313926727105646,0.04151393049419011,0.15,0.48008318095442976,0.20039943,0.38032696
Eya3,-3.049215,-1.1468984,0.0022944016226222747,0.040882341909721835,0.175,0.5111326234269119,0.2092917,0.4157547
Prkaa2,-3.0501766,-1.0648893,0.0022870682373790276,0.0407787150221463,0.15,0.4781470725323581,0.20636456,0.3916978
Synj2,-3.0505986,-1.8378325,0.0022838573099426634,0.04074850326571007,0.05,0.34229679825033166,0.0794958,0.2591104
Zfp799,-3.0532084,-1.1207532,0.0022640859777889304,0.04042258486590602,0.1,0.4154745258327059,0.14203505,0.2865925
Cyfip2,-3.0533261,-1.0478938,0.0022631977457139483,0.04042258486590602,0.325,0.6999031945788964,0.5094657,0.8644321
Foxp1,-3.0540032,-0.9570044,0.002258096603859222,0.040369298566664866,0.575,0.7959198307697823,0.9726887,1.4335264
Sec16a,-3.0554554,-2.4327066,0.0022471905359817803,0.0402010717056128,0.025,0.3112832096375175,0.038086582,0.19028744
Eipr1,-3.0556517,-1.2258003,0.002245720450445101,0.0402010717056128,0.1,0.41508013337635796,0.13221201,0.2856277
Rasgef1b,-3.0558183,-1.2923255,0.0022444715706317936,0.0402010717056128,0.225,0.5457315980065254,0.37302428,0.7454298
Galnt16,-3.0577023,-1.1047322,0.0022304106890129443,0.0399807439718331,0.15,0.48241368183284933,0.21248218,0.41154027
Cnot10,-3.0594783,-1.1147114,0.0022172293399048315,0.039770996237144744,0.15,0.4872898067476964,0.19159141,0.37658846
Tln2,-3.0607438,-1.1590203,0.002207878511111814,0.03962972317540042,0.25,0.5991179950521673,0.32066232,0.61203706
Plppr5,-3.0609891,-0.9079609,0.0022060705212693984,0.03962373991076787,0.25,0.6083682908465097,0.3883489,0.63680696
Fam118b,-3.0619802,-1.2358184,0.0021987800483463157,0.03951921063482643,0.1,0.4154745258327059,0.13741425,0.29782206
Ptpn1,-3.0646589,-1.0742941,0.002179184489368638,0.03919323107719899,0.125,0.45351547094044675,0.17864701,0.3449162
Tcte2,-3.0681224,-1.732614,0.002154083971422317,0.03876774032961665,0.05,0.3463841382524829,0.07259458,0.22332384
Hs3st4,-3.0688682,-1.5009351,0.002148714690783012,0.038722980376485264,0.375,0.6055358359327382,0.55513394,1.1315777
Znrf2,-3.0703201,-1.5141082,0.002138293922261345,0.038561045430310296,0.075,0.3794413968663727,0.10336987,0.27082607
Ap3s1,-3.0703988,-1.1138698,0.0021377319597806676,0.038561045430310296,0.175,0.521064142554946,0.23211673,0.4481727
Dgkh,-3.0704575,-1.1826701,0.0021373105767920567,0.038561045430310296,0.4,0.6741242694776093,0.5732287,1.0141155
Mafg,-3.0719,-2.136118,0.0021270104546601333,0.038434950179366364,0.05,0.3435875371983794,0.054684617,0.22080113
C1qtnf4,-3.0733128,-1.0273539,0.002116964691573494,0.03830494361116484,0.125,0.4479222688322398,0.20540127,0.38169444
Pkd1,-3.0740488,-1.1562611,0.0021117497728040547,0.038236331802725704,0.225,0.5965723710157399,0.3005312,0.57737654
Mras,-3.074971,-1.1531574,0.0021052303778525366,0.03816973026511313,0.125,0.4402495428632892,0.16683972,0.33918262
Txnl1,-3.0753832,-1.0286292,0.0021023234272425613,0.038142761978398124,0.1,0.4139686637266502,0.1577164,0.29900432
Rpl32,-3.0755892,-3.3437362,0.002100871332868138,0.038142170752815445,0.025,0.3102075938474777,0.03331033,0.29555464
Ndufaf7,-3.075697,-2.410198,0.0021001110791739664,0.038142170752815445,0.05,0.33874726614320033,0.044008426,0.21442534
Rab40c,-3.076786,-1.1334897,0.0020924535356638763,0.03804074864904489,0.2,0.5459108673048654,0.25015745,0.48462307
Fam76a,-3.0802104,-2.1185184,0.0020685436509436045,0.03763152870741683,0.05,0.34448388369007926,0.05591938,0.22294101
Slc38a1,-3.0804753,-1.1049821,0.002066704374153354,0.03762354101185679,0.125,0.4477788533935678,0.17903589,0.35187033
Cntn6,-3.0842528,-2.0627098,0.002040640353799147,0.03717424156378514,0.125,0.4091642465311391,0.15347794,0.52650636
Slitrk4,-3.0866666,-2.0459301,0.002024144741170656,0.036898757934366026,0.075,0.36961743931734253,0.07142618,0.26676705
Eml6,-3.0870788,-0.8698988,0.002021340676344304,0.03687265714417613,0.575,0.7746584919866624,0.99310863,1.4124694
Kif26b,-3.0875201,-1.6247535,0.002018340277096023,0.036842936987479716,0.1,0.40776594600408733,0.1333079,0.36448267
Chchd3,-3.0885112,-1.0688274,0.002011620922515583,0.03674524417946548,0.3,0.6821196801835717,0.46165824,0.80233353
Pcnx2,-3.0914645,-1.1980758,0.0019917174824597363,0.03643121086024038,0.175,0.5132480011473235,0.2382567,0.48073122
Cacng8,-3.091553,-1.0156324,0.00199112515561561,0.03643121086024038,0.175,0.5219963429063139,0.2642092,0.4770981
Kcnab2,-3.0916805,-1.3184433,0.001990269857829322,0.03643121086024038,0.1,0.41486501021835,0.13423392,0.30622226
Rrnad1,-3.0936918,-3.150147,0.0019768269795173887,0.03623283829442854,0.025,0.3132551719192571,0.02299916,0.187757
Zbtb44,-3.094202,-1.6304965,0.001973430356299107,0.03619527213225734,0.075,0.37958481230504465,0.09198813,0.26107407
Nop56,-3.0966158,-1.9503706,0.0019574342186468533,0.035950962033520814,0.05,0.3414363056182998,0.06330487,0.22519551
Ctdspl,-3.0968807,-1.107737,0.0019556858136046225,0.03594341847575664,0.2,0.5352264171238034,0.24668577,0.47183806
Igsf21,-3.0998733,-2.6723742,0.0019360346433185047,0.03563099374381385,0.025,0.31519128034132876,0.039661977,0.22945738
Hycc2,-3.1001382,-1.0801164,0.0019343037961587338,0.03562353872706318,0.3,0.6500663296403858,0.4113041,0.7302876
Apoo,-3.100462,-1.7990655,0.001932190245850081,0.0356090205116541,0.05,0.3489656161485784,0.069425404,0.22328848
Strn4,-3.1008348,-1.5299121,0.0019297590875663579,0.035588625039744706,0.075,0.38252482879782007,0.097397074,0.25882253
Srcin1,-3.1010802,-1.020867,0.0019281611734960427,0.035583578799339745,0.25,0.6052490050553943,0.3473865,0.611303
Zdhhc8,-3.1020908,-27.4184,0.0019215905736658324,0.03548669327450235,0.0,0.28338890681581874,0.0,0.16498438
Stxbp1,-3.1030524,-1.123047,0.0019153580291767134,0.03539592176339634,0.25,0.6226381269943709,0.34955478,0.6478254
Synpo,-3.1041415,-2.6242716,0.0019083211427397466,0.03529015079519408,0.025,0.31572908823634865,0.034772173,0.19734688
Tspan7,-3.104573,-1.1553062,0.001905538323372074,0.03526295781612095,0.4,0.7489871284643792,0.6277069,1.0801536
Ywhah,-3.1061723,-1.1217357,0.0018952616875957016,0.03509695489021124,0.225,0.5782510487253952,0.31719694,0.5945827
Arpc2,-3.1068888,-1.1549456,0.0018906757920222473,0.035036178297681235,0.25,0.5978989638234556,0.31543863,0.602027
Nptxr,-3.1092434,-1.8341929,0.001875670614312305,0.0347821044903876,0.1,0.40701301495105946,0.110685386,0.34878454
Mtpn,-3.1134822,-1.2787751,0.001848936658422216,0.034333744306706944,0.1,0.41475744863934605,0.14094482,0.3128033
Dhx32,-3.122401,-2.520947,0.001793823650349977,0.03340266215170054,0.025,0.3175576350794163,0.036328606,0.19255722
Nav2,-3.125845,-0.790799,0.001772949534505685,0.033036861298313284,0.7,0.8206231400810298,1.241676,1.6598065
Stmn4,-3.126993,-2.1832404,0.00176604127105653,0.032930970821158194,0.05,0.3478900003585386,0.068286516,0.2783685
Smap2,-3.1282883,-1.08382,0.0017582770468469906,0.032808961283874054,0.175,0.5238965974687175,0.24467799,0.4622154
Thoc7,-3.1296716,-2.2448773,0.0017500181185797937,0.03267754471594097,0.05,0.34882220070990644,0.055221986,0.23831835
AI593442,-3.1307805,-2.9323668,0.001743425024672562,0.032577072609841266,0.025,0.3172708042020724,0.032746315,0.22642674
Rnf182,-3.1318989,-1.9976579,0.001736796734968441,0.03247580255295895,0.05,0.351152701588326,0.07775748,0.27983937
Lmtk3,-3.1336355,-1.3748908,0.0017265513497701746,0.032306709448694,0.1,0.4128213402172744,0.12025648,0.2862393
Pdk3,-3.1342733,-27.50382,0.0017228028940199373,0.03225903398070782,0.0,0.28632892330859416,0.0,0.17421873
Map3k13,-3.134558,-1.6213326,0.0017211329216932447,0.032250238218896436,0.1,0.4132874403929583,0.105785355,0.29512638
Ndufaf5,-3.1383157,-2.1255195,0.001699216987061393,0.03186820119417881,0.05,0.3495034240435983,0.05556173,0.22259288
Skap2,-3.139984,-2.8562367,0.0016895717853374942,0.03174740830211082,0.05,0.34104191316195187,0.043567393,0.27949008
Spns2,-3.1400917,-3.949466,0.0016889494221641944,0.03174740830211082,0.025,0.3123588254275573,0.014173078,0.1992793
Tbc1d9,-3.1414948,-1.445854,0.0016808778684068914,0.03162828314012127,0.075,0.38643289950163134,0.11289374,0.28185225
Kcnip2,-3.1437123,-2.0233314,0.0016681937571377207,0.03141160914806626,0.05,0.3522641712380338,0.0676962,0.25054732
Nbas,-3.1441636,-1.0923636,0.0016656228459126213,0.03140721815415588,0.25,0.6280879136639059,0.3632341,0.6595155
Sptan1,-3.1470385,-1.1602398,0.0016493326321392993,0.03112188751796557,0.375,0.7582015703990534,0.64767694,1.1106241
Adcy3,-3.1488047,-2.1818953,0.0016393978209552347,0.030956162648676847,0.025,0.32035423613351977,0.04645138,0.19535716
Slc4a3,-3.1496875,-2.857767,0.0016344510934861486,0.0308844591293761,0.025,0.31952959736115594,0.031005684,0.20561364
Nt5c2,-3.151964,-1.0984662,0.0016217628039883422,0.030709490164317656,0.3,0.6664156896489907,0.42291936,0.7547989
Mblac2,-3.1522975,-1.0642079,0.00161991094836509,0.030696055841022547,0.125,0.46244308199777706,0.18767497,0.35884422
Prkar2b,-3.1537104,-1.5022526,0.0016120893519397097,0.03056940076684545,0.075,0.3893729159944068,0.11197376,0.28941455
Cnr1,-3.1539166,-1.5939963,0.001610951611191572,0.030569399571128208,0.125,0.4418271126886809,0.1602954,0.4218959
Gucy1a2,-3.158008,-1.1539379,0.0015885118293579074,0.030164885409785843,0.35,0.6998314868595604,0.60555065,1.0480016
Smim13,-3.1594896,-1.6247989,0.0015804573737143131,0.03003316098423168,0.1,0.4113513319708867,0.110763624,0.30838943
Zfyve1,-3.160304,-1.7045373,0.001576046120606252,0.02997053026234253,0.1,0.4084830231974472,0.09788214,0.28904864
Gopc,-3.1624331,-1.3551546,0.001564566592497626,0.029794404210071727,0.1,0.42110358180058083,0.13120274,0.30650166
Armh4,-3.1641011,-27.77394,0.001555627252106152,0.029687289960292833,0.0,0.28905381664336166,0.0,0.20661063
Actl6b,-3.1650136,-2.8593633,0.0015507568334642155,0.029615377480585264,0.025,0.32110716718654764,0.029835349,0.19866677
Adck1,-3.165514,-2.2931774,0.0015480919242963974,0.02958551209519502,0.05,0.3514753863253379,0.04990954,0.2238084
Mpv17l,-3.1666522,-1.4646417,0.0015420462601690318,0.02949094876209387,0.05,0.35617224194184505,0.08932836,0.22943512
Rcor3,-3.1682613,-1.2870345,0.001533536038099194,0.02934908357815195,0.125,0.46025599655802946,0.15706931,0.34715182
Ccdc112,-3.1691837,-3.0193725,0.0015286777514876304,0.029276957364556398,0.025,0.3210354594672116,0.026765417,0.19880852
Rapgef1,-3.1706357,-1.1780453,0.0015210572582096996,0.02915178924971086,0.175,0.5310673694023161,0.22876552,0.45845166
Fbxo34,-3.17094,-0.9981448,0.001519465512700094,0.029142068755354408,0.2,0.5727295543365243,0.31977433,0.5611376
Zfp827,-3.1711068,-1.3157235,0.0015185932715622277,0.029142068755354408,0.175,0.5089096841274964,0.20036018,0.43969136
Ggt7,-3.1712637,-1.7743921,0.0015177727600729051,0.029142068755354408,0.075,0.38639704564196337,0.081776574,0.25581184
Scap,-3.1731966,-2.9279888,0.0015077036255833915,0.028999281617341253,0.025,0.3213939980638916,0.029394314,0.20459378
Ncoa7,-3.1739228,-1.1712478,0.00150393723718807,0.028947559859056907,0.3,0.6635115270158832,0.42431498,0.7840469
Tnfrsf21,-3.1751099,-1.571777,0.00149779735284123,0.028850046502397024,0.1,0.4194543042558531,0.11768651,0.31573352
Nsun2,-3.1762874,-1.5005671,0.0014917310271122671,0.028753811118010484,0.1,0.4137893944283102,0.11785974,0.30301625
Fam81a,-3.1778572,-1.509814,0.0014836778043878802,0.028619111704165354,0.1,0.42246602846796455,0.12540954,0.32244137
Slc7a8,-3.179015,-1.3546625,0.0014777642397943074,0.02852552092189155,0.125,0.45943135778566563,0.16120562,0.3697363
Slc9a7,-3.1791916,-1.0372986,0.0014768640822167185,0.02852552092189155,0.175,0.5397798573016385,0.2618198,0.4788782
Nfx1,-3.1824,-0.9476626,0.001460598933499192,0.02825507080138466,0.175,0.5449786669534975,0.26641053,0.46297258
Zfp652,-3.1828613,-1.1496482,0.0014582747460568754,0.028230434024890665,0.2,0.5510021153777204,0.25258037,0.49316972
Ywhag,-3.1834793,-0.8686203,0.001455164692225068,0.028190537332435168,0.2,0.5774264099530314,0.33688852,0.5489492
Sorcs2,-3.1839995,-1.1015816,0.0014525530335422053,0.028160245318383157,0.125,0.45986160410168153,0.21022813,0.40683377
Atrn,-3.1847255,-1.1596342,0.0014489137930931712,0.02810997373315055,0.3,0.691298268258578,0.44188818,0.8070614
Senp5,-3.1864622,-1.1060927,0.0014402431872273687,0.027961946850288584,0.2,0.5626904736294862,0.26775575,0.50736904
Slain1,-3.1887288,-1.1121521,0.0014289992489479768,0.027763709196841745,0.15,0.4960022946470187,0.22547638,0.4361428
Sox11,-3.191152,-2.4662075,0.0014170660735650094,0.027571734537792762,0.025,0.32411889139865907,0.04510395,0.22709264
3110082I17Rik,-3.1911817,-27.513416,0.0014169217025859608,0.027571734537792762,0.0,0.2915277329604532,0.0,0.17528509
Stum,-3.1921628,-1.5352708,0.0014121170892312605,0.02751529092650034,0.075,0.3920619554695063,0.11514095,0.30284157
Elfn2,-3.1971276,-2.827229,0.0013880352262600074,0.02710501928023721,0.025,0.3240830375389911,0.03158499,0.20517465
Thsd7a,-3.1993353,-1.2627233,0.001377449017888431,0.026917858262299737,0.25,0.579541787673443,0.44448882,0.85142076
Rexo4,-3.199816,-27.454077,0.0013751534731834473,0.026898966250756697,0.0,0.29231651787314905,0.0,0.16878489
Arhgap10,-3.2013369,-2.9445593,0.0013679152689551493,0.026790002388356313,0.025,0.32433401455666705,0.0352209,0.2437112
Mbtps2,-3.2018077,-1.7980123,0.0013656808967521187,0.026765751783901847,0.075,0.38965974687175076,0.08742559,0.27588746
Pcbp3,-3.2049377,-1.2906169,0.0013509169503311204,0.02651507557004909,0.15,0.48105123516546555,0.17695269,0.38767195
Ireb2,-3.2068412,-1.1519698,0.001342010393994902,0.026378799770770314,0.175,0.5227851278190098,0.21870823,0.4338913
Rpl6,-3.2085288,-1.283033,0.0013341591991501,0.026243673265858847,0.15,0.4803700118317737,0.20910779,0.44851083
Chrm1,-3.2117078,-1.3404853,0.0013194847284144751,0.025974032712451977,0.1,0.4292782618048833,0.13912226,0.32062885
Sdk2,-3.2147298,-1.5601522,0.001305673148684415,0.025723632645088944,0.075,0.39112975511813847,0.12707224,0.33616284
Nfs1,-3.2155442,-2.5212355,0.0013019740860587595,0.025685788320410328,0.025,0.32634183069807465,0.03841972,0.20281798
Zc3h7a,-3.2171435,-1.1215417,0.0012947377944742377,0.025580591571707917,0.175,0.5382381413359149,0.23761198,0.4596895
Kcnk2,-3.2199106,-2.0344856,0.0012823061688999543,0.025372287745465225,0.075,0.3857516761679395,0.09130075,0.3304852
Ptpra,-3.2220397,-1.0531766,0.001272815105408103,0.025221638556280037,0.325,0.7151052310781255,0.497341,0.8488994
Gm14636,-3.222069,-1.2873516,0.0012726843482106333,0.025221638556280037,0.075,0.39177512459216235,0.12899967,0.2897341
Tub,-3.222756,-1.0728531,0.0012696368651321755,0.025195821688405874,0.15,0.4950700942956509,0.21102762,0.40161207
Mir124-2hg,-3.2227952,-1.898399,0.0012694629268863128,0.025195821688405874,0.075,0.388369007923703,0.088751994,0.29713276
Man2a1,-3.223178,-1.3657147,0.0012677681815030926,0.025195821688405874,0.15,0.47420314796887886,0.19779828,0.44701836
Unc5a,-3.2241492,-27.532713,0.0012634755120140726,0.025129227985061533,0.0,0.29453945717256463,0.0,0.17744753
Gm55122,-3.224934,-27.741224,0.0012600164958728357,0.025078994995631924,0.0,0.2946111648919006,0.0,0.20241643
Ube2o,-3.2270534,-1.6239319,0.0012507207771688493,0.024912429416254246,0.1,0.4185221039044853,0.10569503,0.29535675
Gm10754,-3.2287116,-3.8587863,0.00124349193679561,0.024786816277224066,0.025,0.3213222903445556,0.026765417,0.33186144
Anks3,-3.229104,-1.2177789,0.00124178662463244,0.024771200151353874,0.1,0.43390340970205443,0.14464363,0.308934
Phc2,-3.2307231,-1.2427579,0.0012347750147521314,0.024649631980973082,0.25,0.5934172313649564,0.28321338,0.57366943
Lrpap1,-3.2307723,-3.1033056,0.0012345631135964041,0.024649631980973082,0.025,0.3260549998207307,0.031005684,0.23951459
Vps33a,-3.2330582,-2.7436078,0.0012247256852400664,0.024485401162500437,0.05,0.35179807106234984,0.03717224,0.22605383
Kpna3,-3.233745,-1.2731681,0.0012217844079078569,0.024444785584872758,0.225,0.5829120504822344,0.26277477,0.54601884
Asxl3,-3.2351286,-1.2072833,0.0012158796313803092,0.024344773245297248,0.175,0.5341149474740956,0.24338326,0.49241886
Adarb1,-3.2372382,-1.2209423,0.001206926616907989,0.024201580743520645,0.175,0.5259402674697932,0.22434351,0.46137068
Plaa,-3.2376404,-1.2777908,0.001205226227140762,0.024185533027089076,0.1,0.4328995016313506,0.13997357,0.3106352
Pcnx,-3.2381604,-1.2314957,0.0012030314416248621,0.024159532762675667,0.275,0.6475207056039582,0.36114353,0.7037698
Gm28905,-3.2386706,-28.152111,0.0012008816560727918,0.024134397979563137,0.0,0.2958660499802804,0.0,0.26104307
2900026A02Rik,-3.2394164,-2.0869114,0.001197746045043272,0.024089398375982576,0.05,0.361478613172708,0.066906355,0.25771353
Sh3rf1,-3.2414374,-1.2935303,0.0011892848853674613,0.023937142224587028,0.225,0.5568821483632713,0.30689275,0.6315291
Gm44643,-3.2422028,-27.563303,0.0011860955844401491,0.02389084584250885,0.0,0.2961887347172923,0.0,0.1809263
Ephx4,-3.2436647,-3.9723275,0.0011800251570477222,0.023786403578298795,0.025,0.32203936753791546,0.014173078,0.20216092
Serpini1,-3.2441359,-1.279083,0.0011780757050107568,0.023764935580810085,0.175,0.5289519916819045,0.2757556,0.57131225
Dennd5b,-3.2441652,-1.1438227,0.0011779539631217731,0.023764935580810085,0.3,0.6688537521064143,0.41943464,0.76614404
Raver2,-3.247521,-1.7401533,0.0011641513418101299,0.02351935831160766,0.1,0.42253773618730056,0.14095803,0.4092616
Vezt,-3.2480016,-1.2028116,0.0011621860599385077,0.02349732086572438,0.275,0.6357606396328565,0.34673852,0.66988313
Dpm1,-3.2492967,-1.3517362,0.0011569070762981074,0.023425842607483153,0.15,0.4931698397332473,0.1692389,0.3856921
Ndrg3,-3.2526524,-1.1233246,0.001143332629127561,0.023168437213165582,0.25,0.6316015919113692,0.35517263,0.656985
Apex2,-3.2553506,-1.0858116,0.001132524453407654,0.02296674117967069,0.175,0.5275178372951849,0.23721965,0.44996244
