names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Peri NN (for_DEGs),mean_expr_Rest (for_DEGs)
Abhd17c,-2.7490516,-27.10516,0.005976798320400763,0.04483433022589852,0.0,0.2342119419042496,0.0,0.13485138
4930509J09Rik,-2.7494724,-27.1461,0.005969127381431315,0.044789291465808276,0.0,0.2342478034785727,0.0,0.13847584
Angel2,-2.7508543,-0.4370717,0.005944009008764787,0.04461327431997481,0.10869565217391304,0.38056302671687287,0.1920368,0.252028
Sec24d,-2.7510555,-0.9231061,0.005940357338965735,0.044598324028502175,0.06521739130434782,0.31823561054330285,0.11760272,0.21239784
Ttc26,-2.7512844,-2.069848,0.005936210168290788,0.04459210713502194,0.021739130434782608,0.2616101846871078,0.03772424,0.14963296
Cep104,-2.7524464,-1.8124391,0.005915182808404649,0.04444657775778326,0.021739130434782608,0.2617894925587233,0.04299512,0.14350069
Prdm11,-2.7526202,-1.6679718,0.005912042762125818,0.04443540951561419,0.021739130434782608,0.26189707728169265,0.049249183,0.14877822
Pygb,-2.7527208,-0.94433093,0.005910225527315613,0.04443418016759108,0.10869565217391304,0.3747893132508517,0.15235633,0.2751218
Zbtb44,-2.7527301,-0.6142784,0.005910060349117034,0.04443418016759108,0.10869565217391304,0.3795947642101488,0.17797267,0.26096863
Washc2,-2.753691,-0.4939936,0.005892739774478277,0.04432752456333463,0.10869565217391304,0.37862650170342477,0.20304525,0.27539903
Ercc4,-2.7541027,-27.034832,0.005885330687020934,0.04428418805943784,0.0,0.23464228079612695,0.0,0.12883104
Fyn,-2.7551,-0.5383548,0.005867419020062066,0.044161778450719245,0.2826086956521739,0.678214093598709,0.6083616,0.79579264
Vrk2,-2.7552922,-3.4594765,0.005863973799208371,0.04414821406128577,0.021739130434782608,0.258812981889905,0.021597907,0.21524724
Pld3,-2.755402,-0.4586267,0.005862005920399778,0.04414576767969228,0.13043478260869565,0.4087502241348395,0.24215026,0.31955874
Sepsecs,-2.7557864,-27.050564,0.005855123031621252,0.04411369899907127,0.0,0.2347857270934194,0.0,0.13015544
Ddx10,-2.756482,-0.3376815,0.005842686796203509,0.04403730552987049,0.21739130434782608,0.5524116908732294,0.4096966,0.49463633
Ecsit,-2.757049,-27.108425,0.005832559088134143,0.04397330603203267,0.0,0.23489331181638873,0.0,0.13513687
Alg9,-2.7573419,-2.343632,0.005827338078561212,0.04394627397444282,0.021739130434782608,0.26189707728169265,0.031303916,0.14963053
Noct,-2.7576714,-2.0816941,0.005821469479350639,0.04391434163676352,0.021739130434782608,0.26211224672763134,0.03772424,0.15077834
Lrrc40,-2.7579093,-2.879954,0.005817234360868525,0.04389471701110286,0.021739130434782608,0.26125156894387663,0.021597907,0.14903824
Tspan5,-2.758083,-0.90415615,0.0058141412234380034,0.04388370075106156,0.34782608695652173,0.7390353236507082,0.7579942,1.1385435
Hfm1,-2.758312,-27.094633,0.005810073564878785,0.04386532078906799,0.0,0.23500089653935807,0.0,0.13393338
Dock9,-2.758449,-0.97960037,0.005807634201455326,0.04385922737299174,0.32608695652173914,0.7147211762596378,0.66290206,1.04887
Abca1,-2.7586048,-2.9303353,0.005804870705862604,0.0438506819978994,0.021739130434782608,0.2603191680114757,0.034308378,0.23591504
Zfp369,-2.7593641,-1.1110394,0.005791395362307769,0.0437611904907789,0.06521739130434782,0.31884525730679575,0.096072406,0.19705635
Cog7,-2.7599955,-27.090109,0.005780214445002679,0.04368899075589929,0.0,0.23514434283665053,0.0,0.1335412
AI593442,-2.7606635,-1.0952053,0.005768406550593046,0.04361201013349329,0.06521739130434782,0.3172673480365788,0.11233613,0.22633712
Mkln1,-2.7613132,-0.70357585,0.0057569430293137715,0.04353759054254462,0.32608695652173914,0.7214272906580599,0.6232663,0.87908614
Reep2,-2.761368,-1.0889856,0.005755975223034084,0.04353759054254462,0.043478260869565216,0.29062219831450603,0.08706983,0.17690824
Gpatch1,-2.7615602,-0.8300798,0.005752589056314164,0.04352916585276305,0.06521739130434782,0.31934731934731936,0.115869604,0.1975387
Xndc1,-2.7618349,-2.2746093,0.00574775479135099,0.04350483697002848,0.021739130434782608,0.26236327774789314,0.033315346,0.15179111
Hlcs,-2.762393,-0.8317373,0.005737936415406423,0.04344275894110189,0.08695652173913043,0.34739107046799356,0.1395374,0.23626849
Clta,-2.7627683,-0.54338765,0.005731345681162352,0.04340508975558974,0.10869565217391304,0.3789851174466559,0.21075048,0.2940939
Tfcp2,-2.76307,-0.26135093,0.00572604590354845,0.043377178863362516,0.08695652173913043,0.35187376725838265,0.19610934,0.2308647
Pum2,-2.763244,-0.49411646,0.005722996521700185,0.04336630472027185,0.2826086956521739,0.6822664514972208,0.5861536,0.7526586
Gpbp1l1,-2.7633448,-0.3979873,0.0057212317595688395,0.04336516146110429,0.13043478260869565,0.4116908732293348,0.23349243,0.2975466
Csad,-2.7639303,-1.2109098,0.005710973783593774,0.0432996234664686,0.043478260869565216,0.290944952483414,0.082929395,0.18244833
Rasal2,-2.7645252,-1.1081115,0.005700572508109243,0.04323296169711977,0.41304347826086957,0.8023310023310023,0.96039003,1.4988223
Cops8,-2.7663095,-27.153776,0.005669471116207704,0.04300922893633568,0.0,0.23568226645149723,0.0,0.13916549
Cog4,-2.7666023,-0.37017965,0.005664381942885846,0.042982757075781614,0.08695652173913043,0.35226824457593686,0.18416682,0.23219647
Pparg,-2.766895,-3.2281828,0.00565929689066644,0.042956301540171535,0.021739130434782608,0.2607495069033531,0.023019878,0.1973894
Iars2,-2.7678833,-0.86741775,0.005642165226385461,0.042838366666566076,0.06521739130434782,0.3196342119419042,0.11586843,0.20222516
Numb,-2.7680206,-0.62227726,0.005639789532285722,0.04283243208946222,0.2826086956521739,0.6560157790927021,0.56243795,0.7710753
Larp4b,-2.7682128,-0.37934983,0.00563646507656324,0.042819286572590966,0.2608695652173913,0.6358974358974359,0.5331007,0.6502409
BC002059,-2.768295,-1.2988324,0.005635040851080898,0.042819286572590966,0.043478260869565216,0.2905504751658598,0.07268921,0.17016236
Clmp,-2.7690454,-1.3170702,0.005622079520877588,0.04273416597623218,0.06521739130434782,0.31819974896897973,0.10235283,0.23785894
Amd1,-2.7691643,-2.4105647,0.005620027147666487,0.04273065349683037,0.021739130434782608,0.2626860319168011,0.033539843,0.16665763
Slc4a3,-2.7693565,-1.0900173,0.005616713203392036,0.042717544232987265,0.06521739130434782,0.31952662721893493,0.10182476,0.20553443
Gm10754,-2.7705462,-1.1759231,0.005596237518494278,0.04257386809794486,0.06521739130434782,0.32131970593509057,0.1604965,0.33170646
Ppp1r37,-2.7713604,-2.268994,0.005582258411611505,0.042479547867459964,0.021739130434782608,0.2631522323830016,0.033539843,0.15220533
Orc6,-2.7726233,-27.077587,0.005560645237963468,0.042339058527650436,0.0,0.2362201900663439,0.0,0.13246012
Zfp322a,-2.7728064,-0.37538624,0.0055575191665838755,0.04232725056862492,0.08695652173913043,0.3521606598529676,0.18447533,0.23332685
Fech,-2.7731905,-0.96778566,0.005550959578048517,0.04228927810098205,0.06521739130434782,0.3199928276851354,0.10879326,0.20276737
Dhx40,-2.77363,-1.0181385,0.005543471461136908,0.04224420821348517,0.06521739130434782,0.32056661287430516,0.11088825,0.21309932
Gm11906,-2.773648,-1.8989153,0.0055431596541801595,0.04224420821348517,0.043478260869565216,0.2900484131253362,0.05715401,0.19832219
Foxo1,-2.7737947,-1.318807,0.005540665768243226,0.04224420821348517,0.08695652173913043,0.34122287968441817,0.13477819,0.30743143
Gle1,-2.7747736,-2.1159706,0.005524013916983585,0.04213177801571073,0.021739130434782608,0.26358257127487894,0.03772424,0.15413736
Htr2c,-2.775524,-1.2057416,0.005511283268693189,0.04204661596529983,0.08695652173913043,0.34606419221803836,0.20012979,0.41280055
Dnajc7,-2.7757344,-0.28800005,0.005507717235387243,0.042031343969001767,0.21739130434782608,0.5590102205486821,0.4233995,0.4968973
Eda,-2.777528,-0.45877555,0.005477412815894723,0.04183572551537556,0.13043478260869565,0.4166039089116012,0.30021667,0.39287832
Rexo4,-2.7777658,-1.1496086,0.005473404168821711,0.04181699460228587,0.043478260869565216,0.2923076923076923,0.07957461,0.16868994
Kcnip2,-2.778013,-0.7198197,0.005469244146049458,0.04179709619008787,0.08695652173913043,0.35226824457593686,0.15938735,0.2504354
Fryl,-2.7780862,-0.5444626,0.005468012094925185,0.04179709619008787,0.2826086956521739,0.6760623991393222,0.5994729,0.7873838
Mllt11,-2.7782052,-0.5524716,0.005466010546169309,0.041796159184851835,0.10869565217391304,0.380921642460104,0.20653896,0.29002422
Eps15,-2.7790928,-0.29851952,0.005451096778515318,0.04170585718641988,0.1956521739130435,0.5188093957324726,0.4145256,0.48964047
Prmt9,-2.7796783,-1.1367179,0.005441276890669916,0.04164258332449463,0.043478260869565216,0.2924511386049848,0.082789026,0.1737717
Srsf12,-2.7806208,-27.000313,0.00542550653698416,0.04153372098255395,0.0,0.23690155997848306,0.0,0.12596884
Ptpn12,-2.7812521,-0.34284896,0.005414965024039025,0.041464836191487206,0.2391304347826087,0.5966290120136274,0.48798457,0.5865496
Polr1a,-2.7814262,-1.404745,0.005412065537405151,0.0414544472605691,0.06521739130434782,0.3196342119419042,0.07815644,0.19493878
Tmem62,-2.7817464,-2.921198,0.005406728046885454,0.04142537285994074,0.021739130434782608,0.26318809395732473,0.021597907,0.15304564
Csgalnact2,-2.7818012,-1.7963201,0.005405813525860367,0.04142537285994074,0.021739130434782608,0.26437152590998747,0.046017606,0.15149191
Ap3s1,-2.783732,-0.36205664,0.005373741551767464,0.041207886842463404,0.1956521739130435,0.5211045364891519,0.36446264,0.44800088
Atp6v1a,-2.7840247,-0.44594368,0.005368892588846678,0.041182456141110546,0.2608695652173913,0.622270037654653,0.5148391,0.65089995
Actl6b,-2.7840889,-0.92162883,0.00536783240501688,0.041182456141110546,0.06521739130434782,0.3211045364891519,0.10971594,0.19857134
Tcf25,-2.7845554,-0.29544312,0.005360113912808069,0.041138606351657475,0.2608695652173913,0.6433925049309664,0.5663261,0.6600605
Dnajc10,-2.7847385,-0.57594085,0.005357089789894774,0.04112714361556359,0.15217391304347827,0.4452931683700915,0.2364654,0.334793
Calcoco1,-2.78483,-27.081564,0.005355578306283935,0.04112714361556359,0.0,0.23726017572171418,0.0,0.13280244
Mettl25,-2.785324,-1.0155807,0.005347422947433342,0.041076402114789565,0.06521739130434782,0.32207279899587593,0.113876745,0.21820962
Rab12,-2.7858458,-0.43698147,0.005338826681388031,0.041022096919901746,0.15217391304347827,0.44712210866057017,0.25395948,0.3303109
Dars,-2.7859921,-0.2554327,0.0053364159386538,0.04101530213719325,0.10869565217391304,0.38554778554778557,0.23789622,0.27808574
Fam124a,-2.7869346,-27.214224,0.005320920302561067,0.040907905158745594,0.0,0.23743948359332975,0.0,0.14470892
Cdc23,-2.788106,-0.9390002,0.005301720224842537,0.04077195834044619,0.043478260869565216,0.2933835395373857,0.09361827,0.17240109
Nup155,-2.788353,-2.0825617,0.005297678209168019,0.04075253749795152,0.021739130434782608,0.2648018648018648,0.03772424,0.15086195
Rnf220,-2.7897987,-1.0087184,0.005274080683564262,0.04059425607773467,0.13043478260869565,0.3986372601757217,0.2587846,0.46642795
Fam184b,-2.790302,-27.196774,0.005265888659702485,0.04054281612785266,0.0,0.23772637618791465,0.0,0.14308797
Zfp207,-2.7910066,-0.56379545,0.00525443913637294,0.040469691769842435,0.2826086956521739,0.6911959835036758,0.5963022,0.7908512
Cse1l,-2.791583,-0.9284071,0.005245088077012,0.04041741228256738,0.06521739130434782,0.32253899946207637,0.11415029,0.20712201
Mysm1,-2.7916656,-0.40335265,0.005243753439353508,0.04041741228256738,0.1956521739130435,0.5252286175363099,0.34462324,0.43449596
Parp1,-2.791757,-1.6175486,0.005242270868454101,0.04041741228256738,0.021739130434782608,0.2652322036937422,0.055012442,0.16002248
Scarb2,-2.7921414,-0.7171076,0.005236048204981199,0.04038249577148244,0.10869565217391304,0.38077819616281156,0.18741342,0.2918086
Rasgrp1,-2.7921596,-0.659854,0.0052357520541899,0.04038249577148244,0.1956521739130435,0.5011296395911781,0.35929054,0.5205915
Sult4a1,-2.7935688,-2.4469285,0.005212993835615316,0.04022778413641113,0.021739130434782608,0.26473014165321856,0.033352517,0.16967729
Mecr,-2.793706,-0.4979222,0.005210781909712796,0.04022226656534985,0.08695652173913043,0.35398960014344627,0.16169171,0.22140934
Hnrnpf,-2.794804,-1.3463817,0.005193117007308695,0.04009742930643237,0.043478260869565216,0.29316837009144703,0.07957461,0.1911208
Pogz,-2.7952707,-0.2614211,0.005185625822863845,0.04005109682677537,0.15217391304347827,0.45332616101846873,0.29161623,0.34064487
Dpysl5,-2.7953532,-27.254877,0.00518430486320302,0.04005109682677537,0.0,0.238156715079792,0.0,0.14855179
Acat1,-2.7953897,-0.38026792,0.005183717867624655,0.04005109682677537,0.17391304347826086,0.4827326519634212,0.30587128,0.3823444
C1qtnf4,-2.7962134,-0.2592628,0.005170526334412013,0.03996894206146455,0.15217391304347827,0.4479469248700018,0.3279479,0.38153017
Fgfr1op2,-2.7974212,-0.47931772,0.005151233621708743,0.03983126544325581,0.15217391304347827,0.44730141653218575,0.2582045,0.3440873
Nim1k,-2.7998827,-1.1692176,0.005112118651213221,0.039540192331059085,0.043478260869565216,0.2939214631522324,0.09184919,0.19584887
Vps13b,-2.799901,-1.1148727,0.005111828841709114,0.039540192331059085,0.391304347826087,0.8039806347498655,0.8817608,1.4023814
Ppp2r2d,-2.8012278,-0.96801233,0.005090857175871822,0.03940959901751915,0.06521739130434782,0.3222521068674915,0.11395507,0.21196963
Zdhhc13,-2.8012643,-2.0294943,0.005090279751045456,0.03940959901751915,0.043478260869565216,0.29234355388201544,0.044803925,0.17149374
Shfl,-2.802033,-2.841657,0.005078167497082797,0.039334206009401775,0.021739130434782608,0.2653397884167115,0.021597907,0.14540438
Cryl1,-2.8024356,-1.2365866,0.005071833386108318,0.03929647147771929,0.043478260869565216,0.2941366325981711,0.08725868,0.19462433
Ap1g1,-2.8024356,-0.281838,0.005071833386108318,0.03929647147771929,0.21739130434782608,0.5668639053254438,0.4307756,0.5035718
Gm28376,-2.8026736,-1.9536188,0.00506809386025802,0.03929015638347749,0.021739130434782608,0.2662004662004662,0.046427537,0.16896167
Unc5a,-2.8032684,-1.3247056,0.005058755947846372,0.039229082920240126,0.043478260869565216,0.2945311099157253,0.07462165,0.17736259
Irak1bp1,-2.8034055,-1.0918336,0.005056603255009828,0.03922370942901677,0.043478260869565216,0.2938856015779093,0.08734782,0.17776985
Cfdp1,-2.803433,-0.4183321,0.005056172815832185,0.03922370942901677,0.15217391304347827,0.4504930966469428,0.26886725,0.34518322
Exoc2,-2.8037808,-0.30938408,0.005050723452626331,0.039200733440805755,0.21739130434782608,0.5544558006096467,0.40686205,0.48377514
Gm5577,-2.803973,-1.3272246,0.005047714240866832,0.03918869738575318,0.021739130434782608,0.26641563564640486,0.061396163,0.14745608
Tafazzin,-2.8044121,-0.89556074,0.005040842128230203,0.0391466554871519,0.06521739130434782,0.3230410615026,0.11220308,0.19958517
Cntn2,-2.8044946,-3.2539644,0.005039554549179581,0.0391466554871519,0.021739130434782608,0.2639411870181101,0.023019878,0.20061418
Rbm6,-2.805016,-1.0455085,0.0050314067844853,0.03909598042195489,0.391304347826087,0.7887753272368657,0.7663395,1.2171602
Pag1,-2.8053088,-0.7809951,0.0050268378225673035,0.0390717767695642,0.13043478260869565,0.40914470145239373,0.22655159,0.3624962
Ipmk,-2.8054278,-1.4324442,0.005024982753560976,0.03906865931371048,0.021739130434782608,0.2665232203693742,0.059736103,0.15370202
Tomm70a,-2.8060775,-0.31706816,0.005014862139957766,0.03900125780048196,0.17391304347826086,0.4866415635646405,0.32455093,0.39045298
Colgalt1,-2.8075416,-2.846129,0.004992122655599322,0.03883565018991134,0.021739130434782608,0.2656266810112964,0.023019878,0.15482076
Tfdp1,-2.807871,-1.0707281,0.004987019138427214,0.03880718339112055,0.043478260869565216,0.29517661825354136,0.08461853,0.17014576
Commd10,-2.8082829,-0.40594074,0.0049806463767505145,0.038768820435482715,0.1956521739130435,0.5251568943876637,0.3719568,0.4681184
Gclm,-2.8088226,-27.207308,0.004972302135435214,0.03871508501279171,0.0,0.23930428545813162,0.0,0.14406459
Clock,-2.8095913,-0.41046402,0.00496044400983962,0.03863395088243206,0.2608695652173913,0.6316657701273086,0.5232366,0.6490602
Atp1b3,-2.8097196,-0.3929246,0.0049584701439036385,0.03862977464966389,0.15217391304347827,0.4506724045185584,0.2855396,0.36042354
Gsdme,-2.8100855,-27.179926,0.004952834440386918,0.03859705957459295,0.0,0.23941187018110094,0.0,0.141539
Ube2f,-2.8106346,-1.1898282,0.00494439174651567,0.038542444510843064,0.06521739130434782,0.32300519992827686,0.0924157,0.19956541
Armh3,-2.8115313,-0.28750688,0.004930630001337718,0.0384463227324273,0.21739130434782608,0.5728886498117267,0.44912857,0.52589655
Gsk3b,-2.8120346,-0.84766877,0.0049229217592322875,0.03839736071714705,0.34782608695652173,0.7608750224134839,0.6780725,1.0100511
Gm12353,-2.8120437,-1.0542529,0.004922781710320885,0.03839736071714705,0.06521739130434782,0.3228617536309844,0.11175831,0.21957508
Acvr1b,-2.8125653,-2.1802301,0.0049148048766920445,0.038356319209037246,0.021739130434782608,0.2668101129639591,0.036573242,0.15600167
Pinx1,-2.812611,-27.100782,0.004914105712510514,0.038356319209037246,0.0,0.23962703962703963,0.0,0.13446885
