names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Unknown (for_DEGs),mean_expr_Rest (for_DEGs)
Cyc1,-3.1779127,1.6641386,0.0014833935790842339,0.00316113771670976,0.12783720323506392,0.1821187946926797,0.30147868,0.10528045
Zfp688,-3.178377,0.42346424,0.0014810207665305723,0.0031563315352693905,0.012783720323506392,0.045219691646343985,0.0276052,0.020655282
Ech1,-3.1816087,0.9529501,0.0014645956730830474,0.003121821809911271,0.031307070180015655,0.06510147563344769,0.06880567,0.03613384
Ctss,-3.1855743,0.79062355,0.0014446704947005129,0.0030803282171562277,0.09444299504304722,0.13598974910097963,0.21393964,0.12918735
Bex1,-3.204146,1.4627391,0.0013546378994676298,0.0028931818105631677,0.05974432559352987,0.09754887777456289,0.14079534,0.053400416
C1qa,-3.2062926,0.7552378,0.0013445721227504427,0.0028724866361075716,0.09913905557004957,0.1415285413136031,0.22400932,0.1386775
Smim11,-3.217522,0.8336107,0.0012930311986607788,0.002764681173550977,0.02295851813201148,0.05646261315256479,0.05018135,0.028467314
Tomm22,-3.2207677,1.5027684,0.0012784773819273147,0.0027342157953189226,0.06991912340203496,0.10961848468565287,0.161063,0.059841417
Gtf3a,-3.2241929,0.8297448,0.0012632831348985197,0.0027023658812772248,0.02295851813201148,0.05654528169305171,0.050898027,0.028954737
Llph,-3.225236,1.4500278,0.0012586885056731908,0.0026929660122174248,0.066005739629533,0.10498904641838548,0.15270774,0.058633648
Rpp38,-3.2330587,0.30517092,0.0012247244065620093,0.0026213433809400342,0.010696582311505349,0.04360765510684909,0.025142081,0.020397179
Nbl1,-3.2367814,0.92028993,0.0012088600872407949,0.0025882127923633593,0.024523871641012263,0.05840532385400736,0.056665216,0.030341625
Tmem251,-3.2372906,0.46445477,0.0012067047240072863,0.0025840098767991536,0.014088181581007045,0.047203736618030005,0.031320304,0.022796622
C1ql3,-3.2398186,0.9732715,0.001196057664834669,0.002562027220512401,0.33915992695016955,0.5345761170586534,0.8887441,0.5477895
Rpl13a,-3.246338,1.4642792,0.00116899985752981,0.00250466678668575,0.28463344638664234,0.4336378291241268,0.7067042,0.31649595
Mxra7,-3.2496836,0.4841341,0.0011553349149689247,0.002475980951125778,0.020088703365510045,0.05369321704625305,0.042804185,0.030787377
Gtf3c6,-3.2596054,0.96846926,0.0011156729559093318,0.0023923176382797656,0.02948082441951474,0.06394411606663085,0.06519859,0.03385033
Praf2,-3.2598085,1.4678837,0.0011148745555288916,0.0023909322752458176,0.06235324810853118,0.10102095647501344,0.14181353,0.05361729
Ccne1,-3.260971,0.6796862,0.0011103139790625833,0.002381586702116358,0.015131750587007565,0.04856776753606415,0.035680294,0.022424081
Tmem276,-3.26695,1.0981225,0.0010871290973557776,0.0023327870025514888,0.03182885468301591,0.06663084363245567,0.07370852,0.035108153
Mrpl12,-3.2701225,1.4721348,0.0010750089509107123,0.002307332096091608,0.06991912340203496,0.1101971644690613,0.16212583,0.0615107
Srxn1,-3.2730439,1.1376917,0.001063959869093503,0.0022839819191932914,0.030524393425515262,0.06526681271442153,0.06611074,0.030589191
Gm38973,-3.2861683,0.44586393,0.001015602606523088,0.0021817430474316735,0.019827811114009913,0.053775885586739965,0.04287322,0.03165335
Zc2hc1c,-3.2864478,0.32189104,0.0010145958599788794,0.0021799288947411235,0.01643621184450822,0.05017980407555905,0.035241794,0.028292809
Tmem147,-3.288545,1.5755714,0.0010070669665212667,0.0021639255810017143,0.10800939212105401,0.15735956681684785,0.251285,0.09152796
Ebp,-3.2900426,0.8303555,0.0010017219783184205,0.0021527848962181843,0.02765457865901383,0.06224941098664903,0.06026956,0.03434086
Gm45554,-3.2911127,0.32398602,0.0009979191326093498,0.002145298591344366,0.01643621184450822,0.0502211383458025,0.036456317,0.02922947
Gm13889,-3.2960303,1.0664771,0.0009806148294240493,0.002109786249229258,0.03287242368901644,0.06803620882073327,0.07661839,0.03731697
Pam16,-3.311251,1.5187504,0.0009287988507386145,0.0020008678841775492,0.0693973388990347,0.10990782457735708,0.16266239,0.05981963
A430005L14Rik,-3.3122008,0.74643004,0.0009256512318049125,0.001994247001170462,0.020349595617010174,0.054602570991609145,0.04290253,0.025794156
Acadvl,-3.3144965,0.71754766,0.000918082893546083,0.0019782588091085203,0.01904513435950952,0.05327987434381846,0.042652614,0.026154429
Coprs,-3.315238,1.2255332,0.0009156514819792584,0.0019731779068716555,0.034437777198017216,0.07006158806266276,0.07902796,0.034562487
Mrpl54,-3.3204658,1.1749513,0.0008986734380938093,0.00193736804248882,0.03287242368901644,0.06836688298268094,0.07734945,0.034998152
Pih1d1,-3.3209355,0.7151595,0.0008971630605435127,0.0019343341588461118,0.019566918862509785,0.05389988839747034,0.044214148,0.02716448
1810037I17Rik,-3.3213243,1.4970888,0.0008959136832596284,0.001931883530148962,0.0821810592225411,0.1253668416484107,0.1921339,0.072362944
Rcn1,-3.3293874,0.6005934,0.0008703720781312877,0.0018774101099291722,0.021914949126010958,0.05646261315256479,0.046149753,0.030672919
Rpl22l1,-3.3411164,1.6127276,0.0008344218962623533,0.0018018899262693428,0.1878424210800939,0.26966477906832553,0.46205547,0.17567113
Cenpb,-3.3422716,0.8084707,0.0008309573913456386,0.0017945527331182534,0.02374119488651187,0.05857066093498119,0.04902486,0.028286202
Rpl31,-3.342858,1.5876082,0.0008292028594763458,0.0017909075503680905,0.21210540046960605,0.3077749762327946,0.51847005,0.20381404
Gins4,-3.34355,0.57967526,0.0008271378291178164,0.0017865911148228076,0.01747978085050874,0.05187450915554086,0.038271476,0.025769448
Lyar,-3.3465648,0.795725,0.0008181957563085432,0.0017679871308412189,0.02295851813201148,0.057785309800355476,0.048295464,0.028104858
Enc1,-3.3516917,1.3861705,0.0008031941866759795,0.0017361296593985656,0.30237411948865117,0.4716240234778655,0.7553914,0.35887527
Lingo3,-3.3540876,0.5663484,0.000796271681833097,0.0017218590126231543,0.014870858335507435,0.04922911585995949,0.032684047,0.022188986
Gcsh,-3.362052,1.0762178,0.000773655758880779,0.0016745714710106761,0.034437777198017216,0.07043359649485388,0.07473849,0.03614337
Gm50306,-3.3654943,1.1059891,0.0007640666452805163,0.0016543489733027777,0.056874510827028435,0.09560616707312032,0.12758344,0.061302483
Tpi1,-3.3665094,1.6326735,0.000761259540128548,0.00164866960935392,0.21732324549960866,0.3175298640102509,0.5220632,0.19972561
Dnajc9,-3.3677084,0.34885266,0.0007579568151789797,0.0016416491716797666,0.013566397078006782,0.04798908775265573,0.030744988,0.024220465
H1f2,-3.3697982,0.31237918,0.0007522325039900243,0.0016293822960267597,0.01904513435950952,0.05373455131649651,0.037694354,0.030466279
Atp1a1,-3.370386,1.2815288,0.0007506298813028644,0.001626041995373103,0.33133315940516567,0.5304840243045509,0.815218,0.41750976
Dnaja1,-3.3723586,1.3372753,0.0007452738471121407,0.0016152208640025183,0.33133315940516567,0.5321787293845327,0.8181154,0.4062181
Gm14305,-3.3736358,0.47136116,0.0007418242192437365,0.0016080039344207164,0.013044612575006522,0.04749307650973422,0.028631344,0.02073338
Timm50,-3.3873718,0.7497963,0.000705656774951774,0.0015309646784783342,0.020871380120010434,0.05596660190964328,0.04763695,0.028601713
Med29,-3.4012518,0.93182397,0.0006707802055393812,0.0014569448001651585,0.028959039916514478,0.06489480428223039,0.06400286,0.03406023
Fkbp1b,-3.4021187,1.1259178,0.0006686556866697365,0.001452565146803769,0.03026350117401513,0.06634150374075146,0.06541293,0.03050486
Cgref1,-3.4077678,0.6535414,0.0006549658561709077,0.0014235163435502944,0.014870858335507435,0.049807795643367916,0.0332013,0.02123392
Polr2e,-3.4135308,1.424446,0.0006412689754424292,0.0013944240001730252,0.05713540307852857,0.09676352663993718,0.13334492,0.05177981
Smim30,-3.4266362,0.6644607,0.0006111073338207666,0.0013298067751671523,0.026350117401513176,0.062208076716405575,0.055751484,0.03553505
Egfl7,-3.4331255,0.74797803,0.0005966660674299589,0.0012990129016239665,0.027132794156013565,0.06320009920224859,0.062733114,0.037825678
Ftsj3,-3.4394083,0.9244693,0.0005829870864348883,0.0012695407255454614,0.025045656144012524,0.06096804860910181,0.05358915,0.028592305
Txn1,-3.454309,1.5522611,0.0005517049428801503,0.0012023936909067758,0.09496477954604748,0.14260323233993305,0.22073664,0.08086
Cyb5r1,-3.4546463,0.5287721,0.00055101514877282,0.001200987755315191,0.01747978085050874,0.053031868722357704,0.037377268,0.026055718
Fam107a,-3.461358,0.36687014,0.0005374576406093947,0.0011720083430591167,0.028437255413514217,0.06468813293101311,0.052327484,0.04081408
Rps18,-3.463571,1.5448774,0.0005330555228554842,0.0011627863207604207,0.19410383511609705,0.28070102922332907,0.47392058,0.18878946
Eif3c,-3.4649937,1.5796008,0.0005302439614382157,0.0011570290111941575,0.25071745369162535,0.3758111850535279,0.6143036,0.24985747
Fam241b,-3.4663174,0.6415505,0.000527640182900316,0.001151627951793639,0.018001565353509,0.05365188277600959,0.0386599,0.02495322
Mrfap1,-3.4694748,1.4728597,0.00052147677259535,0.0011385456146613354,0.21445343073310721,0.3137684454180961,0.52104485,0.2202158
Nanp,-3.4810772,0.5291386,0.0004994016362481629,0.001091324167695847,0.015914427341507956,0.051626503534080104,0.034499887,0.024033373
C1qbp,-3.4818852,1.3184633,0.0004978973267727037,0.001088213858010619,0.054004696060527005,0.09378745918240813,0.12192434,0.05068567
Zcchc12,-3.499549,0.7169712,0.0004660460028991916,0.0010200094565367174,0.02295851813201148,0.05935601206960691,0.050536126,0.03104795
Grhpr,-3.4996328,0.6480946,0.00046589952878700554,0.001019771940249824,0.021654056874510826,0.05795064688132931,0.047753956,0.030734992
Tmem88b,-3.4996436,0.4499698,0.00046588075316116224,0.001019771940249824,0.03782937646751892,0.0751457033026082,0.07392219,0.054645102
Brd3os,-3.5096073,0.25709903,0.0004487689271423647,0.000983076885073809,0.012001043569006,0.04778241640143843,0.025936406,0.021748438
Bex3,-3.5145183,1.6380379,0.00044055230833100535,0.0009653923116012162,0.1774067310200887,0.25668581821187947,0.43157965,0.15990365
Zfp580,-3.5159278,0.85577106,0.000438219985022134,0.0009603597583838791,0.02321941038351161,0.05985202331252842,0.05268087,0.029452272
Mrto4,-3.5197248,1.0956128,0.00043199485596000323,0.0009470263343106214,0.02921993216801461,0.06646550655148184,0.070012085,0.033372227
Dcaf12l1,-3.5200438,1.3867545,0.00043147546991182507,0.0009459649050694141,0.05661361857552831,0.09721820361261523,0.12512831,0.049718164
Nr2f6,-3.5383976,0.624072,0.000402563568183475,0.0008839489316899544,0.021393164623010698,0.058074649692059686,0.044685308,0.029219925
Rnaseh2c,-3.5383997,1.0747788,0.0004025602918564277,0.0008839489316899544,0.03495956170101748,0.07287231843921796,0.07895093,0.038259495
Spink8,-3.5401874,1.2696044,0.00039984300319425735,0.000878262200264015,0.04330811374902165,0.08229653205472658,0.10074673,0.043025523
Cfap90,-3.5506432,0.39499733,0.0003842909111665642,0.0008447923409183981,0.01147925906600574,0.047658413590708056,0.026809989,0.020453904
Hras,-3.5522666,1.6219643,0.00038192759742039685,0.0008396657292330276,0.11557526741455779,0.17013185632207664,0.27337733,0.097258136
Septin5,-3.5541394,1.3815223,0.00037921829351640163,0.0008338457894259993,0.055048265066527526,0.09585417269458107,0.124004796,0.049429525
Ctxn2,-3.5541897,0.70028687,0.0003791454864686288,0.0008337539259687418,0.018784242108009393,0.05547059066672178,0.042711392,0.02650185
Rraga,-3.5547087,1.3513308,0.0003783980345410294,0.0008321783588244769,0.06704930863553353,0.10978382176662671,0.14960742,0.06132936
Utp3,-3.5587537,1.1685467,0.00037261866146350047,0.0008198709002230804,0.047743282024523874,0.08733931302442856,0.10539389,0.048262812
Basp1,-3.5703237,0.37851655,0.0003565402639707886,0.0007852653190897615,0.44377771980172187,0.7972140701855909,1.1503744,0.9787223
Zbtb45,-3.570619,0.4455927,0.00035613830670649395,0.000784444323403844,0.015392642838507697,0.051998511966271234,0.034413394,0.025384076
Trappc1,-3.5706472,1.0916559,0.0003561003254102103,0.0007844249666971923,0.032350639186016175,0.07035092795436697,0.07350552,0.03516414
Rgcc,-3.5719311,0.2614371,0.00035435872918494814,0.0007806525418709155,0.030524393425515262,0.06803620882073327,0.06197758,0.05196713
Emd,-3.577131,0.7055078,0.00034738604754500524,0.0007654172281700935,0.02269762588051135,0.059893357582771874,0.05116395,0.031684298
Trappc2l,-3.584668,1.412236,0.0003375074918823282,0.0007438341787137597,0.06887555439603443,0.11222254371099079,0.15970941,0.063035846
Dnajb1,-3.586,0.7737779,0.00033578889098902475,0.0007402894240954294,0.021132272371510566,0.05832265531352044,0.04725049,0.027906343
Snapc5,-3.5920768,0.52662456,0.00032805319949235875,0.0007234725435291923,0.019306026611009653,0.056379944612077876,0.04166955,0.029109323
Tmem43,-3.5930083,0.4761263,0.0003268822542292643,0.000720949369706996,0.018784242108009393,0.05580126482866945,0.03814125,0.027566124
Gsn,-3.5985339,1.0740118,0.00032001629900890645,0.0007060960711421675,0.10148708583355075,0.15095275492911173,0.23403394,0.11800562
Csnk2b,-3.618557,1.4286615,0.00029625025711999697,0.0006547330489236978,0.061309679102530656,0.1036663497705948,0.13959923,0.054158423
Tmem101,-3.6197088,0.54366577,0.00029493481428793765,0.0006518794488703533,0.020871380120010434,0.05832265531352044,0.045451056,0.031401798
Nacad,-3.6217759,0.71191,0.0002925876001913684,0.0006469043707020546,0.02426297938951213,0.06200140536518828,0.05026062,0.030983893
Sdhaf4,-3.6235626,1.1398978,0.00029057290730556077,0.0006426614552062243,0.03495956170101748,0.0738230066548175,0.08157938,0.03784669
Chrac1,-3.6372566,0.83274454,0.00027555739452060396,0.0006098029312113844,0.027132794156013565,0.06530814698466499,0.06270778,0.035690702
Dmap1,-3.6457217,0.6456716,0.0002666424937996057,0.0005903175256155067,0.018001565353509,0.055553259207208695,0.040850602,0.026303204
Taf10,-3.6649046,1.3440391,0.00024743070796262465,0.0005485983268384953,0.06078789459953039,0.10350101268962096,0.13869318,0.056950733
Zmat2,-3.6702025,1.5410607,0.00024235843144202588,0.000537529595777733,0.22854161231411427,0.33939569296904065,0.5489963,0.22424091
Rbm15b,-3.6717067,0.599241,0.0002409361989326964,0.00053441932188555,0.020610487868510306,0.05857066093498119,0.042581983,0.028310876
Cerox1,-3.6745892,0.42054707,0.00023823244750521057,0.0005285966857526843,0.02869814766501435,0.06716818914562063,0.055097565,0.041449815
Trp53rka,-3.6778326,0.27270743,0.00023522414577844782,0.0005220942340217159,0.01643621184450822,0.054147894018931095,0.032889474,0.027301287
Dnajc4,-3.6784074,0.58475286,0.00023469477391324021,0.0005209622945104308,0.01747978085050874,0.05530525358574794,0.03881996,0.026050452
Znhit3,-3.6793067,0.9042777,0.00023386882115421562,0.0005192146760649238,0.027393686407513697,0.06605216384904725,0.062258042,0.03374595
Cabp7,-3.6846476,1.0392189,0.00022901936709181898,0.0005088267234791777,0.02921993216801461,0.06816021163146364,0.06524253,0.032278355
BC029722,-3.7029388,1.0966086,0.0002131162821458736,0.0004740033524757573,0.036003130707018,0.07572438308601662,0.080533765,0.03846722
Tfip11,-3.7057934,0.65110403,0.00021072997819002355,0.00046881226312021305,0.01904513435950952,0.05728929855743397,0.04243418,0.027229205
Ddit3,-3.7357385,0.43310845,0.0001871650264283289,0.0004171816059833428,0.018784242108009393,0.05728929855743397,0.04140762,0.030832719
Camk2n2,-3.7559767,1.4479402,0.00017266676613869367,0.00038537719130714337,0.06809287764153404,0.11325590046707726,0.15969667,0.06153629
Inafm2,-3.7565022,0.29446426,0.0001723048532645226,0.00038463333116372204,0.014088181581007045,0.05249452320919274,0.031173993,0.02549117
Rtl6,-3.756833,0.957667,0.00017207726630244366,0.0003841891271746291,0.030524393425515262,0.07026825941388005,0.06607826,0.034567818
Rfk,-3.7580857,0.78721964,0.00017121824571661445,0.0003823029967097749,0.02817636316201409,0.0677055346587856,0.061452888,0.03606807
Acta1,-3.7607298,0.29309455,0.00016941839024284732,0.0003784414453259047,0.01174015131750587,0.05005580126482867,0.027841238,0.02278043
Ppil1,-3.7737727,0.41838413,0.00016079725875071724,0.00035942287186022565,0.015653535090007827,0.05431323109990493,0.03324746,0.024981365
Doc2a,-3.7754295,0.35379946,0.0001597322498587523,0.0003571017184212226,0.01174015131750587,0.0502211383458025,0.027615083,0.021673935
Atp5d,-3.781735,1.5950093,0.00015573913111449348,0.00034825208455646666,0.1672319332115836,0.24453354276030256,0.39906535,0.15043719
Cisd1,-3.7844005,1.5734216,0.00015407953723799742,0.0003446650987000492,0.1747978085050874,0.25540445583433224,0.41562533,0.15969436
Nap1l3,-3.7890687,1.3645928,0.0001512131098492752,0.0003383657779522006,0.057918079833028956,0.10151696771793493,0.1286845,0.051958278
Cend1,-3.7911584,1.6364394,0.0001499463122063442,0.0003355869905867457,0.12653274197756326,0.18745091555408588,0.2973749,0.10561461
Sec62,-3.7915893,1.0069115,0.00014968638229590688,0.00033503316054069287,0.38351160970519177,0.6532468069276237,0.96392405,0.5917255
Thap7,-3.7968934,0.5943122,0.0001465207649313324,0.00032797508777948197,0.01904513435950952,0.05819865250279006,0.042313825,0.02822625
C1ql2,-3.7995782,0.87278074,0.00014494253334991432,0.0003245775373874654,0.03991651447951996,0.08109783821766627,0.094222024,0.052550748
Tmed3,-3.808312,0.64680624,0.0001399187183504382,0.0003134580592026242,0.02426297938951213,0.06390278179638738,0.055127695,0.035558466
Thop1,-3.8119454,0.72466666,0.0001378773049951797,0.0003089619869252338,0.022175841377511087,0.06171206547348407,0.047519043,0.029024407
Rps26,-3.8190181,1.4919899,0.00013398393073140688,0.0003003126642269689,0.23949908687711974,0.35964948538833547,0.596871,0.25484186
Gabarapl2,-3.8237388,1.6231394,0.00013144309334992606,0.00029471594778976244,0.16097051917558047,0.2360600173603935,0.38729122,0.14283933
Raly,-3.8278968,0.84322107,0.00012924293094430302,0.0002899279975349325,0.02948082441951474,0.06985491671144546,0.0657773,0.03719641
Pnpo,-3.8284984,0.9562585,0.0001289274505598518,0.00028926858688570623,0.02817636316201409,0.06844955152316785,0.06148562,0.032160945
Zfp428,-3.8343625,1.2764627,0.00012589041930638592,0.00028266696471651955,0.04226454474302113,0.08423924275616913,0.09945799,0.04226229
Eif3d,-3.8475213,1.3277953,0.00011931885111262581,0.00026809077091698765,0.055048265066527526,0.09887157442235357,0.12611678,0.052163173
Diras1,-3.847745,0.7819254,0.00011921009524024331,0.0002678912151129328,0.024523871641012263,0.06464679866076964,0.05117974,0.030083383
Qpct,-3.8528514,0.5231404,0.00011675024349352976,0.00026247314614049065,0.021914949126010958,0.0618774025544579,0.049212474,0.034499366
Psat1,-3.854708,0.47227094,0.000115867865069952,0.00026051121533173877,0.03417688494651709,0.07498036622163436,0.065575734,0.047697403
H1f0,-3.8611326,0.90004224,0.00011286256400018888,0.00025386046330864515,0.035481346204017744,0.07675773984210309,0.07805181,0.042581685
Trf,-3.870368,0.8635974,0.00010867113659965606,0.0002445760482814941,0.20140881815810072,0.2840491051130492,0.49705043,0.30295733
Cd9,-3.8727136,0.67115873,0.00010763032874498682,0.0002422741839136966,0.07357161492303678,0.11929070392262224,0.1612658,0.10426849
Opalin,-3.8753984,0.48311675,0.00010645040690257458,0.00023963827358178442,0.08426819723454214,0.13115363948249495,0.1836573,0.134735
Ppp1r14b,-3.8844457,0.6963141,0.00010256360382139565,0.00023096580914187906,0.027132794156013565,0.06782953746951598,0.058314238,0.03638832
Gm49497,-3.8866901,0.71577805,0.00010162035253305262,0.00022889922647020903,0.033394208192016696,0.07469102632993015,0.07547959,0.04663231
Rac3,-3.8897972,0.3035557,0.00010032802792021832,0.00022600721916635365,0.014870858335507435,0.05468523953209606,0.032544367,0.026450062
Rpl6,-3.9028058,1.3279785,9.508399071930238e-05,0.00021430186467267699,0.3154187320636577,0.5049394452940933,0.7932789,0.39354527
Cd302,-3.9146647,0.426244,9.052988280367833e-05,0.0002042261733636837,0.019566918862509785,0.05993469185301534,0.042535923,0.031826157
Dmac1,-3.9153728,1.2222736,9.026461347746494e-05,0.00020364757074614942,0.042003652491521,0.08473525399909064,0.09927314,0.043761164
Psmd8,-3.9189012,1.4608417,8.89536050556532e-05,0.00020072080683955338,0.07748499869553874,0.12611085851279297,0.17489646,0.06712701
Ruvbl2,-3.919621,0.51695544,8.86883524583783e-05,0.00020013908041963759,0.01747978085050874,0.057785309800355476,0.038079266,0.026763313
Smim45,-3.9221919,0.93588996,8.774705289486022e-05,0.00019803152286955268,0.028959039916514478,0.07026825941388005,0.06350136,0.033695843
Selenop,-3.9518437,0.56675255,7.755137449624274e-05,0.00017536021482067175,0.08478998173754239,0.1326830074815029,0.17346618,0.12034361
Xab2,-3.9536734,0.6307888,7.696043920850716e-05,0.00017406792942193498,0.021393164623010698,0.06233207952713595,0.04706277,0.030646339
Gpr37l1,-3.9609299,0.2628895,7.465848801029015e-05,0.00016891828669893033,0.04956952778502478,0.09258876534534782,0.10245346,0.08609857
Mrpl18,-3.961135,1.1745522,7.459434644007052e-05,0.00016878737590271113,0.05765718758152883,0.102963667176456,0.12838303,0.058918383
Mrpl35,-3.9675748,1.1453222,7.260772091050788e-05,0.00016434752429158003,0.03469866944951735,0.07712974827429422,0.081369996,0.037608385
Fuom,-3.993823,1.0143554,6.501640451817686e-05,0.00014731349940158635,0.034437777198017216,0.07696441119332038,0.077464096,0.03909857
Arhgdig,-3.9980721,1.5513513,6.386047908770354e-05,0.00014475544736684614,0.0821810592225411,0.1328896788327202,0.1974721,0.071844555
Mrpl44,-4.011638,0.5062684,6.029881536360649e-05,0.00013683212303184752,0.018262457605009132,0.059521349150580743,0.040916454,0.028980302
Surf1,-4.013061,1.0164677,5.9936452079840675e-05,0.0001360328125167091,0.04122097573702061,0.08477658826933411,0.09101329,0.046025474
Eif1ad,-4.016259,0.8779484,5.9129198351413015e-05,0.00013422333021056583,0.02765457865901383,0.069813582441202,0.061695658,0.034042273
Slc39a1,-4.024257,0.39324054,5.715548049720913e-05,0.00012977587974987402,0.019566918862509785,0.06105071714958872,0.04085204,0.031255957
Slc35e4,-4.0330863,0.45815694,5.5049066724908585e-05,0.00012505651191226696,0.021393164623010698,0.06311743066176166,0.04375378,0.032037374
Ier5l,-4.035089,0.5256807,5.4581632183746214e-05,0.00012403657449063437,0.018262457605009132,0.05981068904228496,0.041592415,0.029073874
8430422H06Rik,-4.0369263,1.0178722,5.415612551816143e-05,0.00012308002137130996,0.054004696060527005,0.09961559128673583,0.12668847,0.06457008
Nudt11,-4.0407453,0.38049516,5.328155721374395e-05,0.00012113338204021491,0.018784242108009393,0.06038936882569338,0.037651878,0.029048534
Gltp,-4.0459185,0.530046,5.2118334846304585e-05,0.00011855906343719982,0.027393686407513697,0.06964824536022816,0.055749755,0.038936995
Gsto1,-4.0520167,0.94189733,5.0778014330653764e-05,0.00011555901118528556,0.030785285677015394,0.07357500103335676,0.068934605,0.036476087
Use1,-4.0645494,1.081164,4.812533259109287e-05,0.00010958709209514113,0.0453952517610227,0.09006737486049683,0.10435429,0.050681874
Taf7,-4.065183,0.38494933,4.7994716641615044e-05,0.00010929892670227954,0.017740673102008872,0.059521349150580743,0.03907623,0.030060789
B2m,-4.0965242,0.8801575,4.193998517654494e-05,9.572134559532512e-05,0.07252804591703627,0.12110941181333444,0.15659226,0.08810311
Slc35b2,-4.107906,0.43696383,3.9926238698120857e-05,9.121826662856113e-05,0.02243673362901122,0.06501880709296078,0.048313275,0.035911944
Prdx4,-4.111715,0.5231383,3.927313221648976e-05,8.976429590482135e-05,0.022175841377511087,0.06481213574174348,0.05015881,0.03516779
Nsmce4a,-4.118632,0.7256387,3.811288570764617e-05,8.716428963864607e-05,0.026611009653013305,0.06968957963047162,0.06034062,0.036923006
Atp6v1g1,-4.11884,1.3967779,3.807843347745597e-05,8.709291007313942e-05,0.09966084007304983,0.15554085892613567,0.23212548,0.094607525
Flywch2,-4.120007,0.4063718,3.788611732262223e-05,8.668994059940894e-05,0.014609966084007305,0.056751953044269006,0.03492205,0.026461622
Atp2a2,-4.14003,0.297877,3.472603241154724e-05,7.956075127031671e-05,0.4466475345682233,0.814615797958087,1.1468704,1.0107089
Asphd1,-4.1438622,0.58096975,3.415047507615701e-05,7.827546407031808e-05,0.018262457605009132,0.060926714338858344,0.040510118,0.02726258
Ado,-4.160918,0.59979314,3.1697067400903935e-05,7.270168169545785e-05,0.02765457865901383,0.07117761335923614,0.056965783,0.037950743
Tmem134,-4.179684,0.73647225,2.9191398827212902e-05,6.702323220432459e-05,0.026350117401513176,0.07006158806266276,0.058734927,0.035665218
Ier5,-4.185341,0.5947472,2.8473836142168704e-05,6.539806625695129e-05,0.025567440647012784,0.06923490265779357,0.056862965,0.038011823
Svbp,-4.1913176,0.6052993,2.773389251082941e-05,6.372036697443235e-05,0.026611009653013305,0.07039226222461042,0.057785384,0.038358092
Frzb,-4.1946225,0.6349471,2.733263574098402e-05,6.280919544686913e-05,0.026089225150013044,0.06989625098168892,0.052810248,0.034325976
Gatd1,-4.194878,0.699408,2.730182038068284e-05,6.274374902745022e-05,0.020349595617010174,0.06373744471541355,0.04864134,0.030233344
Mzt2,-4.2010818,0.6690492,2.656426804841968e-05,6.10748594558943e-05,0.022175841377511087,0.06572148968709958,0.050847083,0.032279156
Mcts2,-4.206923,0.33867878,2.588711572852391e-05,5.954856601536148e-05,0.016175319593008088,0.059314677799363454,0.035117842,0.027871266
Cldn11,-4.21006,1.0274637,2.5530252545249562e-05,5.8747785038182394e-05,0.15992695016957997,0.2337452982267598,0.39289477,0.21195653
Ramac,-4.21794,1.1878061,2.465445985163318e-05,5.6756797139597633e-05,0.048004174276024,0.09477948166825115,0.111488864,0.050477035
Stoml2,-4.223443,1.012303,2.4059846170235325e-05,5.5402182414450524e-05,0.036524915210018265,0.08167651800107469,0.08065281,0.04079696
Prnp,-4.2258234,0.9225015,2.380684144996679e-05,5.4833690190348675e-05,0.3855987477171928,0.6671764559996693,0.9781377,0.6288985
Polr1h,-4.2265854,0.9705997,2.3726429585631315e-05,5.465316442056695e-05,0.033394208192016696,0.07828710784111106,0.07655972,0.039799765
Tmem167b,-4.2330747,0.2590519,2.3051798457524423e-05,5.311738483437795e-05,0.01695799634750848,0.06038936882569338,0.03502007,0.029347606
Igfbp4,-4.250702,0.96507066,2.1310157205797463e-05,4.9171655141243265e-05,0.037568484216018785,0.08320588600008266,0.085775584,0.044857033
Coa5,-4.2510285,0.31580886,2.1279100710934134e-05,4.9108428764304746e-05,0.018262457605009132,0.06196007109494482,0.0370054,0.02983746
Tmem121,-4.275144,0.8781909,1.9101368888067186e-05,4.4154661220093366e-05,0.03026350117401513,0.07539370892406895,0.0695267,0.03842415
Smim29,-4.2944584,1.010934,1.7512042412902286e-05,4.054006889245149e-05,0.03809026871901904,0.0842805770264126,0.09034326,0.045850623
Nelfcd,-4.3047585,0.39426613,1.6716811280292132e-05,3.8732492808609954e-05,0.018262457605009132,0.06253875087835324,0.03831588,0.029286291
Ndufa6,-4.3129635,1.5304021,1.6108080305727484e-05,3.734461758540962e-05,0.14505609183407253,0.2182862811557062,0.34674236,0.13407236
Selenok,-4.3175273,1.506485,1.577868599617397e-05,3.659042830043968e-05,0.16644925645708322,0.24920431529781342,0.39785963,0.15869796
Ddx56,-4.333739,0.37468404,1.465981803503427e-05,3.4031041952602227e-05,0.018001565353509,0.0625800851485967,0.03855094,0.029863503
Zbtb33,-4.3441687,0.32257745,1.3980401318040137e-05,3.2465075051053366e-05,0.018001565353509,0.06266275368908363,0.03639884,0.029211303
Sf3a2,-4.344731,0.6534547,1.3944664980441037e-05,3.2387686751184254e-05,0.026089225150013044,0.07134295044020998,0.054916725,0.035261024
