names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Vps13a,-3.6157427,-2.8466861,0.0002994878876297566,0.04421560187149209,0.07692307692307693,0.7093273157102944,0.20724317,0.9770166
Hnrnpu,-3.6188219,-2.5639079,0.00029594727992867395,0.04393427299272635,0.15384615384615385,0.7564653628483415,0.25877136,1.0102727
Kcnma1,-3.6222107,-2.4793425,0.0002920959696025899,0.043603437240119954,0.38461538461538464,0.85772619815173,0.9057538,2.2212148
Kdm7a,-3.622658,-29.525219,0.0002915911962672384,0.043603437240119954,0.0,0.5802349738519952,0.0,0.5724706
Rev3l,-3.626976,-2.85171,0.0002867600372585087,0.043287877534472635,0.15384615384615385,0.7436779138906798,0.22233823,1.0286802
Btbd7,-3.6284726,-29.445505,0.00028510306697279,0.04328090061897665,0.0,0.5811662726556344,0.0,0.5487606
Appl1,-3.6286962,-29.39877,0.0002848562454446257,0.04328090061897665,0.0,0.5812020918403897,0.0,0.5352077
Nipbl,-3.6301584,-2.7169588,0.00028324733984481124,0.04328090061897665,0.15384615384615385,0.7977290636865105,0.28790265,1.1611356
Impact,-3.630709,-29.412771,0.00028264384337653485,0.04328090061897665,0.0,0.581524464503188,0.0,0.539241
Dock9,-3.636919,-2.5603852,0.0002759185962825533,0.04285510220874108,0.07692307692307693,0.7143778207607995,0.27326447,1.0485952
Csmd1,-3.6406865,-2.0615396,0.00027191213111717703,0.04247836606464272,0.6923076923076923,0.9438355183036035,2.2409887,3.585603
Ube3c,-3.6416843,-3.3814392,0.00027086022763879653,0.04247836606464272,0.07692307692307693,0.6926713947990544,0.11493249,0.8194574
Asxl1,-3.6432323,-29.433424,0.00026923551216642596,0.04247836606464272,0.0,0.5835303388494878,0.0,0.54523265
Smg6,-3.6433356,-2.8252187,0.00026912752325565286,0.04247836606464272,0.07692307692307693,0.7121928504907228,0.18158187,0.8801066
Thada,-3.6443505,-29.437756,0.00026806779268922853,0.04247836606464272,0.0,0.5837094347732645,0.0,0.5464956
Ago3,-3.6444023,-3.3841882,0.0002680140127268819,0.04247836606464272,0.07692307692307693,0.691417723332617,0.11493249,0.820525
Pten,-3.6478944,-2.849215,0.0002643983084414778,0.04247836606464272,0.07692307692307693,0.7112615516870836,0.17297015,0.8589718
Ablim2,-3.6488233,-29.57891,0.00026344422437078616,0.04247836606464272,0.0,0.5844258184683716,0.0,0.58886194
Dlg2,-3.656771,-1.968687,0.0002554124370564506,0.041847147461627,0.6923076923076923,0.9555842109033599,2.4246676,3.7210915
Tmem131,-3.658216,-29.410992,0.0002539770108381681,0.041847147461627,0.0,0.5859302242280966,0.0,0.5387279
Tmod2,-3.6648562,-3.7466261,0.000247477609593345,0.04104767512205666,0.07692307692307693,0.6636578551472169,0.07718948,0.73099434
Cacnb4,-3.6652691,-2.9719455,0.0002470786978113538,0.04104767512205666,0.15384615384615385,0.769825918762089,0.32217565,1.3818959
Phf14,-3.668572,-2.6889706,0.00024390904796037,0.04096147574184463,0.15384615384615385,0.7945053370585285,0.32217565,1.2387362
Srcap,-3.6693976,-29.441227,0.00024312261702115712,0.04096147574184463,0.0,0.5877211834658643,0.0,0.54750836
Wdr37,-3.6702921,-29.440887,0.00024227333484494148,0.04096147574184463,0.0,0.5878644602048857,0.0,0.5474095
Ssbp2,-3.6743176,-3.019365,0.0002384858928713668,0.04081602510480016,0.15384615384615385,0.7729780070205602,0.28528923,1.3020604
Camsap2,-3.6761067,-29.478983,0.0002368204795481876,0.04079080952217821,0.0,0.588795759008525,0.0,0.558627
Hdgfl3,-3.6785667,-29.485113,0.00023454834844659978,0.04066009111458152,0.0,0.5891897700408338,0.0,0.5604485
Rev1,-3.681474,-29.472315,0.00023188947800706466,0.040460196584739136,0.0,0.5896554194426535,0.0,0.5566506
Snhg14,-3.6882346,-2.709621,0.00022581539456585013,0.03965790622212021,0.3076923076923077,0.8172505193781789,0.68072987,1.9987811
Asph,-3.6915376,-29.653849,0.00022290250779050973,0.039403884107440765,0.0,0.5912672827566444,0.0,0.6123103
Rbm39,-3.6916924,-2.6063223,0.0002227668354726971,0.039403884107440765,0.23076923076923078,0.8590873271724335,0.47004348,1.5377406
Pals2,-3.6935503,-29.721573,0.00022114480273225493,0.039403884107440765,0.0,0.5915896554194426,0.0,0.63408065
Hdac8,-3.6944792,-3.8827817,0.00022033795049672584,0.039403884107440765,0.07692307692307693,0.662654917974067,0.07718948,0.7810439
Rasgrf1,-3.6949952,-3.0321271,0.0002198908942859607,0.039403884107440765,0.15384615384615385,0.7502686438856652,0.27007252,1.2630901
Unc80,-3.6962512,-2.751329,0.00021880661218321416,0.039403884107440765,0.15384615384615385,0.7510924851350383,0.3498235,1.3402666
Smg7,-3.699812,-29.471174,0.00021575923893814444,0.039403884107440765,0.0,0.5925925925925926,0.0,0.5563142
Tom1l2,-3.7018936,-3.2017233,0.00021399642681480799,0.039403884107440765,0.07692307692307693,0.7151658428254173,0.14514877,0.89086425
Pip5k1b,-3.7069683,-30.18322,0.00020975517749477655,0.03913973346725449,0.0,0.593738806504764,0.0,0.7971215
Gigyf2,-3.7073984,-3.4363234,0.00020939940192586613,0.03913973346725449,0.07692307692307693,0.7024858514220217,0.11493249,0.8409124
Lrp6,-3.7078629,-29.47097,0.00020901580092364875,0.03913973346725449,0.0,0.5938820832437853,0.0,0.5562535
Csmd2,-3.7091358,-3.2240984,0.00020796783053986763,0.03913973346725449,0.07692307692307693,0.7259474174367792,0.22150585,1.1990571
B230209E15Rik,-3.7123356,-29.847723,0.0002053554928123089,0.03913973346725449,0.0,0.5945984669388925,0.0,0.67609406
Tent2,-3.7154665,-29.488432,0.00020282919547972168,0.03913973346725449,0.0,0.5950999355254675,0.0,0.56143564
Nup98,-3.7235172,-29.483572,0.00019646641021119356,0.038254003205614284,0.0,0.5963894261766602,0.0,0.5599882
Arid4b,-3.724515,-3.2151663,0.00019569105307393517,0.038254003205614284,0.07692307692307693,0.7172791747259832,0.14014044,0.8742396
Mapkap1,-3.724859,-29.49405,0.00019542435589438653,0.038254003205614284,0.0,0.5966043412851924,0.0,0.56310946
Ahcyl1,-3.72799,-29.49851,0.00019301305799277775,0.038254003205614284,0.0,0.5971058098717673,0.0,0.56444377
Zfp644,-3.7316024,-3.7684147,0.00019026554098462595,0.038152500643708204,0.07692307692307693,0.6708933304677985,0.07718948,0.7388551
Iqsec2,-3.73291,-29.671041,0.00018928029205355238,0.038152500643708204,0.0,0.5978938319363851,0.0,0.6177868
Herc4,-3.736488,-29.611506,0.0001866082854733144,0.03798609568687847,0.0,0.5984669388924708,0.0,0.59897864
Rab28,-3.746328,-29.523207,0.00017944192866403734,0.036806142161852545,0.0,0.6000429830217064,0.0,0.571862
Actr2,-3.7474463,-29.5671,0.0001786441470936622,0.036806142161852545,0.0,0.6002220789454832,0.0,0.58522725
Dclk1,-3.7506802,-3.4182222,0.00017635544896272266,0.03673388305138262,0.15384615384615385,0.8287126584998925,0.41776937,1.8784883
Nebl,-3.7510417,-3.292438,0.00017610151555395756,0.03673388305138262,0.15384615384615385,0.7478687585070564,0.2637759,1.3755566
Kif2a,-3.756168,-29.573832,0.0001725349374478915,0.03650404542696728,0.0,0.6016190271509421,0.0,0.5872949
Raph1,-3.7563915,-29.798708,0.0001723809056684818,0.03650404542696728,0.0,0.6016548463356974,0.0,0.6595456
Farp1,-3.7577333,-30.024372,0.00017145942763406095,0.03650404542696728,0.0,0.6018697614442295,0.0,0.7381355
Epha7,-3.7638748,-3.7087333,0.00016730071344358633,0.036252985243783585,0.07692307692307693,0.7095422308188266,0.18158187,1.2818753
Miat,-3.7669024,-29.857233,0.00016528557767206333,0.03610750790283205,0.0,0.6033383480191991,0.0,0.6793396
Ptbp2,-3.7684507,-3.3279662,0.0001642639563697038,0.03610750790283205,0.07692307692307693,0.7246579267855864,0.13978508,0.9189104
Ica1,-3.7707558,-3.9742327,0.00016275387795405567,0.03610750790283205,0.07692307692307693,0.6590013611290207,0.07718948,0.815905
Fubp1,-3.7710311,-3.7976992,0.00016257444555606385,0.03610750790283205,0.07692307692307693,0.6756214628555054,0.07718948,0.74951077
2210408F21Rik,-3.7778604,-29.9401,0.00015818143547793,0.03571710227976453,0.0,0.6050934880722115,0.0,0.7080718
Cbfa2t2,-3.7789786,-29.610783,0.00015747290786853697,0.03571710227976453,0.0,0.6052725839959883,0.0,0.59875244
Tbck,-3.7792022,-29.574697,0.00015733156123479028,0.03571710227976453,0.0,0.6053084031807436,0.0,0.58756226
Map3k2,-3.7803204,-29.548376,0.00015662661734285478,0.03571710227976453,0.0,0.6054874991045204,0.0,0.57949764
Dync1i2,-3.7804236,-3.1569567,0.00015656169568623775,0.03571710227976453,0.07692307692307693,0.7354395013969482,0.18158187,1.021004
Uvrag,-3.7868059,-29.635511,0.00015259621417852164,0.03571710227976453,0.0,0.6065262554624257,0.0,0.6065117
Far1,-3.7921903,-3.875234,0.00014932440053605348,0.035507492410652715,0.07692307692307693,0.6723619170427682,0.07718948,0.77821225
Atp6v1h,-3.7937386,-29.621338,0.0001483959197085821,0.035507492410652715,0.0,0.6076366501898417,0.0,0.60205615
Vps13c,-3.7992435,-3.9460862,0.00014513848791137485,0.03513397450611389,0.07692307692307693,0.6731857582921412,0.07718948,0.8050708
Ppp1r12a,-3.8041635,-2.7704923,0.00014228425223026847,0.0347561623402483,0.15384615384615385,0.7771330324521813,0.26959634,1.1350764
6820431F20Rik,-3.806847,-3.8347194,0.0001407497619422765,0.034696753242100635,0.07692307692307693,0.6786302743749553,0.07718948,0.76312447
Jarid2,-3.819233,-3.3033824,0.00013386731683681175,0.033305692624121586,0.07692307692307693,0.7309979224872842,0.14514877,0.933013
Srgap3,-3.821194,-3.1684976,0.0001328071161300525,0.033305692624121586,0.15384615384615385,0.751056665950283,0.21697457,1.1564612
Cpeb4,-3.8226047,-3.449168,0.00013204941312690432,0.033305692624121586,0.07692307692307693,0.7298517085751128,0.13978508,0.9702455
Kdm5b,-3.826613,-29.654848,0.00012991859796233056,0.03324678787855068,0.0,0.6129020703488789,0.0,0.61262894
Tcf20,-3.8286428,-3.5043914,0.00012885187351023244,0.03324678787855068,0.07692307692307693,0.7335410846049144,0.14514877,1.019828
Mtmr3,-3.8301222,-3.861373,0.0001280796362955097,0.03324678787855068,0.07692307692307693,0.6846120782290995,0.07718948,0.77302676
Clvs1,-3.836229,-29.90311,0.0001249378413973233,0.0329125470426086,0.0,0.6144422952933591,0.0,0.69514704
Zfand3,-3.8425252,-2.881981,0.00012177484337963574,0.03239693110505755,0.07692307692307693,0.7488000573106957,0.21532589,1.0192628
Ndfip1,-3.8464131,-2.4833982,0.00011985959956423064,0.03220627440290877,0.07692307692307693,0.7490507916039831,0.25053042,0.9524736
Thoc2l,-3.84674,-29.687151,0.00011969988443245584,0.03220627440290877,0.0,0.6161257969768608,0.0,0.6229482
Rabgap1,-3.8478582,-3.4432049,0.00011915500677292877,0.03220627440290877,0.07692307692307693,0.7371230030804499,0.14014044,0.9693713
Adam23,-3.8512986,-4.109107,0.0001174930922676545,0.03220627440290877,0.07692307692307693,0.6703918618812236,0.07718948,0.86912423
Limch1,-3.8514018,-3.5174866,0.00011744357416634569,0.03220627440290877,0.07692307692307693,0.7321083172147002,0.15909502,1.0901881
Hnrnph1,-3.8530018,-29.632132,0.00011667855577936036,0.03220627440290877,0.0,0.6171287341500108,0.0,0.6054462
Gatad2b,-3.8579044,-3.8803904,0.00011436330798147389,0.03220627440290877,0.07692307692307693,0.6889461995844974,0.07718948,0.7801471
Cpeb3,-3.8600721,-3.377325,0.0001133535987135802,0.03220627440290877,0.07692307692307693,0.7475463858442581,0.17429015,1.0914309
Lncpint,-3.8687766,-3.638846,0.00010938280474355866,0.03194691264629806,0.07692307692307693,0.749946271222867,0.18658641,1.2684174
Tnks2,-3.8784962,-29.68353,0.00010510420989499055,0.031034616701960397,0.0,0.6212121212121212,0.0,0.6217881
9930021J03Rik,-3.8795798,-3.9466827,0.0001046370386336309,0.031034616701960397,0.07692307692307693,0.6864030374668673,0.07718948,0.8053009
Mcu,-3.8809562,-29.934683,0.00010404662916538254,0.031034616701960397,0.0,0.6216061322444301,0.0,0.7061675
Stxbp1,-3.885876,-29.763098,0.0001019615247793033,0.031034616701960397,0.0,0.6223941543090479,0.0,0.64769983
Calm2,-3.8874414,-2.82319,0.00010130639646830442,0.031034616701960397,0.15384615384615385,0.8576545597822194,0.36129093,1.4060707
Frmd5,-3.888835,-3.6663978,0.00010072660451989039,0.031034616701960397,0.07692307692307693,0.7404541872626978,0.20739172,1.3676629
Nktr,-3.8920174,-3.5476837,9.941411327793397e-05,0.031034616701960397,0.07692307692307693,0.7447524894333405,0.14514877,1.039117
Zzef1,-3.8923614,-29.684525,9.92731934073339e-05,0.031034616701960397,0.0,0.6234329106669532,0.0,0.6221065
Prr14l,-3.8966105,-29.74008,9.754830641148749e-05,0.031034616701960397,0.0,0.624113475177305,0.0,0.64012533
Cacna1c,-3.8974018,-3.415589,9.723021411946316e-05,0.031034616701960397,0.15384615384615385,0.7845476036965399,0.33025837,1.6439841
Cacna1a,-3.9023046,-3.2932215,9.528115073437424e-05,0.031034616701960397,0.15384615384615385,0.7530625402965828,0.25471756,1.3464634
Sdccag8,-3.9033196,-29.77519,9.488229675937435e-05,0.031034616701960397,0.0,0.6251880507199656,0.0,0.6517043
Rasgef1a,-3.9120412,-29.915293,9.151925400198942e-05,0.031034616701960397,0.0,0.6265849989254244,0.0,0.6993835
Phactr3,-3.9247885,-29.834908,8.68059778038594e-05,0.02990354645627823,0.0,0.6286266924564797,0.0,0.67174
Me3,-3.9319448,-30.274496,8.426141989707849e-05,0.02940395263161687,0.0,0.629772906368651,0.0,0.8323699
Wdfy3,-3.9330459,-3.505449,8.387626228734983e-05,0.02940395263161687,0.07692307692307693,0.7523461566014757,0.14514877,1.0203013
Slc16a7,-3.9393246,-29.93613,8.171126936946917e-05,0.029274424106101822,0.0,0.6309549394655778,0.0,0.70667756
Tasp1,-3.9484937,-29.842594,7.864446707847749e-05,0.02855644365403635,0.0,0.6324235260405473,0.0,0.6743495
Kcnj6,-3.9516246,-30.268719,7.762242578558208e-05,0.02855644365403635,0.0,0.6329249946271223,0.0,0.83011436
A330023F24Rik,-3.9522266,-3.875303,7.742732460097443e-05,0.02855644365403635,0.07692307692307693,0.7179597392363349,0.11493249,1.0251093
Pkia,-3.953861,-29.916162,7.69000987622434e-05,0.02855644365403635,0.0,0.6332831864746759,0.0,0.6996865
Stox2,-3.9829679,-3.667719,6.805995123517698e-05,0.026125298424131506,0.07692307692307693,0.74822695035461,0.14014044,1.0687752
Camta1,-3.9853418,-3.2875807,6.738303978690839e-05,0.026125298424131506,0.15384615384615385,0.7736227523461566,0.21697457,1.2137635
Zfp280d,-4.0000844,-3.75362,6.331985574530506e-05,0.025020654762887454,0.07692307692307693,0.7396303460133248,0.11493249,0.9718489
Zmym4,-4.001581,-3.6245818,6.2920598453807e-05,0.025020654762887454,0.07692307692307693,0.7608711225732502,0.14514877,1.0738862
Huwe1,-4.0033016,-3.3108263,6.246462611916964e-05,0.025020654762887454,0.07692307692307693,0.7729063686510494,0.18158187,1.0905327
Kdm2a,-4.004179,-29.804398,6.223328646496038e-05,0.025020654762887454,0.0,0.6413425030446307,0.0,0.66145056
Adk,-4.011335,-30.063263,6.037634154705274e-05,0.025020654762887454,0.0,0.6424887169568021,0.0,0.7522982
Prpf40a,-4.0227404,-29.835196,5.752487386934431e-05,0.024534815251893362,0.0,0.6443154953793252,0.0,0.6718391
Phf20l1,-4.0307913,-3.5590932,5.558938353770943e-05,0.02409172154287504,0.07692307692307693,0.7758077226162332,0.18158187,1.2080321
Pacsin1,-4.034576,-4.1967177,5.470100629875662e-05,0.02409172154287504,0.07692307692307693,0.6976502614800487,0.07718948,0.90482974
5330434G04Rik,-4.0368295,-30.337923,5.4178424841488204e-05,0.02409172154287504,0.0,0.6465721040189125,0.0,0.8574502
Trim44,-4.0430913,-29.86184,5.275108534671518e-05,0.02402409598756334,0.0,0.6475750411920624,0.0,0.68091506
Dapk1,-4.046222,-30.209229,5.205084925496779e-05,0.02402409598756334,0.0,0.6480765097786374,0.0,0.80706763
Cyfip1,-4.054273,-30.059965,5.0290467933892455e-05,0.023707103041819125,0.0,0.6493660004298302,0.0,0.7510899
Tsc22d1,-4.0590725,-4.183636,4.9268016727129654e-05,0.023639850168892387,0.07692307692307693,0.7024858514220217,0.07718948,0.899445
Med12l,-4.059829,-4.2569327,4.910857997243386e-05,0.023639850168892387,0.07692307692307693,0.6987964753922201,0.07718948,0.92989254
Focad,-4.064973,-4.4190927,4.803801992007793e-05,0.023639850168892387,0.07692307692307693,0.6959309406117917,0.07718948,0.99943894
Gbf1,-4.075071,-29.89143,4.6000314253756637e-05,0.023321291396196996,0.0,0.6526971846120783,0.0,0.69109625
Ythdf3,-4.0931854,-29.877573,4.2548726139009334e-05,0.02198623598759963,0.0,0.655598538577262,0.0,0.6863153
Fer,-4.095198,-30.07873,4.2180755946989386e-05,0.02198623598759963,0.0,0.6559209112400601,0.0,0.7579835
Dock3,-4.098432,-3.5400853,4.159580381987683e-05,0.02198623598759963,0.15384615384615385,0.8066838598753492,0.2773074,1.5512594
Plxna2,-4.1097345,-30.24837,3.9611453338702634e-05,0.021721627575733465,0.0,0.6582491582491582,0.0,0.8221806
Zfp608,-4.1222577,-30.279108,3.751768337285095e-05,0.02100208650476052,0.0,0.6602550325954581,0.0,0.83418167
Slit3,-4.124787,-4.4770494,3.7107851436020784e-05,0.02100208650476052,0.07692307692307693,0.7270578121641952,0.17297015,1.6496795
Baz2b,-4.1253543,-3.8815074,3.701643432325373e-05,0.02100208650476052,0.07692307692307693,0.7575757575757576,0.11493249,1.027869
Rc3h2,-4.1271777,-29.96266,3.6724235743255676e-05,0.02100208650476052,0.0,0.661043054660076,0.0,0.7160379
Ksr2,-4.1278486,-30.319523,3.661728084407638e-05,0.02100208650476052,0.0,0.661150512214342,0.0,0.8501249
Pakap,-4.1551323,-30.340487,3.250995284167599e-05,0.020314940298972885,0.0,0.6655204527544953,0.0,0.8584749
Fus,-4.1562333,-4.1678023,3.2353764436201026e-05,0.020314940298972885,0.07692307692307693,0.722293860591733,0.07718948,0.89295137
Rit2,-4.167656,-30.459032,3.077482533803732e-05,0.02016876967885519,0.0,0.6675263271007952,0.0,0.90664005
Syt16,-4.18577,-30.498512,2.842008389003777e-05,0.01909119135313287,0.0,0.6704276810659789,0.0,0.9230426
Nkain3,-4.187783,-31.124033,2.8169283751532322e-05,0.01909119135313287,0.0,0.6707500537287772,0.0,1.2060543
Gria3,-4.1910343,-3.9460018,2.776858462084226e-05,0.01909119135313287,0.15384615384615385,0.8051436349308689,0.28613582,1.8092139
Arhgap26,-4.1958337,-30.46345,2.718696771398895e-05,0.01909119135313287,0.0,0.6720395443799699,0.0,0.90846866
Bcas3,-4.203764,-3.9979951,2.6251249357533614e-05,0.01909119135313287,0.07692307692307693,0.763163550397593,0.11493249,1.0804673
Pak3,-4.2072906,-4.1721444,2.584506115432962e-05,0.01909119135313287,0.07692307692307693,0.7437137330754352,0.11493249,1.1618187
Dtna,-4.215101,-4.1702976,2.496667742966114e-05,0.01909119135313287,0.07692307692307693,0.7540654774697327,0.11493249,1.1609362
Cox16,-4.256043,-4.3824577,2.0807667130916298e-05,0.016942485327506696,0.07692307692307693,0.7284905795544093,0.07718948,0.98346657
St7,-4.258004,-30.348982,2.0626012975772355e-05,0.016942485327506696,0.0,0.6819972777419586,0.0,0.8618721
Cspp1,-4.269857,-30.2285,1.9559852946351586e-05,0.016942485327506696,0.0,0.6838956945339925,0.0,0.8144874
Agtpbp1,-4.2761188,-30.209686,1.9017997840014766e-05,0.016942485327506696,0.0,0.6848986317071424,0.0,0.8072411
Dync1i1,-4.2834296,-4.813944,1.840342783007774e-05,0.016942485327506696,0.07692307692307693,0.7184970270076653,0.07718948,1.180866
Rbfox3,-4.288109,-4.7659373,1.8020082105828416e-05,0.016942485327506696,0.07692307692307693,0.7204312629844545,0.07718948,1.1579247
Mbd5,-4.305346,-3.618328,1.667250318768344e-05,0.016592228172335334,0.15384615384615385,0.8457267712586861,0.31311062,1.7075274
Ptprs,-4.3083735,-4.4364185,1.6445945692779697e-05,0.016592228172335334,0.07692307692307693,0.7346514793323304,0.07718948,1.0070398
Zfp207,-4.313242,-30.166843,1.6087792434920966e-05,0.016592228172335334,0.0,0.6908446163765313,0.0,0.7908993
Neto1,-4.3221874,-30.929247,1.5448995692001707e-05,0.016592228172335334,0.0,0.6922773837667455,0.0,1.1134062
Cplane1,-4.3973284,-30.444931,1.0959139554429713e-05,0.012803133905544627,0.0,0.7043126298445448,0.0,0.9008239
Phactr1,-4.400167,-3.386371,1.0816761046589874e-05,0.012803133905544627,0.3076923076923077,0.890214198724837,0.6694785,2.3949528
Bltp1,-4.4045362,-4.420879,1.0601031199870521e-05,0.012803133905544627,0.07692307692307693,0.7523461566014757,0.07718948,1.0002209
Rasal2,-4.4054136,-4.3328695,1.0558213496426158e-05,0.012803133905544627,0.07692307692307693,0.8020273658571531,0.15909502,1.4985592
Jakmip2,-4.4554734,-30.67309,8.370821424478727e-06,0.011838103772407547,0.0,0.713625617880937,0.0,0.9977111
Slc17a7,-4.4639716,-30.624327,8.04542057165651e-06,0.011838103772407547,0.0,0.7149867469016405,0.0,0.976507
Unc79,-4.4700785,-5.0937366,7.819084990031315e-06,0.011838103772407547,0.07692307692307693,0.7409198366645176,0.07718948,1.3191618
Malat1,-4.47548,-1.4807624,7.623974405629077e-06,0.011838103772407547,1.0,0.9937316426678129,3.9727414,4.98698
Cdk13,-4.4764953,-30.424788,7.587836818685761e-06,0.011838103772407547,0.0,0.7169926212479404,0.0,0.89255714
Ecpas,-4.4895177,-4.6075516,7.138463831520409e-06,0.011838103772407547,0.07692307692307693,0.7543162117630203,0.07718948,1.0839444
Gphn,-4.4905324,-3.5524132,7.104530292715882e-06,0.011838103772407547,0.23076923076923078,0.8813668600902643,0.41709247,1.9561317
