names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Subiculum (for_DEGs),mean_expr_Rest (for_DEGs)
Mcc,20.760546,2.8654811,9.844228764976869e-96,5.086815902210163e-93,0.7482185273159145,0.3079876833906901,1.1686907,0.26567745
Khdrbs2,20.661352,1.7565746,7.71735584091222e-95,3.912553800854931e-92,0.9738717339667459,0.7082774859626879,2.2574844,1.2621593
Slc1a2,20.648312,1.6230589,1.0109290391408835e-94,5.030308015132507e-92,0.9833729216152018,0.7257743162470567,2.0894186,1.1934879
Slc35f4,20.579529,1.7829691,4.1872944050352234e-94,2.0456836484235718e-91,0.9429928741092637,0.5864155044376019,1.6262807,0.7825385
Srrm4,20.503706,1.6853349,1.995041697827313e-93,9.572637575110696e-91,0.9026128266033254,0.5629777214272776,1.2699573,0.58567417
Xylt1,20.481895,1.7044508,3.1227140279727813e-93,1.4720583496776951e-90,0.9572446555819477,0.6355370403912335,1.7822629,0.92298347
Zfpm2,20.177162,2.085679,1.5541555449455148e-90,7.200027498738962e-88,0.9334916864608076,0.6687194348849846,2.4424217,1.2452594
Satb1,20.103731,1.9110843,6.844866157116169e-90,3.117314468503584e-87,0.8741092636579573,0.4583589929360623,1.1930901,0.47674423
A230006K03Rik,20.086096,1.6379194,9.764530390186227e-90,4.372882193071732e-87,0.9714964370546318,0.6604238362615468,2.0809267,1.1795956
Esrrg,19.97482,1.7677473,9.121238871992494e-89,4.0178309588596445e-86,0.8978622327790974,0.5196884622351023,1.2894261,0.572419
Fmn1,19.705286,1.7837718,1.9424327860533257e-86,8.418253058266591e-84,0.8812351543942993,0.5237456982430719,1.2834499,0.5640249
Unc13b,19.659163,1.7670318,4.826342943883588e-86,2.0584735698754288e-83,0.850356294536817,0.5313530157580149,1.2148813,0.5284534
Slc35f1,19.622458,1.750137,9.942658859866676e-86,4.17436318069715e-83,0.9691211401425178,0.6491215359536315,1.9514121,1.0278777
Snhg11,19.51121,1.5180582,8.817050082256624e-85,3.644832857080546e-82,1.0,0.8247781199058142,3.156049,2.1802092
Spon1,19.466358,1.8526937,2.1180671210595408e-84,8.623100536798464e-82,0.8741092636579573,0.48741170077884444,1.2814004,0.54252094
Trpc3,19.419685,3.372343,5.261181236412179e-84,2.1099692510805264e-81,0.6389548693586699,0.1370403912334722,0.6626564,0.086880304
Ryr3,19.4139,1.6521735,5.888297613874061e-84,2.3267434835999416e-81,0.9904988123515439,0.7142184386886433,2.3928971,1.4265088
Tox,19.359163,2.4933362,1.7063265084782083e-83,6.644781635189776e-81,0.7909738717339667,0.4073537402644449,1.6627468,0.56474596
B3glct,19.296288,2.2481794,5.770909941876604e-83,2.2152050019746335e-80,0.7458432304038005,0.31878282919760914,0.7923975,0.22666939
Ldb2,19.221369,1.8371935,2.4521212086593526e-82,9.280069982630536e-80,0.9477434679334917,0.5492120992573809,1.7250543,0.8289777
Grm3,19.190296,1.8932136,4.4609498695596565e-82,1.664801708264833e-79,0.9334916864608076,0.5709472921572178,1.8625631,0.9020061
Ptk2,19.058216,1.200359,5.615737073569789e-81,2.0670528105043868e-78,0.9881235154394299,0.7930809635935518,1.9914017,1.3224988
Ptprn2,18.930555,1.3750517,6.38859590080206e-80,2.2888209580606846e-77,0.9928741092636579,0.759210287991306,2.397857,1.5800533
Strbp,18.804432,1.1526327,6.946164079349967e-79,2.4558345896333368e-76,0.9928741092636579,0.822930628509328,2.2972007,1.6142381
Prr16,18.548187,1.9919832,8.43480328984816e-77,2.943417719457403e-74,0.8479809976247031,0.5174787176236189,1.6445413,0.7180736
Sulf2,18.423353,2.1046233,8.535014325161131e-76,2.940203011757431e-73,0.7315914489311164,0.31269697518565476,0.78985184,0.24664794
Sgcz,18.033228,1.9586005,1.0686615934835959e-72,3.5893671271130273e-70,0.9643705463182898,0.7437058503894222,2.891496,1.6824914
Nalf1,17.896593,1.1349185,1.2535982568663423e-71,4.1585413780245205e-69,1.0,0.8979170440137656,3.592333,2.8380594
4732471J01Rik,17.829647,1.4191822,4.160366443675118e-71,1.34685598001868e-68,0.8859857482185273,0.5964499184930266,1.1987748,0.6238122
Sel1l3,17.807384,1.783778,6.193809921829733e-71,1.981281816661487e-68,0.7933491686460807,0.44238362615468213,0.97051007,0.38939416
Foxp2,17.805567,2.5943768,6.398232694359867e-71,2.0225942646758783e-68,0.66270783847981,0.19507335627603695,0.8799167,0.20992652
Kazn,17.72875,1.5924509,2.51562063385216e-70,7.85985191065204e-68,0.8836104513064132,0.5686288715812353,1.3597956,0.67301214
Mtcl1,17.696692,1.7277781,4.446827809249587e-70,1.3734053245349013e-67,0.7767220902612827,0.40326027893497557,0.7905887,0.31021428
Mgat4c,17.634983,1.912807,1.327362391595683e-69,3.9629141624640006e-67,0.9263657957244655,0.7317877196160116,2.654247,1.5061585
St3gal1,17.565979,2.6715732,4.4887877667357794e-69,1.3254255746394548e-66,0.6270783847980997,0.18203224053613476,0.5645551,0.11250404
Gas7,17.504807,1.4097112,1.316748043554688e-68,3.845763035903746e-66,0.8788598574821853,0.5960514399565296,1.2246274,0.64417857
A230057D06Rik,17.494518,1.2542028,1.5774163515286114e-68,4.5575459532875044e-66,0.995249406175772,0.784133309183119,2.2935503,1.5550462
Scai,17.479383,1.2565316,2.0571257784812275e-68,5.880315922105381e-66,0.9501187648456056,0.7131679043651512,1.6332248,1.002313
Hlf,17.217117,1.9507966,1.975874090849957e-66,5.5886038759092996e-64,0.7149643705463183,0.3319326209020105,0.74530655,0.2518277
Kcnmb4,17.188065,1.8868029,3.262419242921411e-66,9.131375526801907e-64,0.7197149643705463,0.348270240898388,0.6991521,0.24189648
Ahi1,17.002842,1.1582595,7.823386348149496e-65,2.1021439117477694e-62,0.9809976247030879,0.7544285455533418,1.934901,1.2958183
Gm40841,16.908941,1.5518126,3.8659723755103745e-64,1.0285017597026114e-61,0.8052256532066508,0.48679587031334903,0.94066566,0.42700565
Adcy2,16.895363,1.4131256,4.867143237894892e-64,1.2821582235513308e-61,0.9406175771971497,0.6944394131497917,1.88759,1.1327167
St3gal5,16.889881,1.4220883,5.341021094271202e-64,1.3933323961462833e-61,0.838479809976247,0.5452997645354103,1.0286639,0.51324826
Ptpru,16.774069,2.454909,3.7773599691732054e-63,9.759390612661926e-61,0.6175771971496437,0.2140554247418946,0.56406814,0.12946193
Fgf14,16.70919,1.0072718,1.1235230732341678e-62,2.875149045504961e-60,1.0,0.922803839884079,3.7371814,3.062773
Cep112,16.6392,1.58575,3.624294613585602e-62,9.187244930853314e-60,0.836104513064133,0.48331823944937513,1.1185193,0.52259463
Mdga2,16.634844,0.9050977,3.897650788897888e-62,9.787838943708995e-60,1.0,0.9104510052526716,3.3353415,2.738563
Osbpl10,16.600676,1.6392688,6.891124562352576e-62,1.7144862684297566e-59,0.7648456057007126,0.4169896757833726,0.8023993,0.33299318
Bcl11a,16.429989,1.3282053,1.1667970243303689e-60,2.8763152333722028e-58,0.9762470308788599,0.6736823039304474,1.7527208,1.0646472
Serpini1,16.416912,1.543238,1.4474815398385335e-60,3.535802634132854e-58,0.836104513064133,0.5226951639195798,1.1620549,0.5617001
Skap1,16.407816,3.5537014,1.681444324684756e-60,4.070307117502647e-58,0.5368171021377672,0.1072269516391958,0.5560438,0.061412655
Dmd,16.36913,1.1403908,3.177321151395985e-60,7.622733869465188e-58,1.0,0.8720521644629596,3.0014358,2.269125
B230209E15Rik,16.359865,1.31463,3.699413329986624e-60,8.719582120766718e-58,0.8954869358669834,0.5881905451910886,1.2105476,0.6662417
Ctnnd2,16.25981,0.97645354,1.9032745891095064e-59,4.408705880118313e-57,1.0,0.8824850570548813,3.0807316,2.4473815
Pdzrn4,16.257462,1.7117318,1.977652228844054e-59,4.541838922140148e-57,0.836104513064133,0.535591378373483,1.5206058,0.73784465
Mapk8,16.241034,1.2718557,2.585323886302499e-59,5.887089222453233e-57,0.8812351543942993,0.5962325665640282,1.0925053,0.5992149
Lmo3,16.230017,1.508324,3.093747391838679e-59,6.985629615017254e-57,0.833729216152019,0.49538127150878464,1.0965408,0.5311316
Kcnh7,16.166931,1.4159647,8.629068390776713e-59,1.9321922305014192e-56,0.9714964370546318,0.7933707661655497,2.722076,1.8446715
Nxph3,16.074093,3.6865447,3.87630107110315e-58,8.537394244306692e-56,0.503562945368171,0.059771780474551714,0.39771447,0.037232436
Sgcd,16.032673,2.1483963,7.556191556169252e-58,1.6506899765387628e-55,0.8646080760095012,0.702010505343235,2.6376064,1.3680665
Igf1r,15.987784,1.1562583,1.5546327699358903e-57,3.368788913562692e-55,0.9453681710213777,0.6817605506248868,1.3927201,0.8576431
Pcsk2,15.977578,1.2419178,1.8312440438826245e-57,3.93644219673009e-55,0.9904988123515439,0.7659481977902554,2.192275,1.473319
Dock3,15.901391,1.0586252,6.197328838380414e-57,1.3111986290337144e-54,0.9881235154394299,0.802137293968484,2.1547384,1.5392265
Dscam,15.865115,1.2760885,1.1051417008892728e-56,2.319934179913653e-54,0.9928741092636579,0.7516029704763629,2.2655725,1.5186803
A330076H08Rik,15.85602,1.2161247,1.2773677790868386e-56,2.660687769307237e-54,0.9548693586698337,0.6516573084586126,1.3786724,0.8234016
Foxp1,15.706289,1.1236683,1.3696416812224871e-55,2.8093337385074983e-53,0.9928741092636579,0.7907625430175693,2.0590634,1.4203075
Rian,15.602306,1.2490926,7.021107868570173e-55,1.4292209729430344e-52,0.997624703087886,0.7569643180583228,2.29716,1.5610156
Stxbp5l,15.541057,1.1286198,1.8294093515808686e-54,3.668375319177458e-52,1.0,0.7909074443035682,2.3760636,1.6983436
Rgs6,15.50191,1.5800449,3.367286388411645e-54,6.702147056045993e-52,0.8788598574821853,0.5054156855642093,1.473706,0.75406635
Hecw2,15.469356,1.1920568,5.586342137229804e-54,1.1037133325541532e-51,0.9786223277909739,0.7225502626335809,1.8219132,1.1844167
Adgrb3,15.324389,0.92815155,5.254559294803328e-53,1.0231160018214885e-50,1.0,0.9347581959789893,3.8373697,3.2132978
Gpr45,15.284864,1.3837346,9.646414886969413e-53,1.8647422159199147e-50,0.7980997624703088,0.5032421662742257,0.8892135,0.4377679
Tmem178,15.203964,1.3774947,3.3285504376737663e-52,6.388439304306721e-50,0.7957244655581948,0.501068646984242,0.94742525,0.47484133
Kcnip1,15.165704,2.568308,5.965617032392245e-52,1.1368519834069478e-49,0.5866983372921615,0.2259735555153052,0.91109383,0.22371742
Pamr1,15.164611,3.1918542,6.065715822382642e-52,1.147787212305786e-49,0.5083135391923991,0.10599529070820504,0.4753852,0.064481474
Csmd2,15.1503105,1.2058939,7.54091080644602e-52,1.4169529606238082e-49,0.9738717339667459,0.7199782648071001,1.8318207,1.18596
Efr3a,15.012338,1.2166165,6.096104611517018e-51,1.1375161868851547e-48,0.9144893111638955,0.6194167723238544,1.2628322,0.73762643
Plekha7,14.966921,1.8432294,1.2078544090605265e-50,2.2382791704452653e-48,0.6460807600950119,0.29259192175330556,0.5942796,0.20394067
Stard5,14.943231,2.889484,1.7240949722529172e-50,3.151457952682713e-48,0.5201900237529691,0.13327295779750045,0.46731535,0.077323556
Cwh43,14.940266,3.9283957,1.8025493799153257e-50,3.2726014755624865e-48,0.47030878859857483,0.06458974823401557,0.40928084,0.03267702
Ank2,14.93266,0.67713016,2.0204162090348455e-50,3.6435290964272683e-48,1.0,0.9321499728310089,3.145748,2.701834
Itpr1,14.892807,1.1789013,3.6703226695661953e-50,6.531229810016137e-48,0.9501187648456056,0.6647346495200145,1.5032266,0.9338233
Thrb,14.889969,1.3004847,3.8294609213602164e-50,6.769579931378225e-48,0.9406175771971497,0.6883173338163376,1.7880481,1.1055619
Htr2c,14.845991,2.4678407,7.385511831262383e-50,1.2970503457909818e-47,0.6484560570071259,0.340264444846948,1.310222,0.3983195
Rapgef4,14.76012,1.1157457,2.648091361957502e-49,4.620403564662212e-47,0.9714964370546318,0.7204854193080964,1.7825948,1.188454
Grm7,14.712203,1.0818888,5.382635320890418e-49,9.331058778859711e-47,1.0,0.8904546277848215,3.388567,2.6756604
Adamts16,14.698321,2.414672,6.6077505869266315e-49,1.138142681222555e-46,0.5391923990498813,0.15232747690635753,0.4610631,0.1042317
Pde4d,14.692767,1.2209334,7.172351599289178e-49,1.227522850145861e-46,0.9738717339667459,0.8218438688643361,2.6270094,1.8725903
Rims2,14.590521,1.0821508,3.227264303399701e-48,5.488391888123415e-46,0.995249406175772,0.80532512226046,2.3759842,1.7246662
Slc8a3,14.581119,1.5527337,3.703983671753178e-48,6.259499450314962e-46,0.7149643705463183,0.4167723238543742,0.82465196,0.3623321
Slc4a10,14.58022,1.0345231,3.753046836508922e-48,6.30277303106217e-46,0.9833729216152018,0.7698967578337258,1.965572,1.3855203
A830018L16Rik,14.543431,1.2711047,6.428738393781457e-48,1.0729205008752033e-45,0.9619952494061758,0.6838616192718711,1.8587635,1.1768054
Osbpl1a,14.533717,1.1039156,7.408856871617053e-48,1.2288640996317913e-45,0.8479809976247031,0.5573265712733201,0.95075244,0.55311507
Greb1l,14.521706,1.4532864,8.828643159653096e-48,1.4553720349685808e-45,0.7482185273159145,0.44817967759463867,0.8670415,0.40806806
Plcl2,14.519207,1.1020111,9.15627326418441e-48,1.500177211028263e-45,0.8978622327790974,0.6457163557326572,1.3287632,0.8300434
Fnbp1l,14.378554,1.2551274,7.055300451564303e-47,1.142023633334535e-44,0.8527315914489311,0.5192175330556059,1.0673214,0.5873399
Sergef,14.359195,1.3757501,9.33046928796536e-47,1.5012557471115523e-44,0.7553444180522565,0.49146893678681397,0.84924823,0.41578418
Plcb4,14.335175,1.9386033,1.319153327883323e-46,2.0973757349245498e-44,0.6532066508313539,0.32573809092555694,0.86384094,0.30599684
Atp2a2,14.322667,0.9411257,1.579425265401561e-46,2.496420993019997e-44,0.9358669833729216,0.7616736098532875,1.4855139,1.0223747
Adgra1,14.308635,1.7731087,1.9327148102079236e-46,3.036961809958299e-44,0.6437054631828979,0.32635392139105235,0.64714926,0.23607685
Hs3st2,14.167501,2.2551343,1.4558861580966887e-45,2.2612520848588453e-43,0.5700712589073634,0.21876471653685928,0.64400476,0.17343748
Bcl11b,14.145223,1.2419715,1.9988271059890298e-45,3.086694502179611e-43,0.833729216152019,0.5439232023184206,1.1251475,0.6311093
Galnt13,14.141575,1.117045,2.1051980440391417e-45,3.232381225333242e-43,0.9406175771971497,0.6922296685383083,1.6021458,1.039358
Dip2a,14.122734,1.3487703,2.7510550660626503e-45,4.200048274153603e-43,0.7292161520190024,0.43908712189820687,0.75991714,0.36938703
Klhl1,14.113111,2.8552532,3.153533247067619e-45,4.7873129010568885e-43,0.5225653206650831,0.1733743886976997,0.7131013,0.13432334
Gm49678,14.09526,1.4281492,4.0614922873103725e-45,6.131027964046613e-43,0.8551068883610451,0.5503350842238725,1.597277,0.9017739
Prss12,14.087636,2.517724,4.524526625277476e-45,6.791845274927698e-43,0.5249406175771971,0.17105596812171708,0.47824162,0.1017277
Crtac1,13.993299,1.2900277,1.7128093473196747e-44,2.51492826024479e-42,0.7529691211401425,0.4624162289440319,0.81984746,0.41832858
Zmat4,13.958081,1.2135322,2.8089289414747026e-44,4.1019522096426774e-42,0.9192399049881235,0.5947473283825394,1.4217776,0.85693806
Kremen1,13.953557,3.0000713,2.9929927470364447e-44,4.3471197358307713e-42,0.47743467933491684,0.10516210831371128,0.4080078,0.061070953
Afdn,13.938331,0.9981038,3.70503778633461e-44,5.3523852321941383e-42,0.9144893111638955,0.6800941858358993,1.2758207,0.8296489
Mindy2,13.937162,1.2879565,3.7661812490959626e-44,5.411619794823985e-42,0.7363420427553444,0.4472378192356457,0.70495164,0.35013354
Nrp2,13.926325,1.4447442,4.383363103327776e-44,6.264945031192411e-42,0.7125890736342043,0.43785546096721606,0.8514251,0.401025
Arhgap26,13.912774,1.0809644,5.298365375382862e-44,7.532649610398809e-42,0.9358669833729216,0.6662198877015033,1.4067986,0.8990697
Rnf150,13.896723,1.1039696,6.630835186096916e-44,9.328300599498646e-42,0.9239904988123515,0.6680673790979895,1.4512789,0.9245163
Aff3,13.863373,1.0727683,1.0559315906510175e-43,1.4777542625412937e-41,0.9596199524940617,0.6920485419308097,1.5942277,1.0528262
Rit2,13.79474,1.0654763,2.7413969296220188e-43,3.8166495077172874e-41,0.9144893111638955,0.6619452997645354,1.3964949,0.8973296
Nwd2,13.785906,1.2631509,3.0985418175757822e-43,4.291640135992849e-41,0.8527315914489311,0.5275131316790437,1.1664153,0.65281975
Sh3rf1,13.766977,1.2031071,4.02714225786546e-43,5.549195511222816e-41,0.8242280285035629,0.5508784640463684,1.0951169,0.6227945
Sobp,13.761089,1.0166453,4.3689278556326e-43,5.989443442900406e-41,0.9619952494061758,0.7350842238724868,1.6930662,1.1608393
Runx1t1,13.706292,1.2277477,9.30949832682892e-43,1.269777766710117e-40,0.9477434679334917,0.6032602789349756,1.4972003,0.90877086
Gm57223,13.663586,1.306972,1.6752680142119108e-42,2.2734571485794973e-40,0.7363420427553444,0.44245607679768156,0.7251951,0.3580201
Hook1,13.619936,1.1292151,3.0483665088789324e-42,4.116060708219945e-40,0.7980997624703088,0.5447201593914146,0.87934697,0.49731162
Zmiz1os1,13.60274,1.7689549,3.857075362157622e-42,5.181980749058765e-40,0.5985748218527316,0.2766165549719254,0.51557225,0.18060404
Ctnna3,13.571627,1.0661666,5.89979138680647e-42,7.886935052909942e-40,0.7862232779097387,0.4589023727585582,0.8686745,0.50733525
Chrm3,13.571208,1.3726412,5.933601495209763e-42,7.892864959222096e-40,0.9382422802850356,0.6550987140010868,2.0293229,1.2675809
Rap1gds1,13.5699,0.9742315,6.04044266540484e-42,7.995403665981678e-40,0.8978622327790974,0.695200144901286,1.3202376,0.87416726
Unc80,13.5574875,0.998918,7.154507997164527e-42,9.423609308029942e-40,0.9762470308788599,0.7456620177504075,1.8792727,1.3287857
Grip1,13.525673,1.0797179,1.1032920545446583e-41,1.4461198783226814e-39,0.9809976247030879,0.7765622169896758,2.2723646,1.6326168
Cntn4,13.415226,1.7725613,4.924314443221471e-41,6.423122771328201e-39,0.8788598574821853,0.646803115377649,2.2175255,1.2224604
B830012L14Rik,13.390698,1.0802248,6.853357255729936e-41,8.853351416416508e-39,0.8883610451306413,0.608404274587937,1.2493486,0.7778305
Khdrbs3,13.383591,1.2154709,7.54145065813912e-41,9.695635367664982e-39,0.9619952494061758,0.6687918855279841,1.7722776,1.1324716
Pid1,13.311937,1.3306595,1.9729781243666035e-40,2.524472485796697e-38,0.7838479809976246,0.5834088027531245,1.3294609,0.7442645
Ank1,13.26158,1.74306,3.866607554739204e-40,4.92396895714893e-38,0.5938242280285035,0.2766527802934251,0.52309394,0.18673074
Ncald,13.254024,1.0817715,4.2764682130262415e-40,5.420221739812033e-38,0.9548693586698337,0.696938960333273,1.5783778,1.0358685
Hecw1,13.23685,1.0725538,5.375705376330166e-40,6.781464951267209e-38,0.9786223277909739,0.7089657670711828,1.7231325,1.159446
Epb41,13.173624,1.4157518,1.244757835559177e-39,1.5629272449287421e-37,0.669833729216152,0.35323310994385076,0.65466,0.2975169
Sema5b,13.170617,2.441272,1.2953519245274058e-39,1.6188886610256462e-37,0.5154394299287411,0.18572722332910704,0.62528974,0.14838758
Arid5b,13.159509,1.087082,1.5005749383291627e-39,1.8580851886131153e-37,0.8456057007125891,0.5761275131316791,1.062567,0.63733345
Snhg14,13.152762,1.0275595,1.640683456921151e-39,2.022255251718868e-37,0.997624703087886,0.8128599891324035,2.625398,1.9856591
Tshz3,13.136502,1.4356538,2.0341486721497e-39,2.495779672176367e-37,0.6935866983372921,0.38239449375113205,0.7728899,0.35840943
Socs6,13.126448,1.5845892,2.3230113593648803e-39,2.837241601187924e-37,0.6057007125890737,0.3128418764716537,0.52480567,0.20709795
Dzank1,13.1205845,1.127397,2.5099268687573487e-39,3.051662215543437e-37,0.7553444180522565,0.5010324216627423,0.7733469,0.42800152
Apba2,13.107037,0.94505936,3.000969346113484e-39,3.6322543391923108e-37,0.9501187648456056,0.7141459880456439,1.473533,1.0107323
Nrp1,13.106457,1.137517,3.023987996956386e-39,3.6437021290680764e-37,0.9144893111638955,0.6170259011048723,1.4348509,0.89775705
Elapor1,13.070673,1.1371757,4.8435103822362454e-39,5.8100501772628524e-37,0.7695961995249406,0.5112479623256656,0.8104649,0.4496961
Grin3a,13.058528,1.291277,5.681609591596443e-39,6.785104432275397e-37,0.7292161520190024,0.3963412425285274,0.8444106,0.43310478
Adgrl2,13.051751,1.2975844,6.210367706654079e-39,7.383742490167924e-37,0.7458432304038005,0.43129867777576525,0.8841086,0.45615914
Rph3a,12.992104,1.2820845,1.3564641976513453e-38,1.577843852419552e-36,0.7102137767220903,0.4159753667813802,0.74711496,0.37624538
