names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6 CT CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Pbx1,24.189276,1.1516021,2.884997418578672e-129,2.500641310877707e-126,0.963673057517659,0.8079806978470676,2.2960098,1.6137483
Tle4,24.187895,1.3608186,2.9832354335793044e-129,2.5049855031336222e-126,0.9303733602421796,0.5706384558277654,1.2470775,0.6758361
Slc35f1,24.169033,1.4493524,4.7107111646922946e-129,3.835660878644908e-126,0.9515640766902119,0.6443207126948775,1.7608609,1.0167092
Pde1a,23.845951,1.4458411,1.1154981198336974e-125,8.81571602350925e-123,0.9697275479313825,0.7556050482553823,2.465167,1.5997419
Neto2,23.793272,1.2836481,3.9207795143178005e-125,3.010038444277694e-122,0.863773965691221,0.4330363771343727,0.8383295,0.43120864
Chsy3,23.759108,1.4225138,8.846354031109382e-125,6.602820355997475e-122,0.9495459132189707,0.6951002227171492,2.0100775,1.2271338
Mdga2,23.741892,0.84328234,1.3325053410530413e-124,9.676869868674384e-122,0.9858728557013118,0.9101707498144024,3.2861779,2.7309122
Mgat4c,23.594244,1.5649111,4.415825858967431e-123,3.122453706064602e-120,0.963673057517659,0.72724573125464,2.4152594,1.4918021
Slc35f4,23.572422,1.3417795,7.394690795621653e-123,5.0947523507270206e-120,0.9283551967709385,0.5808092056421678,1.378109,0.7750648
Rgs6,23.548363,1.4706886,1.3047739912325262e-122,8.764819286104495e-120,0.9162462159434914,0.49721603563474387,1.3994228,0.74265105
Glra2,23.258179,1.8093787,1.1757242503924103e-119,7.70529527025465e-117,0.6528758829465187,0.21221232368225687,0.47666302,0.16061966
Lrrtm3,23.142187,1.3842988,1.7424825134649134e-118,1.1088796656300165e-115,0.9394550958627649,0.6157015590200445,1.6500418,0.9599911
Khdrbs3,23.141401,1.3592505,1.774537611540406e-118,1.1088796656300165e-115,0.9545913218970736,0.6645137342242019,1.83897,1.1190646
Fut9,23.064146,1.1683435,1.060871253252169e-117,6.478547857928587e-115,0.9535822401614531,0.7432071269487751,1.8126416,1.1881473
Kcnh7,22.987219,1.3968292,6.257242162392439e-117,3.736268820077441e-114,0.9727547931382442,0.7906087602078693,2.6923254,1.8290253
Cit,22.878746,1.2725784,7.564445765750727e-116,4.4186229940374357e-113,0.856710393541877,0.4194135115070527,0.83243936,0.43025267
Gabrg3,22.871374,1.4445566,8.956630313052912e-116,5.12052460663259e-113,0.9303733602421796,0.6437268002969562,1.947252,1.1656137
Hivep1,22.813456,1.320131,3.37150781412938e-115,1.8873419784511757e-112,0.7598385469223007,0.3125835189309577,0.52716744,0.2452942
E230016M11Rik,22.76802,1.3746693,9.51452296415158e-115,5.2174537152398565e-112,0.7214934409687185,0.2779138827023014,0.46001825,0.20314816
Grm3,22.459229,1.36239,1.0397870855602351e-111,5.587815797800704e-109,0.9364278506559032,0.5644394951744618,1.5516812,0.8947022
Rasgef1b,22.40736,1.3329281,3.336415836347808e-111,1.7578332063267766e-108,0.917255297679112,0.5315887156644395,1.3026319,0.72437936
Tshz3,22.363256,1.2209846,8.972322500891577e-111,4.6362751076722434e-108,0.8153380423814329,0.37242019302152934,0.68748534,0.35357198
St6gal2,22.325478,1.2496526,2.0904309189624593e-110,1.0598090338211561e-107,0.8113017154389506,0.38366740905716407,0.59824437,0.2959455
Flrt2,22.300287,1.2441823,3.671342257086367e-110,1.8268327119983457e-107,0.9313824419778002,0.5919450631031923,1.3221371,0.77080804
Nalf1,22.274046,1.0237473,6.596695689794034e-110,3.222785694268467e-107,0.987891019172553,0.8969561989606533,3.5070004,2.8278933
Igsf21,22.2016,1.3874354,3.3144676828378183e-109,1.5903526185330745e-106,0.7255297679112008,0.2996659242761693,0.4957607,0.21937954
Gm15155,22.195509,1.5960813,3.7952356875255824e-109,1.789087419716007e-106,0.6579212916246215,0.2275426874536006,0.5125483,0.20005244
Rims2,22.17078,1.0399109,6.575941951446082e-109,3.0464751764716586e-106,0.9677093844601413,0.803637713437268,2.3382068,1.7144465
Nxph1,21.871952,1.7887853,4.805660800991345e-106,2.1886119614006346e-103,0.7679112008072654,0.40957683741648104,1.5089144,0.7027356
Zfpm2,21.8633,1.4536628,5.808972441036509e-106,2.60145149151085e-103,0.9667003027245207,0.6630289532293987,2.039868,1.2361424
A830018L16Rik,21.804644,1.239214,2.0963178126481704e-105,9.234108135386286e-103,0.9515640766902119,0.6798812175204157,1.8265485,1.1656458
Xkr4,21.743624,0.92587394,7.937849851940602e-105,3.4401617019619996e-102,0.9737638748738647,0.8577951002227171,2.8265553,2.2366996
Elavl2,21.713282,1.2563039,1.536805857370395e-104,6.554598950403574e-102,0.875882946518668,0.5303637713437268,1.2184299,0.69168866
A230057D06Rik,21.609814,1.036368,1.4523072351786003e-103,6.097421157695155e-101,0.958627648839556,0.782702301410542,2.1502993,1.547403
Sel1l3,21.546658,1.1962355,5.690948695409945e-103,2.352550637625619e-100,0.8304742684157417,0.43478099480326654,0.73298484,0.38654548
Galnt9,21.498827,1.2269665,1.5967254413763753e-102,6.500607971179274e-100,0.786074672048436,0.371826280623608,0.600636,0.30137488
Agbl4,21.353687,1.2439158,3.6034912942581376e-101,1.4451613593539726e-98,0.9606458123107972,0.74547141796585,2.3193917,1.5834149
Sgcz,21.256004,1.4881585,2.900876808208346e-100,1.1462729387729155e-97,0.9767911200807265,0.739532293986637,2.5721445,1.6697923
Mmp16,21.190903,1.0923443,1.1585575067224755e-99,4.511658000816365e-97,0.9626639757820383,0.7823311061618411,2.210164,1.5700617
Nrg1,21.1369,1.3683887,3.6423127694787395e-99,1.3981277730841961e-96,0.9798183652875883,0.8439123979213066,3.1177583,2.2369323
Cadps,21.116526,0.97230494,5.607025999427916e-99,2.1219829380933535e-96,0.9747729566094854,0.8240534521158129,2.585958,1.9819485
Col19a1,21.088243,1.5485996,1.0197997116877133e-98,3.805835868479008e-96,0.649848637739657,0.25939123979213063,0.64972484,0.27215436
Meg3,21.080181,1.2549963,1.2091866085956852e-98,4.450800571639186e-96,0.9858728557013118,0.9112472160356347,4.0664783,3.2200584
Vxn,21.04034,1.2044171,2.8036253343359778e-98,1.018019090994699e-95,0.7800201816347124,0.3686711210096511,0.59419423,0.30171555
Dlx6os1,21.011961,1.6630268,5.098578429997347e-98,1.8266506988537163e-95,0.6508577194752775,0.26507052709725315,0.91081405,0.38482144
Kazn,20.982573,1.0933484,9.463326835804255e-98,3.3457841062902674e-95,0.8960645812310797,0.5629175946547884,1.109216,0.66902363
Cdh6,20.981197,1.3672419,9.741148236525867e-98,3.399281209291559e-95,0.6811301715438951,0.2694506310319228,0.5276913,0.23855193
Csmd2,20.913963,1.0861329,3.9961168203613663e-97,1.376611012347563e-94,0.9495459132189707,0.7174090571640683,1.7533076,1.1781981
Samd12,20.86608,1.0408047,1.0890849213615263e-96,3.704267321137242e-94,0.958627648839556,0.7433556050482554,1.9332567,1.3541683
Rph3a,20.772377,1.0615685,7.695391882486216e-96,2.5846897485300576e-93,0.829465186680121,0.40616184112843357,0.6621893,0.37149528
Gm2824,20.755857,1.2293378,1.0852779921158969e-95,3.600175265204216e-93,0.7447023208879919,0.3367112100965108,0.5061389,0.24765503
Grip1,20.748083,1.1498735,1.275757100501849e-95,4.180438206156669e-93,0.9515640766902119,0.7743504083147735,2.301463,1.6195742
Gas7,20.686304,1.0404942,4.6015330769081055e-95,1.4896770334520579e-92,0.9041372351160444,0.5910541945063104,1.0457003,0.64035714
Ablim1,20.627506,1.05778,1.554612231108296e-94,4.97290841069999e-92,0.9303733602421796,0.6021158129175946,1.153768,0.7141563
Etv5,20.619081,1.0906975,1.8504091529572751e-94,5.849469875289645e-92,0.7719475277497477,0.3530809205642168,0.54327464,0.2917983
Alk,20.596786,1.5717919,2.9326663326794767e-94,9.162877251057853e-92,0.6165489404641776,0.22694877505567929,0.6190625,0.2533618
Chrm3,20.524689,1.3734571,1.2959056362917807e-93,4.002412005420707e-91,0.9576185671039354,0.6497772828507795,2.0138903,1.2544309
Dcx,20.503895,1.0626707,1.9873101913734853e-93,6.068071004796086e-91,0.856710393541877,0.47023014105419453,0.7794445,0.44791427
ENSMUSG00000120124,20.431818,3.2529514,8.719592441582095e-93,2.6325331337675384e-90,0.44803229061553984,0.06974758723088345,0.47739005,0.06220697
Sh3rf3,20.429874,1.0602288,9.073660203901623e-93,2.708991663098185e-90,0.9192734611503531,0.6072011878247958,1.1786975,0.7319185
Osbpl10,20.423927,1.101025,1.0248634467057466e-92,3.0261627267014737e-90,0.8113017154389506,0.4091314031180401,0.6106733,0.33100998
A330076H08Rik,20.411222,1.0105098,1.3291909207112788e-92,3.8821043521208763e-90,0.9273461150353178,0.6479955456570156,1.2668061,0.8177926
Kcnmb2,20.407177,1.65094,1.4438809401321457e-92,4.1717291248764255e-90,0.62058526740666,0.24428359317000742,0.7697327,0.31417027
Ext1,20.3912,1.1146133,2.0017989284882792e-92,5.722163532817028e-90,0.9626639757820383,0.7690423162583518,2.072634,1.436899
Ctnnd2,20.383663,0.79881096,2.335076581446499e-92,6.604579762470255e-90,0.9727547931382442,0.8819970304380104,2.9570959,2.4411118
Frmd3,20.347313,1.0672516,4.904268717171214e-92,1.3726843794832347e-89,0.7709384460141272,0.3520044543429844,0.50327176,0.2716783
Fgf12,20.267597,0.9616111,2.4849608381028463e-91,6.883597703074585e-89,0.9747729566094854,0.8508537490720118,2.7649696,2.1563885
Xylt1,20.25768,1.0753418,3.039447141397095e-91,8.33366782544285e-89,0.934409687184662,0.6311804008908686,1.4302453,0.9198695
Gm28905,20.255682,1.2881831,3.165406766198539e-91,8.591361596742903e-89,0.6760847628657921,0.2814402375649592,0.52840394,0.2508204
Adgra1,20.232899,1.1245798,5.026030865539258e-91,1.3504944935703987e-88,0.7194752774974773,0.3176688938381589,0.45536536,0.23469085
Cntn4,20.16109,1.3344843,2.15088006062914e-90,5.72219279496089e-88,0.9475277497477296,0.6406087602078694,1.9405131,1.2132093
Bcl2,20.146551,1.1048284,2.8852837684594306e-90,7.600742633186755e-88,0.6892028254288597,0.2796585003711953,0.44644713,0.23242459
Satb2,20.132019,1.1754664,3.86900210673237e-90,1.0093212292029008e-87,0.8143289606458123,0.40616184112843357,0.8718919,0.47998148
Rbms3,19.997833,1.2995921,5.751696112294054e-89,1.4860391782436656e-86,0.7921291624621595,0.5011878247958426,1.1808823,0.65075517
Gm5468-1,19.990929,1.4316182,6.605579770726293e-89,1.6903993184706238e-86,0.5973763874873865,0.20449146250927988,0.29563,0.12001694
Hecw2,19.980639,1.0385096,8.117882452640392e-89,2.057806617947616e-86,0.9475277497477296,0.7198960653303638,1.7241838,1.1765845
Ano3,19.93694,1.176364,1.9461281208292765e-88,4.887146038007725e-86,0.9515640766902119,0.6572383073496659,1.6593275,1.0588388
Ldb2,19.888021,1.2109677,5.167367453332974e-88,1.2856218839912684e-85,0.9192734611503531,0.5430586488492948,1.3771822,0.8242916
Plekha7,19.850264,1.1922653,1.0962422214786914e-87,2.7023879349662787e-85,0.6831483350151363,0.284558277654046,0.41442212,0.20270701
Celf4,19.778593,0.976352,4.552183381589382e-87,1.1119742496664246e-84,0.9667003027245207,0.7860059391239792,2.1403174,1.5713367
Mcc,19.774815,1.0577283,4.906345983207761e-87,1.1876893384575904e-84,0.7063572149344097,0.30107646622123235,0.50086105,0.27179658
Zmiz1os1,19.710552,1.2940974,1.750468305475067e-86,4.199561015010273e-84,0.6579212916246215,0.26833704528582036,0.3909601,0.17821899
Arap2,19.704927,1.0465498,1.9562029323346982e-86,4.651608211666667e-84,0.905146316851665,0.5672234595397179,1.0863007,0.6680746
Kcnip1,19.666939,1.3791006,4.140296643152067e-86,9.758751824692634e-84,0.6024217961654894,0.2182256867112101,0.50322545,0.22430633
Slc1a2,19.573181,0.94112855,2.618175240140294e-85,6.117423365440842e-83,0.9606458123107972,0.722271714922049,1.68451,1.1897676
Sox5,19.545212,1.2367474,4.5311284149984507e-85,1.0495812113017963e-82,0.9525731584258325,0.6082405345211581,1.6634895,1.0350127
Rbfox1,19.538782,0.9622226,5.139325164215897e-85,1.1802877535254798e-82,0.9909182643794148,0.9388270230141054,4.0486503,3.3981094
Atp2b4,19.537348,1.0302721,5.28574925284723e-85,1.2036278171525855e-82,0.82744702320888,0.4329992576095026,0.7365308,0.42724898
Mctp1,19.519396,1.158238,7.512202527693919e-85,1.6962427052028203e-82,0.963673057517659,0.7350408314773571,2.1118956,1.4480171
Samd5,19.48586,1.1113054,1.447233296100062e-84,3.240596555517389e-82,0.8435923309788093,0.47115812917594657,0.96035475,0.5575809
Slc35f3,19.483892,1.0720671,1.5040061161041718e-84,3.339887961960256e-82,0.917255297679112,0.5788789903489235,1.1739696,0.7241399
Gm26871,19.46373,1.1074618,2.229520953257772e-84,4.910428525740683e-82,0.9646821392532795,0.7937639198218263,2.572211,1.8890861
Igsf9b,19.442158,1.0298357,3.3957443379809793e-84,7.418182956223489e-82,0.786074672048436,0.39120267260579067,0.5616273,0.31411785
Oprm1,19.436733,1.4910014,3.774506692784781e-84,8.179112486703797e-82,0.5438950554994955,0.16429101707498145,0.28548488,0.11113651
Hs6st2,19.429213,1.0775414,4.370078697653736e-84,9.39392116847647e-82,0.822401614530777,0.4320341499628805,0.76647776,0.4356318
Me3,19.38878,1.065133,9.598721985345646e-84,2.0469655535415676e-81,0.9303733602421796,0.6184112843355605,1.2906612,0.81510925
Nrg3,19.381775,0.8591354,1.0998561692524592e-83,2.3270185250246915e-81,0.9939455095862765,0.9461024498886415,4.1741233,3.5910728
Plxna2,19.376593,0.97289526,1.2163862377364505e-83,2.5534607974983145e-81,0.9233097880928355,0.648181143281366,1.2338897,0.8066392
Spock1,19.360064,1.1480646,1.6767841875265396e-83,3.492650474328537e-81,0.9364278506559032,0.5994060876020787,1.4697021,0.92055863
Adgrl2,19.339983,0.9902931,2.475608973132383e-83,5.1168933160051645e-81,0.8405650857719476,0.4221974758723088,0.75914264,0.4523859
Kcnma1,19.32634,0.87499833,3.225058618888618e-83,6.615062983934135e-81,0.9687184661957619,0.8534149962880475,2.755768,2.2009163
Smurf1,19.287735,0.9658378,6.809216113217662e-83,1.3860881588042316e-80,0.8193743693239153,0.4375649591685226,0.5938414,0.34725797
Srrm4,19.280811,0.99687105,7.784656389242705e-83,1.5727347156312143e-80,0.8910191725529768,0.5575352635486266,0.9486119,0.5837671
Mapk10,19.231987,0.9110391,1.9982248753161774e-82,4.006888238786992e-80,0.9667003027245207,0.8064959168522643,2.3100967,1.7623801
Hdac4,19.19987,0.9599211,3.710239146430569e-82,7.384750064043659e-80,0.8859737638748738,0.5468819599109132,0.84466416,0.5201568
Pclo,19.147364,0.80798954,1.0181308197175493e-81,2.0115569945448932e-79,0.9697275479313825,0.8280252412769117,2.1860301,1.7069583
Camk4,19.141218,1.0614564,1.1456136534733151e-81,2.2469079466297793e-79,0.9263370332996973,0.6156644394951745,1.3534749,0.8652336
Neto1,19.126188,1.0512792,1.5284923489919603e-81,2.976129667928549e-79,0.9364278506559032,0.6829621380846325,1.6321378,1.0937874
Sema3a,19.107712,1.3172512,2.1781244515563617e-81,4.210518274339528e-79,0.5903128153380424,0.21057906458797326,0.38780722,0.17404883
Astn2,19.093256,1.1587398,2.872897187301467e-81,5.513910530199315e-79,0.9334006054490414,0.6240534521158129,1.6051407,1.023175
Sdk1,19.088055,1.1132181,3.173642826662099e-81,6.047927854780893e-79,0.8173562058526741,0.4514476614699332,0.98266876,0.572507
Nhsl2,19.040699,0.9547546,7.847469143806943e-81,1.4849401119302293e-78,0.851664984863774,0.47824795842613216,0.7293007,0.44078037
Mpped1,19.005417,0.99312425,1.538182267179821e-80,2.890276749588936e-78,0.8405650857719476,0.43912397921306606,0.719529,0.42477593
Sema5b,19.001284,1.3035002,1.6642494168842687e-80,3.1054431827555763e-78,0.557013118062563,0.177728285077951,0.33449027,0.14922473
Sh3gl2,18.99302,0.9879406,1.947978933919976e-80,3.609806479615845e-78,0.9535822401614531,0.7044914625092799,1.5733314,1.0741127
Trhde,18.96763,1.1180904,3.158214844896427e-80,5.812413211121027e-78,0.851664984863774,0.5096510764662212,1.1419309,0.6844053
Grik4,18.889967,1.0656146,1.3793207656649637e-79,2.5212482294841887e-77,0.9081735620585267,0.5563845582776541,1.2084163,0.75230676
Fhod3,18.886662,1.0075417,1.468438625201346e-79,2.66600985534866e-77,0.7699293642785066,0.36633259094283593,0.63597804,0.3661122
Xkr6,18.871,0.99742025,1.9752246201604337e-79,3.562032586826232e-77,0.9041372351160444,0.5737936154417224,1.053294,0.6602165
Prkar2b,18.859545,1.026897,2.4532682962185052e-79,4.394621274626082e-77,0.7578203834510595,0.3753526354862658,0.50768936,0.28112164
Rims1,18.836456,0.91574883,3.7954487212311285e-79,6.753887890031816e-77,0.9757820383451059,0.8394951744617669,2.7332008,2.1544898
Kctd8,18.725203,1.2410314,3.085009471706559e-78,5.45356608583916e-76,0.627648839556004,0.25757238307349667,0.584565,0.2896853
Grk3,18.703966,0.90960306,4.5955217212306255e-78,8.070697297350778e-76,0.8163471241170535,0.4474387527839644,0.62193006,0.37785214
Pak5,18.684175,0.96339893,6.659883551624128e-78,1.1620199417671448e-75,0.9424823410696267,0.7341499628804752,1.6731887,1.1694404
Ephb1,18.679455,0.9118175,7.275842314878906e-78,1.2613024709728786e-75,0.805247225025227,0.41187824795842615,0.7326917,0.4538712
Sulf1,18.667377,1.7668179,9.122217889016793e-78,1.5712435556274439e-75,0.5025227043390514,0.14795842613214552,0.36927003,0.123331316
Arhgap26,18.652655,0.97221774,1.201612863640172e-77,2.0565183214020012e-75,0.9394550958627649,0.6618782479584261,1.3416924,0.8920931
Adgrb3,18.609238,0.762182,2.7043629240310923e-77,4.599128592956674e-75,0.9899091826437941,0.9341128433556051,3.7180786,3.206529
Cdh11,18.486313,0.9912425,2.6614399079631908e-76,4.4976660583000585e-74,0.9485368314833501,0.7200445434298441,1.7060002,1.1839228
Efna5,18.438131,1.0492396,6.494822257755664e-76,1.0907242129118417e-73,0.7790110998990918,0.40048255382331105,0.8649371,0.50944215
Grik1,18.430182,1.2420474,7.522979090757849e-76,1.2555431563271018e-73,0.7911200807265388,0.48871566443949516,1.2755289,0.73764545
Gng12,18.401493,0.94603604,1.2779285606901192e-75,2.1196259522063888e-73,0.7436932391523713,0.3625092798812175,0.5184043,0.30204245
9630014M24Rik,18.355907,1.0460588,2.960993934042083e-75,4.881098589430108e-73,0.6942482341069627,0.32197475872308834,0.4997773,0.27306926
Pcdh9,18.35329,0.623719,3.107161760703841e-75,5.0908192993970863e-73,0.9949545913218971,0.9706755753526355,4.248473,3.8238451
Mir100hg,18.345695,0.9861743,3.573201690941041e-75,5.818904814277926e-73,0.9495459132189707,0.7220861172976986,1.7611864,1.2333933
Dync1i1,18.344543,0.96001726,3.649834881612021e-75,5.907895377645482e-73,0.9515640766902119,0.7096139569413511,1.6632135,1.16259
Syt1,18.33664,0.7349117,4.220901426741466e-75,6.79135457105049e-73,0.9969727547931383,0.9492204899777282,3.611691,3.1200712
Pdzrn4,18.311058,1.0565664,6.754567374991288e-75,1.0803287224167616e-72,0.893037336024218,0.5282108389012621,1.180853,0.7348566
Sgk1,18.295958,0.929431,8.912075100748253e-75,1.4169672068467786e-72,0.8375378405650857,0.4590200445434298,0.6955641,0.42370173
Gm45159,18.25237,0.96276563,1.98120073563203e-74,3.131462574496038e-72,0.8284561049445005,0.470007423904974,0.6649853,0.3951291
Lhfpl3,18.245518,0.9003781,2.245992370081111e-74,3.5292289464373953e-72,0.8173562058526741,0.4629547141796585,0.987897,0.64345455
Vwc2,18.19008,1.3811078,6.1848614489956764e-74,9.662048089215921e-72,0.5075681130171544,0.14847809948032664,0.3291674,0.13946407
Carmil1,18.18927,0.9110338,6.276975804268041e-74,9.749268200039437e-72,0.8819374369323916,0.5384187082405345,0.8593953,0.5447483
Nos1ap,18.182514,0.98078084,7.100361499339056e-74,1.096475364869198e-71,0.9394550958627649,0.691351150705271,1.4730874,0.9946935
Pcsk5,18.139002,1.025274,1.5685654094854095e-73,2.4084201458784544e-71,0.8153380423814329,0.45011135857461027,0.92402655,0.5576225
Arpp21,18.135458,1.0703784,1.6729692313879348e-73,2.5541297299655574e-71,0.9687184661957619,0.7931328878990349,2.5371456,1.8786317
Cacnb4,18.069443,0.9357983,5.547188971679831e-73,8.421071619719609e-71,0.9576185671039354,0.7626206384558277,1.8814089,1.3630096
Lin28b,18.055798,1.0267632,7.102928330491177e-73,1.0722229451702131e-70,0.6649848637739657,0.2860801781737194,0.40526623,0.21934333
Iqsec1,18.044119,0.8677721,8.775175554537182e-73,1.3172567997229837e-70,0.929364278506559,0.6845953971789162,1.2852523,0.88925797
Ptchd1,18.01115,1.1510172,1.5928101421525294e-72,2.3777115844243593e-70,0.6185671039354188,0.253637713437268,0.35551393,0.17583555
Gad2,18.002913,1.0807385,1.848408114999771e-72,2.7440180138145772e-70,0.5751765893037336,0.21061618411284336,0.4297176,0.22618154
Khdrbs2,17.966959,1.0552821,3.5357346402362083e-72,5.22006537270038e-70,0.9535822401614531,0.7047141796585004,1.8305677,1.2585378
Plcl2,17.958147,0.8849223,4.144078017811792e-72,6.084774663311631e-70,0.9253279515640767,0.6409428359317001,1.2143197,0.8251876
Gm49678,17.927496,1.1665438,7.194779436224708e-72,1.0506724100617278e-69,0.8940464177598385,0.5437268002969562,1.4456058,0.89418685
Ccser1,17.908154,0.8575432,1.0186048274465833e-71,1.4788353730292047e-69,0.9868819374369324,0.8579806978470675,2.7874827,2.2418692
Usp29,17.907875,0.91426533,1.0236820967005287e-71,1.4788353730292047e-69,0.8698284561049445,0.5480697847067557,0.96431345,0.62121135
Ngef,17.886164,1.0173582,1.5116377642407147e-71,2.1720698783501608e-69,0.6518668012108981,0.2844097995545657,0.36339417,0.19596204
Ptprd,17.869526,0.8502712,2.0371724545416956e-71,2.9116395666774126e-69,0.9969727547931383,0.9642910170749814,4.2175603,3.6399524
Bcl11a,17.853577,1.0118058,2.711047821958255e-71,3.8497056154321786e-69,0.9495459132189707,0.6701559020044543,1.5689651,1.0596404
Elavl4,17.853058,0.92450917,2.7363876484230705e-71,3.8497056154321786e-69,0.8738647830474269,0.5272457312546399,0.91719645,0.5830439
Man2a1,17.853056,0.9192342,2.7364859417474735e-71,3.8497056154321786e-69,0.8163471241170535,0.4611358574610245,0.7111042,0.4369337
Rcan2,17.835037,0.90950686,3.777958598901178e-71,5.287174351691388e-69,0.722502522704339,0.3543801039346696,0.5508376,0.3301192
Pde9a,17.80074,1.1032479,6.974192625269701e-71,9.709666105751132e-69,0.6014127144298688,0.24053452115812918,0.29824516,0.1499243
Csgalnact1,17.749247,0.9379281,1.746830783707422e-70,2.4194506782586815e-68,0.8375378405650857,0.4690051967334818,0.8070637,0.49952832
Tmem132d,17.737492,0.9884978,2.1533187278685457e-70,2.9671627804014266e-68,0.8375378405650857,0.4641796585003712,0.9557352,0.5915003
Fgf14,17.717228,0.7966834,3.087534009386113e-70,4.232757083275758e-68,0.9919273461150353,0.9221232368225687,3.588719,3.0566657
Fam110b,17.675798,0.8869657,6.442229184304158e-70,8.786938994022981e-68,0.858728557013118,0.5266518188567186,0.76557213,0.4836506
Asap1,17.671255,0.9289355,6.982596146571725e-70,9.475876689817285e-68,0.9495459132189707,0.6928730512249444,1.4890981,1.0307685
