names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Sncg (for_DEGs),mean_expr_Rest (for_DEGs)
Neurod1,-2.9151816,-2.2148614,0.003554815279863383,0.031849912160696596,0.033210332103321034,0.13662403170599893,0.017653974,0.07944312
Hpcal1,-2.9164643,-1.2035681,0.003540232333963651,0.031729834160641526,0.07011070110701106,0.1761844712664385,0.051384974,0.11461113
Tesc,-2.9190106,-1.4609158,0.0035114420721326176,0.03149280656815869,0.08856088560885608,0.19207350027022158,0.04480973,0.11881288
Fbxo34,-2.926661,-0.46907255,0.0034262202545689594,0.030800447721735676,0.5535055350553506,0.5707800396324987,0.4339721,0.5608441
Dnah9,-2.9286492,-0.63140446,0.0034043847330666064,0.030634902135800307,0.33579335793357934,0.41415961088092235,0.26868725,0.3903484
Adam11,-2.9287698,-0.7673579,0.003403062945875603,0.030633266785821595,0.1918819188191882,0.296198883084129,0.11203762,0.1838194
Zfp101,-2.9290717,-0.89698607,0.003399760521739961,0.03062405806877397,0.1033210332103321,0.21239416321383534,0.06615012,0.1198685
Tacc1,-2.9303505,-0.4533922,0.0033857988525572043,0.030518757184908447,0.5682656826568265,0.6,0.483477,0.6158734
Fzd3,-2.9331346,-0.55100083,0.0033555847818371527,0.03025656479461889,0.4059040590405904,0.4866510538641686,0.29301593,0.40467483
Prmt8,-2.9373822,-0.5421989,0.0033099586700090786,0.02988527871745428,0.35793357933579334,0.4454332552693208,0.25381628,0.35118133
Snx18,-2.9438443,-1.0735316,0.0032416299580556164,0.02934723617687143,0.13653136531365315,0.24363177805800756,0.07960856,0.16075039
Inf2,-2.9472132,-1.0886905,0.0032065216076092766,0.029058764113477662,0.1033210332103321,0.20954782921996037,0.068533204,0.14051633
Zfhx3,-2.9516456,-1.6672204,0.003160854356953881,0.028693296138969857,0.16605166051660517,0.2575031525851198,0.10946253,0.31290883
Efcab12,-2.9519436,-1.900359,0.0031578053360610883,0.02867530563702651,0.04059040590405904,0.14541524049720772,0.019245433,0.070029944
Dop1b,-2.9556594,-0.5571671,0.0031200135146760544,0.028389692901911814,0.4354243542435424,0.5083408394883805,0.3078945,0.4256036
Prtg,-2.9560368,-0.94631404,0.0031161999294881133,0.028364597596661788,0.14391143911439114,0.2500810664745091,0.09329643,0.17263328
Gm49906,-2.9567761,-3.2220888,0.003108737627856274,0.028306262304472408,0.014760147601476014,0.11893352549090254,0.010166057,0.09107131
Itgb8,-2.9602807,-0.8769747,0.0030735889815697833,0.028033718918798394,0.18450184501845018,0.2882363538101243,0.1413458,0.24594219
Ppp3r1,-2.9619594,-0.61889553,0.0030568811459235775,0.027890796737170296,0.5682656826568265,0.5995676454692848,0.44874382,0.62579566
Nmt1,-2.9623744,-0.6432497,0.0030527639074218213,0.02786269232079631,0.39114391143911437,0.48153485858403894,0.26959404,0.3942578
Rmst,-2.967335,-1.2243968,0.003003934303463699,0.02746366612251432,0.15498154981549817,0.2510898937128445,0.1557065,0.33194327
Cdk6,-2.9699342,-4.8207083,0.002978635270009765,0.02726019404126784,0.007380073800738007,0.1118717348225545,0.0032169416,0.08714825
Tdrd5,-2.9759436,-0.7618543,0.002920885367387969,0.026777273907101575,0.1033210332103321,0.21437578814627994,0.06851635,0.11355507
Prnp,-2.9766529,-0.6169368,0.0029141377801168698,0.026724533157590543,0.5867158671586716,0.6290758421905963,0.49045813,0.6784805
Ust,-2.9807873,-0.49683923,0.002875083214522047,0.026411448196310222,0.5793357933579336,0.5899477571608719,0.5672008,0.7309937
Aff1,-2.9851105,-1.6592774,0.0028347584717443334,0.02606774816419242,0.08487084870848709,0.18926319582057288,0.04350305,0.13141477
Pdgfb,-2.98545,-1.4558238,0.0028316135817194007,0.02604774287600147,0.055350553505535055,0.1631778058007566,0.03755923,0.09983553
Aspa,-2.9881625,-2.4219358,0.002806603562945822,0.025844221294158407,0.055350553505535055,0.1580976400648532,0.038260177,0.18979801
Hgf,-2.9921234,-3.6070292,0.0027704421809755467,0.025572580351361368,0.014760147601476014,0.11979823455233292,0.0070160576,0.08230875
Plch1,-2.9946473,-1.7995094,0.002747624701707265,0.025396861277906503,0.05166051660516605,0.15762925598991173,0.03619986,0.1207307
Gab1,-2.9963107,-1.5917656,0.0027326776044124344,0.025267394091728186,0.15129151291512916,0.24622590524229868,0.10549524,0.28920123
Zranb3,-2.9995701,-0.9216468,0.0027036086348504493,0.0250244450631869,0.11808118081180811,0.22911187173482256,0.0722793,0.13276932
Mov10,-3.0006,-1.115429,0.002694482562499312,0.024957168719185286,0.08118081180811808,0.19077643667807603,0.045178812,0.095427446
Ermp1,-3.0016224,-1.0216147,0.002685451197271965,0.024882094369206104,0.13284132841328414,0.2418303008466943,0.07916183,0.15464725
Ttll7,-3.0049157,-0.48924372,0.0026565453067010866,0.024639755744238247,0.6752767527675276,0.6644208250765627,0.619954,0.7909853
Galnt13,-3.0083146,-0.33725354,0.0026270107653800657,0.024399508906243473,0.7712177121771218,0.6952260853900198,0.9036725,1.0492188
Zhx2,-3.0119662,-0.765144,0.002595614703473733,0.024149642341530192,0.2177121771217712,0.3258872275265718,0.14820154,0.24019404
Ncan,-3.0125434,-0.70167124,0.0025906838259040547,0.024120469300776836,0.22140221402214022,0.3342460817870654,0.14690278,0.22901624
Aplp1,-3.0129697,-0.7448354,0.002587047567053052,0.024103317658361826,0.5719557195571956,0.6123221041253828,0.44637614,0.66416156
Lyst,-3.015833,-0.4468056,0.0025627441879327406,0.023893454659872568,0.6568265682656826,0.6318140875517925,0.5758712,0.72336453
Rprml,-3.0169835,-1.0785846,0.0025530369534964986,0.023819480187656568,0.11808118081180811,0.2288596649252387,0.07802148,0.15817998
Arhgap21,-3.0235286,-0.26137072,0.0024984539618134252,0.02333453526379101,0.7601476014760148,0.7110790848495766,0.83115524,0.9374121
Baz2b,-3.0238643,-0.29597032,0.0024956830272048454,0.02331676041063776,0.8228782287822878,0.7549990992613943,0.9004509,1.0272356
Gm12122,-3.0249734,-5.854678,0.002486549574230622,0.023247594662344055,0.0036900369003690036,0.11007025761124122,0.0008182196,0.046279985
Utrn,-3.0257392,-0.90448606,0.00248026100129374,0.023212766332577846,0.2952029520295203,0.3758602053684021,0.2490499,0.4248617
Rnf150,-3.028663,-0.30311748,0.002456386491665352,0.02300561346498711,0.7380073800738007,0.6712664384795533,0.8114409,0.9336104
Hace1,-3.037362,-0.4072487,0.002386586640123624,0.022430074508612022,0.6494464944649446,0.6196361016033147,0.5470135,0.6757744
Cfap74,-3.0432394,-0.99443823,0.0023404607471706495,0.02205055409413582,0.09225092250922509,0.2042875157629256,0.060492337,0.117106505
Ptpru,-3.0433338,-1.0479449,0.0023397273017847975,0.02205055409413582,0.11070110701107011,0.22118537200504412,0.0684252,0.13665016
Slc9a4,-3.043858,-3.7740312,0.002335653182438956,0.02202070210952096,0.007380073800738007,0.1148982165375608,0.0045161024,0.06008005
Abhd12,-3.0440316,-0.5777835,0.0023343063440953277,0.022015728840239192,0.5055350553505535,0.5829940551252026,0.4099078,0.56317866
Rhobtb2,-3.0505655,-0.7134692,0.0022841095418375318,0.021610571615906505,0.22878228782287824,0.33864168618266977,0.13822591,0.21758178
Atp10a,-3.0533342,-1.8377901,0.0022631366387442695,0.021427230966546345,0.055350553505535055,0.16220500810664745,0.036105994,0.123476654
Tnks1bp1,-3.0548244,-1.2139691,0.002251923292684847,0.02134711582200067,0.0959409594095941,0.20569266798774996,0.048126888,0.1082913
Ldlrad3,-3.0599587,-0.74771816,0.0022136756768833432,0.021010761369782915,0.2140221402214022,0.3258511979823455,0.14691235,0.23564708
Prrt1,-3.0617845,-0.69586444,0.0022002181678343036,0.020897795040547097,0.30996309963099633,0.40965591785263916,0.19571911,0.30024353
A830031A19Rik,-3.0685635,-0.7196094,0.0021509064005465527,0.02048010452965481,0.0996309963099631,0.21754638803819132,0.073794745,0.11877535
Adgrb1,-3.0747578,-0.4924813,0.0021067360898118902,0.020085705345205172,0.42435424354243545,0.5045577373446226,0.31523308,0.41959998
Stx6,-3.0762327,-0.6404716,0.0020963414387638064,0.02003154141521461,0.35424354243542433,0.45566564582958025,0.23828423,0.35026085
Bves,-3.076708,-3.4748275,0.002093001790724251,0.0200092761492837,0.014760147601476014,0.12289677535579174,0.005681818,0.061424695
Bhlhe22,-3.0768855,-2.3900313,0.002091757299106342,0.02000908459486914,0.03690036900369004,0.14505494505494507,0.020113915,0.10120037
Gatm,-3.078764,-1.6081649,0.0020786126151912613,0.01989042769593632,0.12177121771217712,0.2262295081967213,0.07698716,0.21831374
Gm16183,-3.0793526,-0.81189114,0.002074510614875753,0.019858247318030455,0.11808118081180811,0.23249864889209151,0.07380097,0.12615591
Grik3,-3.0806503,-0.79938155,0.0020654914065654038,0.019786008589808342,0.2730627306273063,0.3620248603855161,0.22234488,0.36001626
Trhr,-3.082427,-2.8509915,0.0020532007714093243,0.01969606973552476,0.014760147601476014,0.12397766168257972,0.011891135,0.08278319
Lrp12,-3.0828645,-0.65133226,0.0020501840935931515,0.019681474310413713,0.2878228782287823,0.4029544226265538,0.19900475,0.29701197
Spidr,-3.0844226,-1.9736156,0.0020394766624130278,0.019606704085523455,0.055350553505535055,0.164042514862187,0.029869685,0.11250972
Dpp10,-3.0899944,-0.33572719,0.0020016024831673775,0.019290910589206397,0.977859778597786,0.8845973698432715,2.3180795,2.5301306
Rskr,-3.0977957,-3.4072006,0.0019496575560936085,0.018844351990012685,0.007380073800738007,0.11702395964691047,0.0059014605,0.060900394
Agap1,-3.1069174,-0.3373921,0.001890492192825554,0.01837161852485448,0.7970479704797048,0.7055665645829581,0.7857006,0.9196902
Ctxn1,-3.1098335,-0.94397575,0.0018719286103486838,0.018210978189742627,0.26199261992619927,0.3640064853179607,0.15972692,0.28757253
Rab26,-3.1131985,-1.563304,0.0018507154236952442,0.018024183919786593,0.05904059040590406,0.17045577373446225,0.029766321,0.08552672
Elmo2,-3.114217,-0.8791326,0.0018443380714316736,0.017975104816601042,0.17343173431734318,0.2855341379931544,0.09865487,0.17454547
Cdc42se2,-3.1145792,-0.5304611,0.0018420754385454806,0.017959567138504013,0.5313653136531366,0.5784903620969195,0.41550884,0.55621904
Bcan,-3.1147563,-1.7879962,0.0018409686214306807,0.01795529105547818,0.08856088560885608,0.19643307512159972,0.056488916,0.18289715
Vmn2r87,-3.1193173,-1.301276,0.0018127066941864072,0.017688784817357806,0.055350553505535055,0.16901459196541163,0.034217466,0.08230516
Sulf1,-3.119951,-1.9627806,0.0018088111863184407,0.017660885383857742,0.05166051660516605,0.16119618086831203,0.03581387,0.13290113
Atp1a1,-3.1211016,-0.7331452,0.0018017586412955259,0.01761122396930185,0.4059040590405904,0.5041974419023599,0.31064466,0.47347835
Per3,-3.127077,-0.99776745,0.0017655364109037711,0.017307538621300377,0.13653136531365315,0.2479913529093857,0.07653821,0.14742006
Slc9a9,-3.1366062,-0.4381456,0.0017091556365069305,0.01679773663238523,0.6826568265682657,0.685353990272023,0.76485157,0.93856287
Fibcd1,-3.1375003,-2.820362,0.001703951635993907,0.01675271879222696,0.01845018450184502,0.1296343001261034,0.012099906,0.082487985
3110082I17Rik,-3.1388922,-0.7367488,0.0016958782080690451,0.016685553808427407,0.16974169741697417,0.2914790127904882,0.10884521,0.17531429
Sv2c,-3.1394129,-2.6948795,0.0016928679281452725,0.01666814262706613,0.033210332103321034,0.14289317240136912,0.017225008,0.10660785
Irak1bp1,-3.139775,-0.80383754,0.001690776720119828,0.016653654864230125,0.17343173431734318,0.29385696270942174,0.10589746,0.17815685
Ptpra,-3.1402502,-0.3559608,0.001688035615721619,0.016638854363330853,0.7527675276752768,0.7126283552513061,0.7149143,0.848511
Neurl1b,-3.140337,-1.9476944,0.0016875356968180603,0.016638854363330853,0.04059040590405904,0.15193658800216178,0.019217368,0.0721806
Cluap1,-3.143687,-0.5509033,0.0016683382985488047,0.016462816776351957,0.26199261992619927,0.3806881642947217,0.17851125,0.25178173
Mgat4a,-3.1443734,-0.6762306,0.001664428591720975,0.01643027048476951,0.3247232472324723,0.4322104125382814,0.23086163,0.34710604
Pcmtd1,-3.144479,-0.31743026,0.0016638278471186783,0.01643027048476951,0.7638376383763837,0.7078003963249865,0.75243247,0.8747734
Akain1,-3.1455731,-2.0757308,0.0016576175718453717,0.016381090163841535,0.04428044280442804,0.15449468564222663,0.022283347,0.09074663
Kif13a,-3.1503074,-0.8111199,0.001630987166332503,0.016141666725360722,0.36162361623616235,0.4536479913529094,0.25756025,0.41570613
Map2k6,-3.151213,-0.6416635,0.0016259395660333483,0.016097640434530606,0.4022140221402214,0.4748693929021798,0.27549466,0.40202338
Zswim6,-3.152137,-0.32755777,0.0016208016400599287,0.016058606219915297,0.7859778597785978,0.7109709962168979,0.85941184,0.99653155
Itpr2,-3.1554115,-1.605969,0.0016027187165343214,0.015902899524843875,0.12177121771217712,0.22702215816969915,0.09253727,0.2586097
Efcab1,-3.15832,-1.5908631,0.0015868125118556706,0.015768362497619037,0.05904059040590406,0.17168077823815528,0.030852135,0.090191856
Rgs20,-3.1598063,-1.2832963,0.0015787402792940062,0.015693951648031796,0.1992619926199262,0.29850477391461,0.14011057,0.3119362
Lhfpl2,-3.1610928,-2.172865,0.00157178444404709,0.01564642082963985,0.055350553505535055,0.16609619888308413,0.030950222,0.1325553
Ryr1,-3.1619565,-1.8379992,0.0015671290729950258,0.01560739740228923,0.04059040590405904,0.153053503873176,0.023075812,0.080158204
Tcf7l2,-3.1622849,-2.5496223,0.00156536376897223,0.015595596763916877,0.05904059040590406,0.16652855341379932,0.035721198,0.19303142
Mmp17,-3.1628997,-0.6704821,0.001562061288305947,0.015568466920170918,0.24723247232472326,0.3625653035489101,0.1679191,0.25542513
Tshz3,-3.164899,-0.79519784,0.0015513674546677764,0.015484860143730739,0.2952029520295203,0.3879661322284273,0.22687066,0.36598074
Doc2b,-3.1720514,-1.3891915,0.0015136613683693419,0.015133144726460672,0.07749077490774908,0.1907043775896235,0.044799417,0.11333958
Slc16a10,-3.182799,-0.924526,0.0014585878074935184,0.014629434261795759,0.15867158671586715,0.27249144298324623,0.10413314,0.18922178
Fhip1a,-3.1847193,-2.6177843,0.001448945054225015,0.01453814548432642,0.02214022140221402,0.13460637722932806,0.012508924,0.074423425
Gjc3,-3.188967,-1.8698955,0.0014278219443498938,0.014363749773373884,0.07749077490774908,0.18720951179967574,0.06741779,0.22706552
Rin1,-3.1911247,-1.948,0.0014172006281441346,0.01426758369360543,0.033210332103321034,0.14757701315078364,0.019744588,0.07412318
Gpr22,-3.192215,-0.7279572,0.001411862007502013,0.014219164970606855,0.25092250922509224,0.36836606016933887,0.17207141,0.27078214
Myrip,-3.1952555,-0.58974725,0.001397070794421507,0.014080754780984955,0.47232472324723246,0.5088092235633219,0.33058414,0.46349725
Wdr66,-3.1994731,-1.8801993,0.0013767904389109505,0.01390138836046032,0.04797047970479705,0.16098000360295442,0.024045298,0.08580129
Neurl1a,-3.2129292,-0.7447279,0.0013138866880778722,0.013332377382421611,0.25830258302583026,0.3694469464961268,0.15237583,0.2435815
Ubtd2,-3.2193272,-0.68237686,0.0012849178140872852,0.01306803242412012,0.2140221402214022,0.3349306431273644,0.14104876,0.21760286
Ly6e,-3.2273889,-0.9920003,0.001249255881861137,0.012748767772734048,0.18450184501845018,0.30398126463700237,0.11888279,0.2240069
Gm3294,-3.2309234,-1.3634157,0.0012339094665397479,0.01262572253081608,0.06273062730627306,0.17957124842370745,0.039091196,0.09764486
Septin4,-3.23476,-1.4368304,0.0012174499527527532,0.012490599553442719,0.15498154981549817,0.26578994775716086,0.10054219,0.2518065
Phf24,-3.2402754,-0.4388421,0.0011941434875111156,0.01228431681065225,0.5350553505535055,0.5726896054764907,0.45350742,0.5753913
Fam228b,-3.2407167,-0.87269735,0.001192296260864828,0.012270011692622722,0.1918819188191882,0.3101062871554675,0.114114664,0.199951
Nsmf,-3.2443683,-0.66397977,0.0011771141940062878,0.012132358416934773,0.3173431734317343,0.42648171500630516,0.21257402,0.31866294
Rasa3,-3.2556894,-0.73996174,0.001131174628647302,0.011708267439041988,0.25830258302583026,0.37059989191136733,0.17675391,0.27982524
Il6ra,-3.2559836,-3.780374,0.0011300030033209497,0.011700647668298234,0.014760147601476014,0.12945415240497207,0.00731003,0.09604831
Hpca,-3.2582433,-1.064752,0.0011210428408433368,0.011625789708012528,0.25830258302583026,0.36461898756980726,0.16519432,0.3189882
Foxk1,-3.258364,-0.9235103,0.0011205660210572672,0.011625789708012528,0.16236162361623616,0.28041794271302467,0.08945891,0.16339394
1600020E01Rik,-3.259205,-0.806175,0.001117248386040716,0.011599870221373277,0.2066420664206642,0.3250225184651414,0.1253904,0.20993139
Mpped1,-3.2609594,-0.5939274,0.0011103596405528913,0.011537263550524434,0.36162361623616235,0.45285534137993155,0.30845347,0.43525326
Extl1,-3.2645242,-1.5661349,0.0010964807844622796,0.01140628675125879,0.04428044280442804,0.1624572149162313,0.029218564,0.084153235
Trf,-3.2663577,-1.6473497,0.0010894057224105354,0.011350264350977544,0.16974169741697417,0.27375247703116556,0.11822959,0.33156496
Arpc2,-3.266648,-0.6137135,0.001088288658803992,0.011343024151304603,0.5461254612546126,0.5964330751215997,0.4319,0.6024457
Otulinl,-3.2725444,-1.4451063,0.0010658414761965224,0.01113930784340745,0.0959409594095941,0.212754458656098,0.0525026,0.13695365
Dnah5,-3.272733,-1.6309683,0.001065130517115848,0.01113620894743301,0.055350553505535055,0.1720771032246442,0.033232093,0.09953403
Map6,-3.2782292,-0.57008076,0.0010446048302846494,0.01095143651570368,0.41697416974169743,0.5030805260313457,0.3005742,0.41907504
Gm20319,-3.2807531,-1.8913432,0.0010353033476097821,0.010870887436606035,0.033210332103321034,0.1499189335254909,0.023480318,0.08446812
Prdm8,-3.28213,-1.8302393,0.001030260921655314,0.010822170041000112,0.05166051660516605,0.16865429652314898,0.028828958,0.09894611
Hrk,-3.2826958,-1.6998076,0.001028195288959817,0.010804695899237498,0.055350553505535055,0.17200504413619166,0.03195055,0.10027032
Pdk1,-3.286125,-0.8408881,0.0010157593264624035,0.010686551723588403,0.21033210332103322,0.32509457755359394,0.12430718,0.21275677
Grm1,-3.2870228,-0.3781333,0.0010125263425175128,0.010656710859163952,0.7306273062730627,0.6867951720410737,1.0265523,1.2024425
Nt5dc1,-3.2912064,-0.82058966,0.000997586939399305,0.010511827867317384,0.17712177121771217,0.302035669248784,0.119700305,0.20259733
Fbxl7,-3.291746,-0.75878894,0.000995675501597008,0.010495802560969636,0.2730627306273063,0.3815168438119258,0.24565448,0.38605794
Egr3,-3.304889,-2.0740428,0.0009501406839593485,0.010043383232882648,0.02952029520295203,0.1479373085930463,0.021448795,0.0873594
Septin11,-3.3052247,-0.5495553,0.0009490031588990221,0.010035306918385173,0.4797047970479705,0.5320482795892632,0.35314718,0.48236817
Notch2,-3.3104758,-1.9769919,0.0009313751277936848,0.009868316121378671,0.07011070110701106,0.18486759142496847,0.03986801,0.14852296
Gng7,-3.311996,-0.9526322,0.0009263285297021777,0.009818716999249513,0.18081180811808117,0.2947216717708521,0.1070104,0.197699
Syngap1,-3.318443,-0.7118383,0.000905207713562362,0.009632844064721056,0.28413284132841327,0.39639704557737343,0.17398655,0.27099165
Crhr1,-3.3227851,-2.1924462,0.0008912354551717688,0.009495438810652429,0.02952029520295203,0.1478292199603675,0.01655544,0.0735307
Mtmr10,-3.3248222,-1.1140677,0.0008847494031391771,0.009430073963645254,0.15129151291512916,0.2691406953702036,0.08675107,0.17911917
Abhd17c,-3.328519,-1.1513788,0.0008730900589152534,0.009313191696329043,0.11439114391143912,0.23426409655917851,0.06303521,0.13498983
