names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ENTmv-PA-COAp Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Pde1a,12.408824,1.6130232,2.3406441619170446e-35,2.858777665032318e-32,0.9542857142857143,0.7619974059662775,2.6001122,1.6243334
Slit3,12.261068,1.6390892,1.4655538494282847e-34,1.7121492145277396e-31,0.9657142857142857,0.7252485948984003,2.638085,1.6427567
Gm1604a,12.243463,2.1689773,1.820950606776421e-34,2.0387059501701013e-31,0.7428571428571429,0.2509007061536244,0.5737507,0.15898111
Fgf12,12.233743,1.2357862,2.0525811004111164e-34,2.136425865397035e-31,0.9657142857142857,0.8545539703127252,2.9618824,2.173041
Atp2b4,12.233165,1.6604016,2.0672524190667256e-34,2.136425865397035e-31,0.8914285714285715,0.4441922467214296,1.0010226,0.43467432
Camk2d,11.997066,1.7465806,3.681169957642766e-33,3.663445805994856e-30,0.9142857142857143,0.5583657587548638,1.6228418,0.79395545
Cdh13,11.987807,1.9464264,4.11660452658775e-33,3.950470129621887e-30,0.88,0.5419008502666091,1.7563322,0.8078605
Ssbp2,11.813864,1.2186135,3.309951086617189e-32,3.0668408861173743e-29,0.9314285714285714,0.7716890041792765,1.9726236,1.2973557
Gm49678,11.798623,1.8303066,3.967499718331925e-32,3.5535572477192944e-29,0.92,0.5538622279867416,1.8342329,0.9079484
Rasgef1b,11.767259,1.6583266,5.756482694548181e-32,4.989570645242246e-29,0.9085714285714286,0.5429816976509584,1.4952394,0.74016535
Celf2,11.650547,0.9770805,2.2799043562440196e-31,1.9144071891336504e-28,0.9942857142857143,0.9664577028390258,4.369486,3.7044036
Negr1,11.623669,1.1077639,3.124261153994023e-31,2.543905975994527e-28,0.96,0.9021112552240957,3.2749188,2.549824
Tmem132d,11.521854,1.7358563,1.0238399213689123e-30,8.091346672700787e-28,0.8571428571428571,0.47503242542153046,1.3185,0.59992105
Efna5,11.508175,1.9022908,1.1999084656560559e-30,9.211868706336634e-28,0.84,0.41122640149877504,1.2621653,0.51738876
Nlgn1,11.368963,0.8941265,5.9692695003981146e-30,4.455396429880482e-27,0.9828571428571429,0.9543522121343133,4.002519,3.398313
Caln1,11.316269,1.33126,1.0901394046145184e-29,7.916769135673543e-27,0.9428571428571428,0.701614065427295,1.9093112,1.1892264
Mctp1,11.193011,1.4145606,4.4119039570622925e-29,3.119680508585889e-26,0.9657142857142857,0.7417495316328001,2.2911906,1.4664012
Cadps2,10.900301,1.6503967,1.1487614792291615e-27,7.914672037663479e-25,0.8857142857142857,0.5477734543882404,1.5657947,0.79126996
Celf4,10.88106,1.1025686,1.4190390207664574e-27,9.532394621998677e-25,0.9371428571428572,0.7915045395590142,2.2360213,1.587459
Oxr1,10.823226,1.0998154,2.6720427068770677e-27,1.7219743163321362e-24,0.96,0.8553105634817697,2.7335331,2.042871
Macrod2,10.822558,0.96030295,2.6915862034220214e-27,1.7219743163321362e-24,0.9828571428571429,0.8874117307969448,3.1669807,2.5404143
Cdh9,10.795275,1.6079862,3.623757483527641e-27,2.2644270600555283e-24,0.9314285714285714,0.5335422971609742,1.5457791,0.7934735
Lrrc4c,10.787239,1.2152486,3.954939433932185e-27,2.4152096043126775e-24,0.9657142857142857,0.9150093673439977,3.4182167,2.618274
Cadm1,10.771881,0.95663875,4.673538704680491e-27,2.790621888772551e-24,0.9485714285714286,0.8586972186193976,2.6247394,2.0275931
Slc26a4,10.746752,1.9197644,6.13853660523085e-27,3.5857060561424556e-24,0.6971428571428572,0.2737786424556853,0.57539636,0.1869605
Cep112,10.66583,1.5681642,1.4708052273741664e-26,8.408624778626351e-24,0.8342857142857143,0.4876783398184176,1.1203642,0.528698
Gda,10.655057,1.293575,1.651441662513232e-26,9.24463280661053e-24,0.9028571428571428,0.5736777633664794,1.1149013,0.60757744
Cntn3,10.640009,1.4632182,1.9411020992029308e-26,1.064437008277199e-23,0.9257142857142857,0.6620910794062546,1.8667775,1.0929163
Agbl4,10.623993,1.3468071,2.3048600646853052e-26,1.238631798761883e-23,0.9428571428571428,0.7519094970456838,2.4079585,1.6044924
Nfib,10.598454,1.0976765,3.0294416359302797e-26,1.596099936420522e-23,0.9371428571428572,0.817661046260268,2.363146,1.7042301
Acvr2a,10.595751,1.3197773,3.118281108114717e-26,1.611311795673893e-23,0.9028571428571428,0.6437166738723159,1.4120615,0.80808866
Magi3,10.588044,1.5225018,3.385934597825623e-26,1.7166049555391412e-23,0.8342857142857143,0.5520608156794927,1.2756863,0.6410393
Gabra3,10.533017,1.5214211,6.085205875630423e-26,3.0279533681146195e-23,0.8114285714285714,0.427367055771725,0.83972657,0.3772898
Car10,10.498018,1.6034603,8.821286403822193e-26,4.3095993758309514e-23,0.9142857142857143,0.637051448335495,2.082864,1.1977426
Marchf3,10.438741,1.8048978,1.64985097959954e-25,7.916338539614222e-23,0.72,0.3183095546908776,0.71384436,0.26095802
Sorbs2,10.429035,1.1304097,1.827348166422156e-25,8.614183373993566e-23,0.9542857142857143,0.7812725176538406,2.2451713,1.580251
Dok6,10.419964,1.0972238,2.0102898753830033e-25,9.31318775026574e-23,0.96,0.8122207810923764,2.4173248,1.7535434
Nkain2,10.408086,1.0114685,2.277544286507914e-25,1.0372477114994517e-22,0.9885714285714285,0.9298530047557285,3.898522,3.2178144
Slc16a2,10.400806,1.413131,2.45842525105833e-25,1.100964774932289e-22,0.84,0.48663352068021326,0.915542,0.44631317
B130024G19Rik,10.346048,2.0531597,4.361165623735088e-25,1.9210577099960954e-22,0.6457142857142857,0.2130350194552529,0.5422963,0.15997086
Kcng1,10.182093,2.0637205,2.383791347643735e-24,1.0331044114707607e-21,0.6228571428571429,0.20982850554834992,0.42996812,0.12088893
Tox3,10.169565,1.7735586,2.7111502035066607e-24,1.156327078860698e-21,0.7142857142857143,0.31769707450641305,0.7595168,0.28715324
Csmd1,10.163133,0.8297107,2.8961777618178435e-24,1.2159421321882103e-21,0.9714285714285714,0.94354373829082,4.1443167,3.5814514
Sgcd,10.137886,1.4493399,3.751292400888593e-24,1.5507265663365617e-21,0.96,0.7038117884421387,2.2144964,1.3830227
Galnt14,10.094483,1.5500906,5.84377857397283e-24,2.379126216403787e-21,0.7885714285714286,0.3993370802709324,0.85973674,0.38205397
Cacna1e,10.017338,1.1565524,1.2790215779676955e-23,5.1294492238794e-21,0.9485714285714286,0.7732021905173656,2.4140084,1.7166699
Zmiz1os1,9.98452,1.7434499,1.7816139132300744e-23,7.039994977719426e-21,0.68,0.2796512465773166,0.5159058,0.18368563
Sv2b,9.95703,1.3445616,2.3497713747066328e-23,9.093418306427365e-21,0.9142857142857143,0.6200100879089206,1.6405617,0.9697695
Kcnab1,9.956222,1.2984437,2.368958993114684e-23,9.093418306427365e-21,0.9371428571428572,0.6749171350338665,1.7836152,1.1029464
Otud7a,9.946431,0.99552965,2.6138945140846614e-23,9.892302196261246e-21,0.9257142857142857,0.7686626315030984,2.0377927,1.4695286
Pcsk5,9.835993,1.5601096,7.878690239723694e-23,2.900005571799667e-20,0.8057142857142857,0.46090935293269925,1.1782645,0.5667911
Hs6st3,9.821547,1.5579143,9.093721048576321e-23,3.3020038456114286e-20,0.9542857142857143,0.793450064850843,2.9599113,1.9760419
Dpyd,9.803791,1.3717643,1.0843775751674728e-22,3.8849633926333327e-20,0.9142857142857143,0.6495892779939473,1.7597606,1.0504931
Hcn1,9.752634,1.3118091,1.7974216562646968e-22,6.315750678759059e-20,0.96,0.7475861075082865,2.3137732,1.5413009
Reln,9.751934,1.6194825,1.80987272893356e-22,6.315750678759059e-20,0.7085714285714285,0.2890546188211558,0.87939376,0.37754932
Large1,9.6327915,0.8706221,5.812869217457049e-22,2.0024589214496268e-19,0.9542857142857143,0.8450425133304511,2.471482,1.935642
B3galt1,9.580638,0.9421998,9.644757413913109e-22,3.2804383760993064e-19,0.9428571428571428,0.8528966709900562,2.4792387,1.9005404
Pparg,9.561988,1.7932845,1.155157531171282e-21,3.8798853578215433e-19,0.64,0.25796224239804005,0.55708086,0.1948325
Cobl,9.543527,1.3994716,1.3805548374502234e-21,4.579692405220679e-19,0.8,0.4300691742325984,0.9212776,0.45320153
Ripor2,9.539408,1.1475984,1.4365030310968388e-21,4.707175176289276e-19,0.88,0.5860354517942067,1.0919714,0.6385807
Ak5,9.510771,1.2142162,1.892552596640624e-21,6.126854008642599e-19,0.9314285714285714,0.6692246721429601,1.6348729,1.0222871
Pdzrn4,9.477229,1.5360116,2.6112510786214946e-21,8.352894819352329e-19,0.8114285714285714,0.5394509295287505,1.4390715,0.7463404
Yap1,9.4502325,2.3967988,3.3807739339119835e-21,1.0687223012260588e-18,0.5257142857142857,0.12599077676898687,0.35043192,0.07667507
Pex5l,9.419931,1.3295177,4.513835952626022e-21,1.410311302872805e-18,0.9542857142857143,0.7794711053465917,2.4943156,1.6904773
Abca8a,9.375033,2.855852,6.91538221366141e-21,2.1358197710469205e-18,0.4857142857142857,0.08185617524138925,0.38351128,0.06256911
Kcnma1,9.346825,0.91863006,9.031884595146856e-21,2.7578038530863187e-18,0.9657142857142857,0.8568237498198588,2.8010159,2.2169433
Adcy8,9.333931,1.2623051,1.0201595192525686e-20,3.0799647508220805e-18,0.8685714285714285,0.5556636402939905,1.2177986,0.6891693
Slc4a10,9.321832,0.98845017,1.1434917618689024e-20,3.413958182379712e-18,0.9371428571428572,0.7733463035019456,1.9460435,1.3924189
Gabra2,9.267708,1.0954349,1.9018921876425543e-20,5.6158069320830144e-18,0.9371428571428572,0.7686626315030984,2.049291,1.4266602
Kcnb2,9.231034,1.1755517,2.6803096950166536e-20,7.828252337510597e-18,0.9657142857142857,0.7705721285487822,2.3913257,1.6855214
A230057D06Rik,9.17305,1.0217452,4.5982090055473627e-20,1.328536300850082e-17,0.9428571428571428,0.7879737714368065,2.16112,1.5650603
Cdr1os,9.17037,0.9533965,4.7139947405171974e-20,1.3475004114648627e-17,0.9314285714285714,0.7695993659028678,2.1057127,1.5528393
Meg3,9.114276,1.164416,7.919767066344447e-20,2.2400435902386873e-17,0.9657142857142857,0.9135682374981986,4.0304766,3.2451706
Mpped1,9.084346,1.260049,1.0432446640257177e-19,2.919998346080316e-17,0.7942857142857143,0.45121775471970027,0.83153415,0.4327352
Arpp21,9.028054,1.0834147,1.7475157946334083e-19,4.840798907402029e-17,0.9485714285714286,0.79842196281885,2.56631,1.8978081
Mamld1,9.019172,1.3135139,1.8951740486368667e-19,5.196257825191082e-17,0.7485714285714286,0.4204496325118893,0.66388696,0.32145733
A230006K03Rik,8.996384,1.2199025,2.3327452829268753e-19,6.331400581034862e-17,0.9371428571428572,0.664541000144113,1.8452182,1.1902826
Gramd1b,8.882823,0.9991847,6.518471374172785e-19,1.751513258240227e-16,0.9028571428571428,0.6798169765095835,1.2873626,0.8382649
Gria4,8.870809,1.1740983,7.261677429238191e-19,1.9318937873626749e-16,0.9485714285714286,0.7912523418359995,2.392892,1.6877346
Ftx,8.831982,0.99297327,1.0283755899662169e-18,2.709063931607083e-16,0.9257142857142857,0.6916342412451362,1.3788555,0.9132595
Ano2,8.802615,2.4793494,1.3366399790428912e-18,3.4869433239691734e-16,0.5028571428571429,0.13906903011961377,0.42465943,0.09064078
Ank2,8.794312,0.52902335,1.4392827874363003e-18,3.7186085094628257e-16,0.9771428571428571,0.9336359706009512,3.0545185,2.7084827
Ptpn14,8.793168,2.0773456,1.4540023434805567e-18,3.720861235173577e-16,0.5257142857142857,0.15477734543882404,0.3335998,0.0896838
Sox5,8.790516,1.3037604,1.4887416322256887e-18,3.7738195903683256e-16,0.9142857142857143,0.6186049863092664,1.7241898,1.0531068
Rps6ka2,8.752884,1.2051809,2.0796903447243066e-18,5.222549491845057e-16,0.76,0.42171062112696356,0.63500994,0.32549948
Eml6,8.742049,0.92793906,2.289190893832893e-18,5.695422159008317e-16,0.9371428571428572,0.7733463035019456,1.9285395,1.4086109
Elavl4,8.684737,1.1670232,3.796174883572045e-18,9.358093497392738e-16,0.84,0.5376495172215017,1.0345948,0.5921272
Rgs6,8.668787,1.4479836,4.36746626773474e-18,1.0668528964912041e-15,0.7942857142857143,0.5103040783974636,1.4149771,0.7618629
Ptprz1,8.597171,1.1305339,8.170515635117873e-18,1.9778536496902452e-15,0.8857142857142857,0.5652111255224096,1.3449913,0.8313079
Atrnl1,8.575982,0.99780005,9.824456668072992e-18,2.35699241670644e-15,0.9257142857142857,0.7492794350771005,1.9475471,1.3888662
Rspo3,8.554257,1.4004554,1.1862963344259557e-17,2.8208657084978254e-15,0.6628571428571428,0.3168323965989336,0.55546033,0.24792083
Zfp618,8.533027,1.773437,1.425677484546607e-17,3.347691839434424e-15,0.5828571428571429,0.23558870154200892,0.41221315,0.1390889
Ccn3,8.532453,1.7225318,1.4327672554334157e-17,3.347691839434424e-15,0.5771428571428572,0.23843493298746218,0.47839722,0.17049894
Gucy1a2,8.511387,0.98296094,1.7186550419799003e-17,3.9810569808620615e-15,0.9142857142857143,0.6979752125666523,1.5346205,1.0442955
Grid1,8.467716,0.9059496,2.5025114021215598e-17,5.6985153707632476e-15,0.9485714285714286,0.7832180429456694,2.0503135,1.5289264
Nyap2,8.446622,1.1140664,2.9985367022712384e-17,6.770645478153629e-15,0.88,0.6020680213287217,1.3287659,0.82534176
Efcab6,8.444374,1.6414438,3.056793768404424e-17,6.844670713085574e-15,0.5885714285714285,0.24686554258538695,0.41622898,0.15312494
Cnr1,8.438675,1.0275955,3.209560489837696e-17,7.127346310904042e-15,0.7828571428571428,0.4392203487534227,0.7241042,0.41961345
Tenm3,8.4307375,1.2283907,3.434944972085096e-17,7.565325524584144e-15,0.9371428571428572,0.7345438824038046,2.2050037,1.4916292
Kif26b,8.42272,1.2800496,3.6784378656553655e-17,8.035741906517046e-15,0.7314285714285714,0.40528174088485375,0.7221854,0.36189434
Cacna1c,8.41158,0.9870991,4.0452444902007964e-17,8.76578382674963e-15,0.9428571428571428,0.7832540711918143,2.2228382,1.6397195
Kcnn3,8.39728,1.4066044,4.5693896781303345e-17,9.822360052108968e-15,0.6571428571428571,0.3308113561031849,0.53182954,0.23492204
Shisa9,8.37904,1.1545814,5.336120481033507e-17,1.1379488676616694e-14,0.92,0.6624153336215594,1.7022794,1.1036962
Chst9,8.346133,1.5945265,7.053436114182174e-17,1.4923293573864175e-14,0.6628571428571428,0.3320363164721141,0.8415896,0.36263442
Adamts2,8.326265,1.7559934,8.343241470253243e-17,1.7514288930133174e-14,0.5428571428571428,0.18734687995388385,0.38168815,0.12892069
Tenm4,8.314472,1.1253139,9.216142246479683e-17,1.9196724198675123e-14,0.9371428571428572,0.7472618532929817,2.2319279,1.5713047
Nos1,8.299175,1.718143,1.0483626587540693e-16,2.1668849723632187e-14,0.56,0.22027669693039342,0.4064395,0.14185908
Trhr,8.291652,2.1953852,1.1168633994303058e-16,2.2908488200528487e-14,0.48,0.12105490704712495,0.32582608,0.08074745
Gpc4,8.289,1.3217746,1.1420470043673285e-16,2.32475780358713e-14,0.6628571428571428,0.31881395013690733,0.55540264,0.26012206
Prkg1,8.256149,1.0276252,1.5044724781163204e-16,3.0394868787207167e-14,0.9542857142857143,0.8095907191237931,2.5570157,1.9221742
Ldb2,8.244695,1.2464024,1.6558260165979955e-16,3.32030187059613e-14,0.8571428571428571,0.5545107364173512,1.4169887,0.8402955
Ahi1,8.202938,0.8883195,2.345822277362512e-16,4.669055155017089e-14,0.9314285714285714,0.7582504683671999,1.7868197,1.3043386
Gm6999,8.162625,2.4068315,3.27821048295365e-16,6.476876152717984e-14,0.45714285714285713,0.10948984003458712,0.2897642,0.061453033
Kctd16,8.154199,1.1384209,3.51503310811003e-16,6.894083183570548e-14,0.9657142857142857,0.8035019455252919,2.6790073,1.9691328
Map2,8.135319,0.7229094,4.1085631305813616e-16,7.999789225994288e-14,0.96,0.8401066436085891,2.1553802,1.7269521
Syt17,8.127442,1.0994546,4.384434211851773e-16,8.475521386507708e-14,0.7714285714285715,0.4366623432771293,0.71061236,0.3941609
Gm57223,8.121432,1.0853873,4.60712366563745e-16,8.842386635405591e-14,0.7657142857142857,0.44602968727482345,0.6557963,0.36235687
Epb41l4b,8.098227,1.0904722,5.576606399528897e-16,1.0627192479102231e-13,0.7542857142857143,0.4626026805015132,0.7102139,0.39593634
Gm41414,8.093736,1.8609561,5.786201833051039e-16,1.0948960792540946e-13,0.5314285714285715,0.1986957774895518,0.39957708,0.12682886
Spock1,8.088178,1.1667837,6.056391672828526e-16,1.138008701041276e-13,0.8857142857142857,0.609633953019167,1.5001369,0.9365102
Uggt2,8.049911,0.94081837,8.285467366167635e-16,1.535382814682237e-13,0.8685714285714285,0.607976653696498,1.0130322,0.64903486
Npas2,8.04779,1.0970554,8.43026783685356e-16,1.5515157313442133e-13,0.8057142857142857,0.48508430609597925,0.8604534,0.4933155
Kcnd3,8.026718,0.9889634,1.001144006743533e-15,1.8299822762720228e-13,0.8685714285714285,0.6302421098140942,1.2670594,0.8263628
Lzts1,8.024339,1.1189169,1.020739125787417e-15,1.8428014832365759e-13,0.72,0.39440121054907046,0.5586562,0.29606444
Lrfn5,8.024202,0.8976891,1.0218735429931143e-15,1.8428014832365759e-13,0.9714285714285714,0.8578325407119182,2.8536055,2.2799225
Gm41361,8.020733,1.3849809,1.0511641721934234e-15,1.8709450471406617e-13,0.6228571428571429,0.2973050871883557,0.39736706,0.17127334
Nek10,8.020704,1.5899202,1.0514056647496834e-15,1.8709450471406617e-13,0.56,0.21490848825479175,0.37902334,0.14244713
Sdk1,8.013543,1.169989,1.1145058606561948e-15,1.9701823997257863e-13,0.7942857142857143,0.46235048277849833,1.0246022,0.58430076
Sipa1l1,8.009518,0.890694,1.151593796812583e-15,2.0224395634218368e-13,0.9257142857142857,0.7528102031993082,1.7629447,1.2822806
B230209E15Rik,7.974974,1.0054753,1.5241261877403084e-15,2.6593032899079274e-13,0.8514285714285714,0.5927006773310275,1.0745132,0.67326605
Tmem255a,7.971029,2.531442,1.5735859602000641e-15,2.72788740326295e-13,0.4514285714285714,0.11745208243262718,0.35343692,0.070765436
Grm7,7.953574,0.89199543,1.8120649865032817e-15,3.1211657812399473e-13,0.9771428571428571,0.8925637699956767,3.271584,2.6852505
Dcaf6,7.946408,0.853748,1.919979095021038e-15,3.2859769607143495e-13,0.9314285714285714,0.7178628044386799,1.3574097,0.95436347
Ptprd,7.9287643,0.8961133,2.2133675813307906e-15,3.764125753820148e-13,1.0,0.9652327424700966,4.265755,3.6566334
Csmd3,7.917187,0.7122424,2.429433980203312e-15,4.1055906319536474e-13,0.9657142857142857,0.9000936734399769,3.0225542,2.5594633
Ccser1,7.9102607,0.8491916,2.5685001987583343e-15,4.3134750212897776e-13,0.9828571428571429,0.8617956477878657,2.7988083,2.2578402
Tafa1,7.909424,1.2163848,2.5858272274565525e-15,4.315601093276867e-13,0.9371428571428572,0.7904957486669549,2.687361,1.9304793
E430024P14Rik,7.9068284,1.8361516,2.640295706493581e-15,4.3793052860174395e-13,0.5085714285714286,0.17686266032569534,0.32157442,0.100957125
Gls,7.903607,0.807149,2.70946091101689e-15,4.466454888283671e-13,0.9314285714285714,0.803141663063842,1.9983132,1.5356376
Hook1,7.846822,0.92719954,4.2671251644890395e-15,6.948948676958818e-13,0.8514285714285714,0.5479535956189653,0.8064779,0.5020427
B830012L14Rik,7.8416777,0.982648,4.445666723061385e-15,7.196088243895146e-13,0.8857142857142857,0.6123720997261853,1.2093251,0.78382653
Lrrtm4,7.834906,1.1707664,4.691927132362481e-15,7.549226469855082e-13,0.9942857142857143,0.9200172935581495,3.8191853,3.034779
Cdon,7.8036876,1.186092,6.012394975963176e-15,9.616253155007771e-13,0.6914285714285714,0.40556996685401353,0.61570305,0.31771767
Gm33228,7.795905,1.1880873,6.394838618258149e-15,1.016741501021281e-12,0.7028571428571428,0.41212710765239946,0.6790422,0.35528737
Nwd2,7.783872,1.0767292,7.0337945897434855e-15,1.1117532978023969e-12,0.84,0.5319930825767402,1.0884733,0.6595161
Opcml,7.763351,0.81858206,8.27142600760251e-15,1.2997264141770726e-12,0.9771428571428571,0.925673728202911,3.6582875,3.1103895
Arhgap10,7.7580233,1.3431003,8.626329997019412e-15,1.347613296627393e-12,0.6228571428571429,0.32202046404381035,0.5267374,0.24162628
Gap43,7.733275,1.0080243,1.0481453985338256e-14,1.6279576218846182e-12,0.8114285714285714,0.4985948984003459,0.8004392,0.47614723
Rtn4rl1,7.720593,1.0598321,1.1578987272517882e-14,1.7880884368537672e-12,0.7428571428571429,0.42005332180429455,0.62162477,0.34604532
Ryr3,7.7146444,1.1262866,1.2131999874484924e-14,1.8627819235851994e-12,0.96,0.7184392563769996,2.083158,1.4399014
Mpdz,7.7026677,0.9555663,1.332546665777074e-14,2.0344050516721577e-12,0.8114285714285714,0.5620766681077966,0.8860757,0.55106086
Lrrc7,7.6839337,0.80076534,1.5427669670858664e-14,2.3420422828021033e-12,0.9485714285714286,0.862876495172215,2.9838316,2.4656475
Cacna2d1,7.6831717,0.84590477,1.55197252569245e-14,2.3427809980537155e-12,0.9428571428571428,0.8266320795503674,2.411844,1.894547
Slc24a4,7.6793065,1.2534903,1.5995214801970393e-14,2.401069395133768e-12,0.6628571428571428,0.36712782821732237,0.57314485,0.28108966
Xylt1,7.6768236,0.9475931,1.6308168510007392e-14,2.4344471547994368e-12,0.8857142857142857,0.6404020752269779,1.3825114,0.9351749
Lcorl,7.663638,1.021047,1.8073837665613347e-14,2.683116121961495e-12,0.8514285714285714,0.6640726329442282,1.3091595,0.84670746
Myrip,7.638937,1.0212103,2.190223273709939e-14,3.2335878771750582e-12,0.7942857142857143,0.508142383628765,0.7837775,0.46133
Rian,7.6298194,0.9575742,2.3508304823319777e-14,3.4517385278830733e-12,0.9371428571428572,0.7607003891050583,2.1277494,1.5703543
Gm14636,7.5981116,1.0943826,3.0048332938980687e-14,4.388036446034843e-12,0.6857142857142857,0.3894653408272085,0.53793514,0.28793755
Psmb2,7.573819,1.028185,3.624083087835715e-14,5.2637358146024685e-12,0.7657142857142857,0.4773022049286641,0.65292,0.37270764
Rapgef5,7.573015,0.910577,3.6465949172413956e-14,5.267957280982597e-12,0.8971428571428571,0.7157011096699812,1.583249,1.11813
Efnb2,7.554258,1.2515144,4.21255413182321e-14,6.020815400111152e-12,0.6285714285714286,0.32569534515059806,0.45019355,0.21416141
Sestd1,7.5472984,0.954745,4.443801266258574e-14,6.317721694410999e-12,0.8171428571428572,0.5493947254647644,0.8276222,0.50949746
Gm44643,7.529025,1.3267815,5.1120578603092515e-14,7.229526037184715e-12,0.5942857142857143,0.2938824038045828,0.40048385,0.17928135
Gnai1,7.511161,0.8593043,5.860529279792329e-14,8.244629410891094e-12,0.8285714285714286,0.5553033578325407,0.8253226,0.53473914
Ly6h,7.497656,0.9033999,6.496919629320263e-14,9.09230366874143e-12,0.8342857142857143,0.5442426862660326,0.86387146,0.5502469
Dpp10,7.4884677,1.1954207,6.968241651186322e-14,9.701380993128315e-12,0.9771428571428571,0.8852860642743912,3.3061156,2.523718
Slit2,7.446899,1.0864966,9.555969573411508e-14,1.3235510434926145e-11,0.8514285714285714,0.5720564922899554,1.3528588,0.8547468
Kcnk9,7.442258,1.0998834,9.897878848647952e-14,1.3638769469906177e-11,0.6857142857142857,0.369361579478311,0.49071154,0.2589368
Osbpl10,7.4271445,1.0805923,1.1096704273491e-13,1.521267570554608e-11,0.7257142857142858,0.4214944516500937,0.6173562,0.3391895
Ccdc148,7.425179,0.9569416,1.1262748003364718e-13,1.5361930906112182e-11,0.8114285714285714,0.5460080703271365,0.87591624,0.5433465
Smad3,7.386493,1.0560943,1.5075204313581247e-13,2.0458118177067076e-11,0.6685714285714286,0.3701181726473555,0.52383864,0.28602076
Ptpre,7.384198,0.8889427,1.533747114644416e-13,2.0709439683666057e-11,0.8285714285714286,0.5424773022049286,0.83732045,0.5350328
Ntm,7.37248,1.0836746,1.674825739204152e-13,2.250128380620778e-11,0.9542857142857143,0.814382475861075,2.6581924,1.9825569
Rab3c,7.3704348,0.9234544,1.7007266718211994e-13,2.273558491136101e-11,0.8914285714285715,0.6447254647643753,1.2888256,0.8695658
Khdrbs2,7.3472757,1.0079625,2.022873684449104e-13,2.6908225693637337e-11,0.92,0.7122423980400634,1.8227485,1.2754036
Rgs7,7.3370385,0.8424225,2.1837142016575788e-13,2.890463083671879e-11,0.9542857142857143,0.8070687418936446,2.3087223,1.8006699
Catspere2,7.3175335,0.8902951,2.525700666787831e-13,3.326743966499462e-11,0.8514285714285714,0.5269851563625882,0.80319136,0.50983703
Xkr4,7.3159065,0.76491576,2.5564960314918665e-13,3.350880408106656e-11,0.96,0.861291252341836,2.7406483,2.254581
Lrrtm3,7.301903,1.026476,2.837257822837937e-13,3.7008309562939494e-11,0.9028571428571428,0.6254503530768122,1.4811195,0.9813441
