names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L2 IT ENT-po Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Htr7,17.440825,2.7656035,4.042004447985617e-68,1.487789856402377e-65,0.7025316455696202,0.17045084193373167,0.5834843,0.11020327
Meg3,17.006922,1.4501206,7.297326841963647e-65,2.649718543831935e-62,0.9778481012658228,0.9131631359768242,4.2189903,3.2390018
Nyap2,16.96156,1.6189685,1.5809319403175798e-64,5.663952164844449e-62,0.9462025316455697,0.5998913633894623,1.5894251,0.81978846
Car10,16.906998,1.8772776,3.9954656779920144e-64,1.4126074048374398e-61,0.9651898734177216,0.635053413000181,2.2427466,1.191394
Zfp385b,16.881865,1.6610217,6.118090252835761e-64,2.1349751310869725e-61,0.9556962025316456,0.6634075683505342,2.0381026,1.1349641
Gm2694,16.85763,3.4715772,9.221315405356588e-64,3.176624935152968e-61,0.620253164556962,0.08459170740539562,0.39287505,0.04246713
Unc13b,16.768572,1.5376217,4.143439335355559e-63,1.3916776867625484e-60,0.9082278481012658,0.5333695455368459,1.1138973,0.53346205
Rasa3,16.752842,1.7166762,5.398507877102753e-63,1.7908383537993946e-60,0.8291139240506329,0.36538113344196993,0.71231234,0.27461433
Sema3a,16.64372,2.3462021,3.360754613008609e-62,1.101261907945626e-59,0.7246835443037974,0.21832337497736737,0.68206114,0.17590655
Slc26a4,16.622433,2.2568355,4.794765053150009e-62,1.5522329756402502e-59,0.7531645569620253,0.27097591888466416,0.6752723,0.1838343
Sv2b,16.575516,1.635834,1.0476042568650242e-61,3.3510864740432385e-59,0.9683544303797469,0.6178888285352163,1.7993068,0.9645281
Igsf11,16.571503,1.7179118,1.1199270378522845e-61,3.5402870008342217e-59,0.8734177215189873,0.42418975194640596,0.92085177,0.37806466
Sema6d,16.52909,1.5679675,2.2653541669616207e-61,7.0779147053789245e-59,0.9525316455696202,0.7031323556038385,2.0179245,1.1631477
Mpped1,16.52728,1.6029549,2.334412658807971e-61,7.209846912893125e-59,0.9240506329113924,0.44798116965417345,0.96625024,0.42915758
Asap1,16.450972,1.4471844,8.253313638671762e-61,2.5200742894444346e-58,0.9588607594936709,0.6990403766069165,1.7878629,1.0385545
Crim1,16.448727,1.5140289,8.565007858389995e-61,2.585862484886957e-58,0.9493670886075949,0.5730943327901503,1.2790773,0.64606
Frmd3,16.342455,1.7461,4.923093887143029e-60,1.4698170305281465e-57,0.8354430379746836,0.3615064276661235,0.7232024,0.2748227
Cbln4,16.338915,3.7968323,5.21738207269286e-60,1.540561058167661e-57,0.5791139240506329,0.04990041644034039,0.34185538,0.028902553
Lama3,16.162434,3.159043,9.282330292861932e-59,2.71104581488261e-56,0.6044303797468354,0.0859677711388738,0.39165542,0.052282237
Ttc21b,15.9933,1.6216909,1.42289676701977e-57,4.111100659120561e-55,0.8449367088607594,0.42353793228317943,0.74979657,0.3095666
Ptprm,15.818283,1.8870744,2.327549967370364e-56,6.653326342898051e-54,0.8575949367088608,0.3752670650009053,1.2688844,0.52547807
Hecw1,15.81361,1.3189029,2.506826472318679e-56,7.090360769600306e-54,0.9588607594936709,0.7118232844468586,1.868588,1.1619804
Pdzrn3,15.710765,1.9685396,1.2763046895855574e-55,3.5723236467879088e-53,0.8386075949367089,0.38830345826543544,1.2938691,0.5165941
Epha6,15.624275,1.311091,4.975475427771512e-55,1.3641941300430666e-52,0.9715189873417721,0.8849176172370089,3.4085002,2.547575
Unc5d,15.577145,1.8290651,1.0410152660183735e-54,2.8254626462539086e-52,0.9651898734177216,0.6346912909650553,2.2069652,1.1867387
Nell1,15.52149,1.944438,2.482206989772915e-54,6.669690181519822e-52,0.8639240506329114,0.500307803729857,1.6966809,0.7690381
Cdh13,15.518185,1.8783875,2.6133924298788275e-54,6.952658870380603e-52,0.9018987341772152,0.5399239543726235,1.7110655,0.80353594
Pcdh7,15.455176,1.4802665,6.962082660046205e-54,1.8340309909357012e-51,0.9588607594936709,0.7835958718087995,2.5706208,1.672889
D430041D05Rik,15.405443,1.3354961,1.504544677336138e-53,3.9249626679633037e-51,0.9620253164556962,0.6763715372080391,1.6595166,0.9883431
Ext1,15.348767,1.2965542,3.609831054145665e-53,9.32655388700904e-51,0.9588607594936709,0.773818576860402,2.2000942,1.4509795
Dgki,15.308903,1.1868019,6.66797735526505e-53,1.7063671574854465e-50,0.9588607594936709,0.7772225239905848,2.2376978,1.5427638
Cacna1e,15.303685,1.3159682,7.224691117171176e-53,1.8313910407395235e-50,0.9683544303797469,0.7720803910917979,2.5098853,1.7120131
Unc5c,15.296809,1.3195176,8.029786755488094e-53,2.0164520571959353e-50,0.9588607594936709,0.8058663769690385,2.5365336,1.7337862
Kcnip3,15.263172,1.4284968,1.3454573113837666e-52,3.3474479589705375e-50,0.8829113924050633,0.5017200796668477,0.9789144,0.48075855
Lin7a,15.133499,1.4655367,9.737700487375799e-52,2.400477175190713e-49,0.8892405063291139,0.4991128010139417,1.0332303,0.504072
Etl4,15.081215,1.6992348,2.1526965699268173e-51,5.258450621266689e-49,0.9525316455696202,0.7099040376606917,2.548598,1.5326636
Prkg2,15.037825,2.0980432,4.1496140065439416e-51,1.0045056608633848e-48,0.6772151898734177,0.2019554589896795,0.51038677,0.14457278
Ano6,15.003255,1.3179109,6.990590316932324e-51,1.6771175162140315e-48,0.9050632911392406,0.5272496831432193,0.9361153,0.48350596
Gm49678,14.962681,1.6919005,1.2873310255623315e-50,3.061113686447774e-48,0.9177215189873418,0.5520188303458265,1.7490449,0.9041931
Rian,14.906651,1.2354169,2.983475639386871e-50,7.032104423712738e-48,0.9588607594936709,0.759550968676444,2.2938573,1.5656072
Myrip,14.905542,1.3635137,3.0334111503993753e-50,7.0876310966288e-48,0.8892405063291139,0.5055947854426942,0.91449237,0.45818788
Camk2g,14.888243,1.2999183,3.929627471973408e-50,9.10250777344185e-48,0.9240506329113924,0.5316675719717545,0.95555615,0.5007058
Rspo3,14.884107,1.7604147,4.1803419809816973e-50,9.600494788801555e-48,0.7531645569620253,0.3140322288611262,0.66324174,0.24511716
Dpp10,14.775427,1.7758663,2.1101526145056754e-49,4.80506786031928e-47,0.9778481012658228,0.8848089806264712,3.6873703,2.5153587
Slc6a7,14.703283,1.6673491,6.140886892601672e-49,1.3866019395311509e-46,0.7563291139240507,0.3401412275936991,0.59063905,0.22592722
Ell2,14.698421,1.510065,6.598084433846242e-49,1.4774210728120713e-46,0.810126582278481,0.3696903856599674,0.67296815,0.29047862
Dock3,14.662622,1.0434915,1.1186809707126172e-48,2.4842113787643e-46,0.9620253164556962,0.8045989498460981,2.1506128,1.5438018
Fnbp1l,14.641737,1.4056687,1.521307084220161e-48,3.350616504343912e-46,0.9240506329113924,0.5209125475285171,1.1402954,0.5894991
Nrg1,14.640408,1.6442969,1.551352565100291e-48,3.387975634204318e-46,0.9715189873417721,0.847329349990947,3.3219523,2.2561278
Snap25,14.639878,0.9703473,1.5634870809130458e-48,3.387975634204318e-46,0.9841772151898734,0.8519282998370451,2.437777,1.8456503
Arhgap6,14.624568,1.8391361,1.958103375921436e-48,4.209139016880719e-46,0.7183544303797469,0.24997284084736557,0.65837395,0.23141761
Bcl11a,14.601901,1.3183397,2.7312267607722164e-48,5.824449449361068e-46,0.9651898734177216,0.6768060836501901,1.7537808,1.069975
Dgkb,14.574333,1.3565636,4.0909972468119534e-48,8.655519371798204e-46,0.9620253164556962,0.7774760094151729,2.4357355,1.6234885
Igsf9b,14.563251,1.4375591,4.811472273528331e-48,1.0100332811695802e-45,0.8291139240506329,0.40036212203512583,0.7011982,0.31857085
Lin28b,14.461475,1.7553902,2.1220067969262681e-47,4.420025010341769e-45,0.7341772151898734,0.29455006337135614,0.6083427,0.22156407
Esrrg,14.437086,1.4732586,3.0235917533137927e-47,6.249531570118585e-45,0.9113924050632911,0.5223248234655079,1.1543887,0.5779125
Il1rap,14.429392,1.368116,3.3804800391174296e-47,6.933854858861476e-45,0.9493670886075949,0.6374796306355242,1.574451,0.9094629
Sh3bgrl2,14.391958,2.0574002,5.812610864804094e-47,1.1832185904339848e-44,0.6424050632911392,0.2002534854245881,0.41039905,0.11502967
Snhg11,14.361342,1.3408753,9.045840766373942e-47,1.827531890168931e-44,0.9841772151898734,0.826797030599312,3.0468817,2.1877537
Dok5,14.347702,1.5695709,1.101264792641773e-46,2.208282461066003e-44,0.7658227848101266,0.3454644215100489,0.6119744,0.2502716
A230006K03Rik,14.273207,1.3914269,3.214488625057791e-46,6.398022915207619e-44,0.9588607594936709,0.662900597501358,1.9407729,1.1858455
Lacc1,14.184816,2.5054612,1.1376349472413512e-45,2.247665517086405e-43,0.5664556962025317,0.1133804091978997,0.33197814,0.06703968
Fstl1,14.104494,1.7544177,3.5633491644293924e-45,6.988846134906407e-43,0.6867088607594937,0.26692015209125475,0.48221135,0.16861182
Pfkp,14.056013,1.2361999,7.076169598073994e-45,1.3778020079728133e-42,0.8860759493670886,0.5273945319572696,0.90899754,0.48798048
Tenm1,13.968731,1.3101596,2.4189839589640987e-44,4.676122228587434e-42,0.9525316455696202,0.7505341300018106,2.2328413,1.4719646
Rtl4,13.819457,1.3342755,1.9453048781121405e-43,3.733595862490944e-41,0.9367088607594937,0.6251312692377331,1.5888547,0.934513
Gm36251,13.802804,3.548627,2.4513029977811254e-43,4.671383797899208e-41,0.5189873417721519,0.08448307079485787,0.44039786,0.046202555
Il1rapl1,13.792869,0.9280591,2.8134736402303246e-43,5.323805402323157e-41,0.9810126582278481,0.9243889190657252,3.4675756,2.8520653
Tenm3,13.784248,1.9287467,3.1705137907742634e-43,5.957461927140172e-41,0.9272151898734177,0.733623030961434,2.6368282,1.4830463
Strbp,13.745805,0.90072364,5.39696045330292e-43,1.00011260262241e-40,0.9620253164556962,0.8254571790693463,2.1490464,1.6210083
Klf5,13.733807,2.3827374,6.369713143666743e-43,1.172288987467982e-40,0.5822784810126582,0.14575411913814956,0.40153024,0.09051956
Satb2,13.724776,1.382202,7.215164331624757e-43,1.318853507420117e-40,0.8829113924050633,0.4153539742893355,0.9713558,0.4884225
Rab3c,13.669472,1.2837142,1.5451288880344557e-42,2.8052441365868798e-40,0.9493670886075949,0.642802824551874,1.4701042,0.8653504
Itga4,13.635841,1.6469144,2.451470477400197e-42,4.420873270318342e-40,0.689873417721519,0.27296759007785626,0.51388156,0.19434103
4930419G24Rik,13.592915,1.8279085,4.4115923830762546e-42,7.902632488883931e-40,0.6550632911392406,0.23686402317581023,0.45427603,0.15011773
Tcf4,13.542524,0.73195827,8.77212268483305e-42,1.5609730896785698e-39,0.9841772151898734,0.9333695455368459,3.258523,2.7762592
Pcnx2,13.531811,1.2366471,1.0149279749505922e-41,1.7941522820343693e-39,0.879746835443038,0.5085641861307261,0.89011943,0.47569588
Efcab6,13.518609,1.8749127,1.2145070010595023e-41,2.119078124575898e-39,0.6645569620253164,0.24425131269237732,0.4691232,0.15117638
Ptn,13.49202,1.1905836,1.742605948113806e-41,3.020891730697933e-39,0.9335443037974683,0.5976824189751947,1.3090888,0.7812327
Hecw2,13.47432,1.16957,2.2151546331304732e-41,3.815461858475372e-39,0.9525316455696202,0.7254028607640775,1.814308,1.1889379
Gpr45,13.4259205,1.2373236,4.2625597517743027e-41,7.295221689820096e-39,0.8607594936708861,0.5050153901864929,0.83606255,0.44114664
Edil3,13.4173355,1.236656,4.786138141239376e-41,8.139464041462153e-39,0.9715189873417721,0.7564005069708492,2.164913,1.4524115
Foxo1,13.396991,1.4041559,6.296454251560574e-41,1.0640611681725322e-38,0.7689873417721519,0.3359043997827268,0.6611535,0.30309603
Epha10,13.351686,1.5027007,1.1579926699444213e-40,1.9447039400879124e-38,0.7531645569620253,0.3695093246424045,0.68889487,0.30002835
Pak5,13.31449,1.064456,1.906687984485313e-40,3.182155661063376e-38,0.9462025316455697,0.7391997103023719,1.7441715,1.1809409
Fmn1,13.293953,1.25364,2.509614196688164e-40,4.162551448457467e-38,0.8955696202531646,0.5263081658518921,1.0417984,0.5705768
Pcdh9,13.288912,0.7831189,2.6845455287356954e-40,4.425382721296204e-38,0.9968354430379747,0.9712475104110085,4.3665776,3.8328724
Cstf2,13.229095,1.2824452,5.960023807027382e-40,9.764990225294254e-38,0.8164556962025317,0.43298931739996377,0.63544685,0.3111535
Cacna1a,13.21856,1.0731655,6.856382252709012e-40,1.116551461395704e-37,0.9556962025316456,0.7504617055947854,1.935153,1.3392122
Stmn2,13.166669,1.1129496,1.3648720463564587e-39,2.209283848530003e-37,0.9208860759493671,0.5653449212384574,1.0132338,0.5939854
Gpc5,13.155001,1.7056834,1.592818062056652e-39,2.5628156483510326e-37,0.8892405063291139,0.6109360854608002,2.1230047,1.1802655
Plxnd1,13.137351,2.1797795,2.011466382470236e-39,3.2171489105342406e-37,0.5632911392405063,0.1463697265978635,0.33156246,0.08321048
Nlk,13.117108,1.0264177,2.6277284635693685e-39,4.177932770183961e-37,0.9430379746835443,0.7541915625565816,1.6942269,1.15717
Adamts2,13.054889,1.944759,5.959707389663153e-39,9.419843385896996e-37,0.6044303797468354,0.18482708672822742,0.42012414,0.12719026
ENSMUSG00000121513,13.039687,1.1123168,7.275478649486294e-39,1.1432287211210334e-36,0.9651898734177216,0.791381495564005,2.2703302,1.6126554
Ptprn2,13.037351,1.1087093,7.501863046470896e-39,1.1719480235969359e-36,0.9588607594936709,0.7619771863117871,2.2400055,1.5876157
Pam,13.027177,1.203474,8.572105063238559e-39,1.331401520515723e-36,0.9493670886075949,0.7280463516204961,1.863947,1.2137787
Fam135a,12.99047,1.0799022,1.385738747194812e-38,2.139931042363483e-36,0.9240506329113924,0.6292594604381677,1.0999392,0.666806
Olfm2,12.989881,1.4790882,1.3964516992893482e-38,2.144151837708845e-36,0.7056962025316456,0.2950570342205323,0.50053924,0.2094705
Homer2,12.972041,1.2556523,1.7627371123968238e-38,2.6759743621526925e-36,0.8006329113924051,0.39949302915082385,0.62031215,0.30745912
Man1a,12.8966055,1.3776281,4.703617035866309e-38,7.100347738973468e-36,0.9050632911392406,0.5543364113706319,1.4528453,0.81558084
Prr16,12.871115,1.403837,6.545064288000353e-38,9.82490935299271e-36,0.8860759493670886,0.5195364837950389,1.3414924,0.72635746
Galnt18,12.838201,1.1938789,1.0017644037753232e-37,1.4871496977592783e-35,0.9525316455696202,0.6497917798298026,1.5412688,0.9572299
Atrnl1,12.824862,1.0919182,1.1899876685390227e-37,1.7498778660388186e-35,0.9556962025316456,0.7480354879594423,1.9997586,1.3854162
Hs6st2,12.824746,1.2648329,1.1917664662638772e-37,1.7498778660388186e-35,0.8417721518987342,0.4413543364113706,0.8495085,0.44276813
Marchf1,12.796556,1.1257668,1.7138294009461908e-37,2.502749782794791e-35,0.9588607594936709,0.8355965960528698,2.7493172,2.0418918
A330102I10Rik,12.760359,1.2462678,2.729419007902438e-37,3.9429832657171245e-35,0.8164556962025317,0.4133623030961434,0.6719491,0.33922136
Fam135b,12.727486,1.1384995,4.1601968010403144e-37,5.977780109302313e-35,0.9556962025316456,0.6979902227050516,1.7812426,1.1763897
A230057D06Rik,12.698329,1.0437716,6.040591899266793e-37,8.633548102835038e-35,0.9588607594936709,0.7869998189389824,2.1711018,1.5619013
Mapk4,12.69756,1.1659065,6.1001768736813545e-37,8.672579502424233e-35,0.870253164556962,0.4831432192648923,0.87116337,0.4820332
Dlg1,12.693224,0.9900137,6.447582902377105e-37,9.118239609835411e-35,0.9493670886075949,0.7729132717725874,1.746684,1.219122
Slco3a1,12.625606,1.1002874,1.5256298101227468e-36,2.124024507668301e-34,0.9208860759493671,0.580083288068079,1.0433606,0.6193024
Nell2,12.604272,1.1322788,2.0001109232420024e-36,2.7702567271913712e-34,0.9715189873417721,0.765200072424407,2.168408,1.5113688
Acvr2a,12.5965185,1.1200142,2.20671484766176e-36,3.0407398952139223e-34,0.939873417721519,0.6419699438710845,1.3066669,0.8062108
Adcy1,12.593663,1.1229011,2.2880435838712633e-36,3.1367209744194306e-34,0.9272151898734177,0.6062284990041644,1.2002167,0.72544944
Hspa4l,12.57168,1.1288952,3.022322976364134e-36,4.122325805832704e-34,0.8607594936708861,0.4940068803186674,0.7686554,0.42461047
Rims1,12.56465,0.9484457,3.30335880475359e-36,4.4828914688752e-34,0.9651898734177216,0.8429476733659244,2.7689493,2.1682239
Prkcb,12.514102,1.0719618,6.251063970431325e-36,8.440506979170336e-34,0.9810126582278481,0.796089082020641,2.1162827,1.4979517
Stxbp5l,12.501199,1.0050051,7.353395445550765e-36,9.879286781097453e-34,0.9651898734177216,0.7934093789607097,2.3050857,1.7041814
Agbl4,12.481788,1.2367465,9.38556357533242e-36,1.2484658082632779e-33,0.9620253164556962,0.7507151910193736,2.3350825,1.6012243
Arhgap32,12.470887,0.94300437,1.0762094432095185e-35,1.4245195930561459e-33,0.9493670886075949,0.7242802824551874,1.4278631,0.9740944
Carmil3,12.459928,1.656135,1.2348287885633458e-35,1.6264632131714264e-33,0.620253164556962,0.23067173637515842,0.354163,0.12649472
St6galnac5,12.406093,1.2201174,2.4218519486909503e-35,3.170910886896617e-33,0.9683544303797469,0.7181966322650734,2.0238225,1.3399762
Iqsec1,12.405791,1.0093926,2.430992343508385e-35,3.170910886896617e-33,0.939873417721519,0.6904580843744342,1.3682089,0.8979886
Pals2,12.330739,1.0806144,6.187680026096055e-35,7.9934116490962e-33,0.8987341772151899,0.5877964874162592,1.0481249,0.62904495
Apba1,12.324242,1.0252395,6.707164354127895e-35,8.623038573943374e-33,0.9430379746835443,0.7268513489045808,1.5355288,1.0261481
Eml6,12.293355,0.98912644,9.83387910483492e-35,1.2582682454614968e-32,0.9620253164556962,0.7722252399058482,1.9614472,1.4055802
Gucy1a2,12.221877,1.0367993,2.3753605770368652e-34,3.010657486083989e-32,0.930379746835443,0.6966865833785986,1.5605934,1.0414946
Dync1i1,12.150154,1.0557295,5.725774203025732e-34,7.223077597901475e-32,0.9588607594936709,0.7154445047981169,1.7309827,1.174051
