names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Pvalb Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Dzip1,10.659647,1.1279824,1.571930885964194e-26,7.836323359157308e-25,0.6346604215456675,0.3968150087260035,0.5525465,0.2908214
Slc44a5,10.645001,0.94715035,1.8398202493357777e-26,9.121027693662793e-25,0.8407494145199064,0.6059845840605003,1.2229723,0.8079742
Tenm1,10.640988,0.9515322,1.920813586109114e-26,9.50502045280882e-25,0.9344262295081968,0.75,2.0144298,1.4722843
Ankrd44,10.639669,0.9834227,1.9481886889198894e-26,9.622762880749527e-25,0.6206088992974239,0.3485674810936591,0.584395,0.33757186
Pxk,10.624165,1.0817188,2.3006172477645547e-26,1.1342676228886896e-24,0.6252927400468384,0.4130308318789994,0.55147624,0.29835945
Ablim1,10.623611,0.8423277,2.3143018213761735e-26,1.138924724182743e-24,0.8407494145199064,0.6102385107620709,1.0671909,0.72451574
Rab27b,10.601621,1.0613678,2.9286178310417696e-26,1.4386098925062587e-24,0.6814988290398126,0.4513525305410122,0.7027642,0.39772752
Sfxn5,10.593727,1.0390577,3.1864560729757554e-26,1.5624101219134772e-24,0.6370023419203747,0.4164485165794066,0.60316885,0.33853745
Kif26b,10.5893,1.1106701,3.3408057105937193e-26,1.6321354444300588e-24,0.6463700234192038,0.40361401977894124,0.65979755,0.35956177
Lypd6b,10.588438,2.4931273,3.3717040113731765e-26,1.6442411394845236e-24,0.3793911007025761,0.08856893542757417,0.31152087,0.0629001
Syt2,10.581259,3.9381266,3.6403363446489076e-26,1.7720260431289156e-24,0.33021077283372363,0.03901250727166958,0.30335456,0.02285706
Lrpprc,10.571569,0.83333063,4.036807067735139e-26,1.961464844666242e-24,0.765807962529274,0.5659176847004073,0.7984609,0.52229655
Ttc17,10.559047,0.8334457,4.6132227641948213e-26,2.237496311803517e-24,0.7634660421545667,0.5739892379290285,0.8003494,0.5236599
Arfgef2,10.551459,0.9157138,5.001416123861111e-26,2.4214063287954603e-24,0.7002341920374707,0.4999636416521233,0.6720083,0.4107219
Akap6,10.5426445,0.6880987,5.493237357890238e-26,2.6499692604400484e-24,0.9672131147540983,0.8239892379290285,2.020537,1.6214954
Adam23,10.530805,0.7923936,6.229963359957086e-26,2.9999841484237794e-24,0.8711943793911007,0.6669938917975567,1.2163019,0.8633599
Acsl6,10.517616,0.95908284,7.166352150417134e-26,3.438569326459078e-24,0.6651053864168618,0.43575479930191974,0.56637114,0.33066213
Slc35f3,10.514489,0.8981623,7.408084689399867e-26,3.5482216685236084e-24,0.8454332552693209,0.5869328097731239,1.1055144,0.73442656
Hs3st1,10.510749,1.6115594,7.707913109871411e-26,3.672191937273844e-24,0.48243559718969553,0.22178592204770214,0.4051765,0.1514159
Ralgapb,10.510367,0.80302817,7.739120295849052e-26,3.680533846893169e-24,0.8032786885245902,0.6118746364165212,0.8934469,0.6028708
Phlda1,10.506769,2.4916315,8.040100972904785e-26,3.8169171933207e-24,0.3700234192037471,0.08591477603257708,0.26516786,0.05258344
Tfrc,10.455226,1.1634473,1.3866768473984963e-25,6.5483316150435145e-24,0.5831381733021077,0.3619109947643979,0.49507982,0.25154114
Akain1,10.450647,2.1705284,1.4552813950198587e-25,6.860247558628703e-24,0.4168618266978923,0.1498327515997673,0.34117195,0.08646815
Eya4,10.4459,3.007189,1.5299768590600725e-25,7.199733485629448e-24,0.36533957845433257,0.0844240837696335,0.47467846,0.07284123
Entrep1,10.431929,2.498565,1.7725402228348964e-25,8.326600662163229e-24,0.3793911007025761,0.1006762652705061,0.28346723,0.05637264
Slc4a4,10.427931,0.881136,1.8487094277285298e-25,8.669253459522791e-24,0.8056206088992974,0.5031268179173939,1.1352006,0.76387674
Kcnq1ot1,10.417746,0.7727134,2.0577363684345214e-25,9.615891516493146e-24,0.9578454332552693,0.8011561954624782,2.0449078,1.5970129
Creb5,10.409749,1.4386623,2.238098240164289e-25,1.0440572866877508e-23,0.48243559718969553,0.19433536940081442,0.5025399,0.21580936
Akap9,10.402969,0.7651627,2.40325059306911e-25,1.1191567319890293e-23,0.8009367681498829,0.6078752181500873,0.89425004,0.6154634
Igsf11,10.399519,1.0281601,2.4918806657814325e-25,1.1584227247326487e-23,0.667447306791569,0.42557446189645143,0.663916,0.37986308
Fndc1,10.396952,2.0557742,2.559923609151453e-25,1.1879990911554325e-23,0.43559718969555034,0.1766652123327516,0.37864023,0.10499999
Grip2,10.380803,2.5222476,3.0321492880597706e-25,1.40472157534769e-23,0.3770491803278688,0.0997673065735893,0.2591987,0.05022375
Serpini1,10.375595,0.9648598,3.2021076649161543e-25,1.4809059028622559e-23,0.7540983606557377,0.5249418266433973,0.9100647,0.56562304
Dtna,10.348704,0.7334958,4.241853782923227e-25,1.9550362117864e-23,0.9484777517564403,0.7507271669575335,1.5289314,1.1547282
Heg1,10.347317,1.7226455,4.303789275884554e-25,1.9801852370379788e-23,0.45433255269320844,0.18917248400232695,0.40101582,0.13930854
Eml2,10.338465,0.99755126,4.720370207633326e-25,2.1644427897458615e-23,0.6440281030444965,0.4389179755671902,0.57302856,0.3274837
Rps6ka2,10.331032,1.1283834,5.100887415744302e-25,2.3309667493375744e-23,0.6323185011709602,0.4205933682373473,0.6064044,0.3231077
A330023F24Rik,10.325304,0.7577142,5.414689051529111e-25,2.4701645978707507e-23,0.9180327868852459,0.7145506108202443,1.3847669,1.0190957
Map3k20,10.319114,2.1796656,5.77537129466725e-25,2.6302411303001528e-23,0.3981264637002342,0.12445462478184992,0.30860817,0.07677511
Nipal2,10.312926,1.3969792,6.159651402633602e-25,2.800504791688069e-23,0.5409836065573771,0.3102457824316463,0.47652102,0.2084819
Lrrc49,10.3109665,0.87337077,6.286562010936441e-25,2.853377047869294e-23,0.7353629976580797,0.5323952879581152,0.72478706,0.45803544
Apba1,10.310226,0.73851746,6.335217225637151e-25,2.870611919947222e-23,0.9039812646370023,0.7265852239674229,1.383405,1.0264541
Cstf2,10.309664,1.0459108,6.372404462044933e-25,2.882601143015949e-23,0.639344262295082,0.4341913903432228,0.56141675,0.31099394
1500004A13Rik,10.299034,0.79000366,7.11725790230291e-25,3.2141297451240194e-23,0.8220140515222483,0.6191099476439791,0.94016796,0.64314353
Rev3l,10.2944975,0.69139004,7.4608024070290645e-25,3.3636201455850834e-23,0.9016393442622951,0.7409467713787086,1.3552973,1.0232292
Msrb3,10.289838,1.5823156,7.83084704147689e-25,3.52453701850057e-23,0.4918032786885246,0.2488365328679465,0.4121834,0.15730208
Dlat,10.265517,0.94504875,1.0077913564988468e-24,4.513225624854002e-23,0.6510538641686182,0.4285194880744619,0.5406786,0.31663895
Fgf9,10.26383,1.8007907,1.025565059045646e-24,4.5851802223887704e-23,0.44730679156908665,0.1927719604421175,0.3337016,0.10768331
Pnkd,10.262542,1.1242306,1.039342968072388e-24,4.639060722941041e-23,0.5878220140515222,0.36660122164048864,0.49449727,0.25731167
Setbp1,10.259877,0.7842065,1.0684211799371466e-24,4.760941476768014e-23,0.9601873536299765,0.775305410122164,1.8540328,1.4176086
Sacs,10.250363,0.8944975,1.17899054411734e-24,5.244946344442537e-23,0.7096018735362998,0.5088714368819081,0.69446623,0.43136284
Zfp704,10.208858,0.777214,1.809827270644358e-24,8.024762171982491e-23,0.7915690866510539,0.6005308318789995,0.87644297,0.5978782
Dmxl1,10.2061205,0.69006926,1.8615894764502237e-24,8.240676974006179e-23,0.9203747072599532,0.7638888888888888,1.4573151,1.112501
Laptm4b,10.193338,1.6441052,2.1234523523313953e-24,9.384402089990886e-23,0.45433255269320844,0.19840750436300175,0.3463976,0.12437957
Alcam,10.185966,0.89096904,2.2907506700598903e-24,1.0085964632546694e-22,0.8946135831381733,0.7167684700407213,1.6689943,1.2007031
Ndfip2,10.182826,0.9799065,2.3658827493693846e-24,1.0387462332607085e-22,0.6651053864168618,0.46575043630017454,0.6257316,0.36527085
Rbm20,10.175629,2.9201994,2.5474912602641906e-24,1.111218996157448e-22,0.34660421545667447,0.07006253635834787,0.27640676,0.04120085
Upp2,10.1690035,0.79506636,2.7268535621273394e-24,1.1875292579313066e-22,0.9086651053864169,0.703606748109366,1.395668,1.011842
Nacc2,10.123403,1.9007305,4.350244486565854e-24,1.8914412516832444e-22,0.39344262295081966,0.1177283304246655,0.27899554,0.08266786
Cwc27,10.118107,0.79062957,4.59209850336775e-24,1.9933713535620588e-22,0.765807962529274,0.5929319371727748,0.8658393,0.5855804
Pitpna,10.100265,0.7601092,5.5093121789953186e-24,2.387664810477487e-22,0.7728337236533958,0.5798065735892961,0.79951376,0.54405683
Cplane1,10.095626,0.7297351,5.7761352494181894e-24,2.499271403411703e-22,0.9016393442622951,0.7009162303664922,1.2242733,0.8953768
Stmn3,10.092472,0.6647006,5.9648240824926815e-24,2.5767656446395235e-22,0.8149882903981265,0.6231457242582897,0.92136884,0.6700129
Syne1,10.076547,0.69686645,7.014816707666599e-24,3.015809998960024e-22,0.9672131147540983,0.8162449098312973,1.9886491,1.5871996
Pacsin2,10.053851,1.3258926,8.834604182840016e-24,3.792105661228614e-22,0.4847775175644028,0.22887579988365328,0.34955373,0.15436317
Atp2b2,10.044017,0.67748034,9.761653438766157e-24,4.1833433476817646e-22,0.9180327868852459,0.7165139616055847,1.2773479,0.9622591
Eps15l1,10.041452,0.83566755,1.0018830493729039e-23,4.286719352969733e-22,0.7049180327868853,0.5042539267015707,0.63275856,0.4018939
Dock11,10.039849,1.1296073,1.0182961916710601e-23,4.350018866486706e-22,0.5761124121779859,0.3192626527050611,0.54270715,0.2847051
Abhd18,10.021254,0.8575242,1.2293311701273962e-23,5.243195006559228e-22,0.7096018735362998,0.5109802210587551,0.67757016,0.4284265
Habp4,10.017075,1.1357818,1.2824249463298042e-23,5.460975960044665e-22,0.5573770491803278,0.3366783013379872,0.4287311,0.21802063
Rsrp1,10.014335,0.7433682,1.3184576476680585e-23,5.60553116975328e-22,0.8173302107728337,0.6260180337405469,0.92814106,0.64910096
Btbd1,9.999792,0.977091,1.5271762257038106e-23,6.482658007055512e-22,0.629976580796253,0.435173065735893,0.5730077,0.33145052
Gm13832,9.975472,2.3502352,1.9517123495538938e-23,8.245677803854265e-22,0.3840749414519906,0.12303664921465969,0.29062575,0.06404678
Adamts15,9.974338,4.1045957,1.9741355066060034e-23,8.327318848116689e-22,0.3044496487119438,0.027050610820244327,0.21284342,0.013693512
Itga9,9.968257,1.754139,2.0988070443723342e-23,8.839333116345552e-22,0.40046838407494145,0.1275087260034904,0.33633792,0.11201015
Hspa4l,9.949331,0.8777081,2.538826490382085e-23,1.0675785257678659e-21,0.6838407494145199,0.4952734147760326,0.67905384,0.4246131
Pi4ka,9.916541,0.71063215,3.5276950969633475e-23,1.4787701599907199e-21,0.9227166276346604,0.7188408958696917,1.3070289,0.9733852
Tmem65,9.912265,1.2106892,3.6820238589360026e-23,1.5386622253438631e-21,0.5480093676814989,0.3202806864456079,0.44709918,0.21799709
Kansl1l,9.90586,0.87104124,3.9257782758147555e-23,1.6379761222227093e-21,0.7283372365339579,0.548392961023851,0.8106814,0.520658
Ralgapa1,9.903783,0.64773583,4.0082238033136426e-23,1.6697825363571717e-21,0.9508196721311475,0.7927937754508435,1.6293494,1.2857305
A330102I10Rik,9.900029,1.1011602,4.161522225883896e-23,1.730961334512388e-21,0.6252927400468384,0.41470331588132636,0.62305665,0.33863774
Dennd1b,9.87179,0.7611569,5.517094981235325e-23,2.2841963350661506e-21,0.8009367681498829,0.6246000581733566,0.986591,0.68937165
Trmt2b,9.860767,2.0681171,6.157689828007102e-23,2.5454942412084743e-21,0.38173302107728335,0.11649214659685864,0.26515016,0.06990468
Ldhb,9.847583,1.11527,7.021255078102436e-23,2.898020337152265e-21,0.531615925058548,0.29235747527632344,0.45072457,0.23337954
Evi5,9.826903,0.77274716,8.62293761674827e-23,3.5482133807354674e-21,0.8079625292740047,0.6090386852821408,0.9317637,0.64225954
Grin2d,9.815684,2.2411466,9.638207709927263e-23,3.9538723842098554e-21,0.3747072599531616,0.11361983711460151,0.26416698,0.061989855
Gabra3,9.814317,0.94616824,9.769719843351243e-23,4.001712990714145e-21,0.65807962529274,0.42622891215823155,0.63141155,0.3762868
Dym,9.797824,0.7292403,1.1503748157801724e-22,4.697655212767968e-21,0.819672131147541,0.6238365328679465,0.9326457,0.6573637
Wnk2,9.786217,0.7783645,1.290333945547615e-22,5.253223199524912e-21,0.7798594847775175,0.5774432809773123,0.8429807,0.5718318
Plxdc2,9.770455,0.7590988,1.5077278129307053e-22,6.1289933938650606e-21,0.8899297423887588,0.685391215823153,1.5188001,1.133807
Eps8,9.764289,1.2985518,1.602315347737705e-22,6.503657612343222e-21,0.5081967213114754,0.2564717859220477,0.50004405,0.2340892
Hmgcll1,9.750711,0.8128479,1.8318077202264133e-22,7.412752024470441e-21,0.7798594847775175,0.559954915648633,0.87955207,0.5892019
Rfx7,9.730951,0.6923207,2.2250191697543376e-22,8.990415803202864e-21,0.892271662763466,0.7055700988947062,1.1891172,0.8811141
Pcca,9.716931,0.69413394,2.553604333647256e-22,1.0287158687421554e-20,0.8454332552693209,0.6771378708551483,1.0896379,0.7973253
Uri1,9.7039,0.7561658,2.9018722313456057e-22,1.1637806993471108e-20,0.7587822014051522,0.5885325770796975,0.8237548,0.5637672
Myh10,9.697601,0.76153207,3.0866907403596894e-22,1.2360563367133362e-20,0.7353629976580797,0.550392670157068,0.7494285,0.5057153
Lmbr1,9.676807,0.8308021,3.7834499404706457e-22,1.51281696280426e-20,0.7072599531615925,0.5264325189063409,0.7112591,0.45917323
Pvalb,9.672698,3.1075995,3.938553100477337e-22,1.572495123474384e-20,0.30679156908665106,0.036358347876672484,0.2352515,0.03030672
Brinp2,9.653063,0.8194156,4.770924591050575e-22,1.9019991656013196e-20,0.7681498829039812,0.5424665503199535,0.89919275,0.60212284
Ppargc1b,9.649273,1.0966674,4.95053197601822e-22,1.970678432527549e-20,0.5971896955503513,0.39950552646887727,0.5147736,0.27369425
Garnl3,9.644314,0.81228787,5.195757020942679e-22,2.0621859845307205e-20,0.7822014051522248,0.5169793484584061,0.9070917,0.6104066
Rufy3,9.64213,0.69119424,5.307490992024773e-22,2.1034260022965435e-20,0.8571428571428571,0.6841186736474695,1.0708357,0.7828895
Enah,9.632456,0.68126506,5.831853910016661e-22,2.3044399200315835e-20,0.9063231850117096,0.7413103548574753,1.4044764,1.0704244
Micu2,9.629132,0.848703,6.023574737873136e-22,2.3732177889538293e-20,0.6978922716627635,0.5076716114019779,0.6675968,0.42348117
Kif16b,9.610949,0.8396498,7.188359184631348e-22,2.827982595769317e-20,0.7096018735362998,0.5130526468877254,0.6924856,0.44342914
Dzip3,9.609301,0.7040703,7.304347703805729e-22,2.869412614053508e-20,0.8665105386416861,0.6755381035485748,1.0784048,0.7842836
Mme,9.596693,2.7842157,8.255053387909872e-22,3.2287232100893487e-20,0.3395784543325527,0.08173356602675974,0.27312118,0.04458228
Dgkd,9.58838,0.7424016,8.947907912995586e-22,3.494626244508596e-20,0.7681498829039812,0.5772251308900523,0.8014247,0.55069476
Rps6ka5,9.587207,0.8748661,9.050223829713994e-22,3.529455940557547e-20,0.7166276346604216,0.5298502036067481,0.8261378,0.53088087
Cux1,9.567096,0.8084883,1.0995054691395916e-21,4.2755010066253004e-20,0.7330210772833724,0.5051265270506108,0.7997477,0.53029835
Prkca,9.565345,0.735319,1.1182777918311996e-21,4.342214489379239e-20,0.9156908665105387,0.7582533449680047,1.6608713,1.270113
Tra2a,9.543453,0.6421584,1.3815332530618894e-21,5.356680881641121e-20,0.8946135831381733,0.7342931937172775,1.2703117,0.97137797
Clip1,9.534266,0.66828287,1.5094915441135506e-21,5.84438584875088e-20,0.8454332552693209,0.648196625945317,0.9651076,0.7043754
Atp1b3,9.5276165,0.92282265,1.6093606245842377e-21,6.222089206126398e-20,0.629976580796253,0.44738947062245493,0.5946843,0.3566616
Lama3,9.525575,2.7398844,1.641307473618598e-21,6.336484456340766e-20,0.34192037470725994,0.08795084351367075,0.30619267,0.052239433
Etfa,9.52465,1.0024695,1.6559959539448116e-21,6.384018835365435e-20,0.594847775175644,0.39776032577079695,0.5059761,0.28423026
Optn,9.523301,1.8269202,1.677637848872212e-21,6.458184670371968e-20,0.405152224824356,0.16324898196625945,0.29981115,0.093983196
Dnaaf9,9.519905,0.6109267,1.733377920949403e-21,6.653694962272923e-20,0.9578454332552693,0.7991564863292612,1.6449378,1.3183964
Slc32a1,9.511719,2.5749588,1.8753837462242593e-21,7.18852514422908e-20,0.32786885245901637,0.06548138452588714,0.25417677,0.04742627
Srgap2,9.470921,0.6005803,2.7738903621476712e-21,1.0572260146228075e-19,0.8899297423887588,0.7190590459569517,1.3180622,1.0312201
Sfmbt2,9.470457,1.5903451,2.7862054126941775e-21,1.0604155727916792e-19,0.4449648711943794,0.2122236765561373,0.3667505,0.13726257
Kat2b,9.461125,1.0676832,3.0464721765783906e-21,1.1578317876189726e-19,0.531615925058548,0.293630017452007,0.4294616,0.2278704
Pkia,9.4557905,0.7448521,3.2058996187626514e-21,1.2167022988157126e-19,0.8243559718969555,0.6300174520069808,0.98645025,0.6949032
Asah2,9.432883,1.9547273,3.989692668658068e-21,1.5099020000963702e-19,0.3700234192037471,0.11685573007562536,0.25346592,0.071780995
Lrrc4,9.422096,1.2024096,4.421718278249712e-21,1.6687018277608114e-19,0.5644028103044496,0.3857257126236184,0.55398804,0.27887627
Iqsec3,9.409582,1.0495548,4.9811292787402056e-21,1.87718013632187e-19,0.585480093676815,0.3946698662012798,0.5181157,0.2836506
Ncald,9.406264,0.7582793,5.140816987235381e-21,1.9346463928153316e-19,0.9086651053864169,0.6987710878417684,1.4086813,1.0392667
Osbpl8,9.389893,0.6996859,6.006169181525778e-21,2.25714357912724e-19,0.8454332552693209,0.6577588714368819,1.0575256,0.76874685
Dhx32,9.382462,1.2379311,6.444991275306436e-21,2.418672005132457e-19,0.5175644028103045,0.31402705061082026,0.39945984,0.1891179
Dlg2,9.379456,0.63508326,6.631398143037514e-21,2.4851557615539473e-19,0.990632318501171,0.9549156486329261,4.145377,3.713894
Mat2a,9.365956,0.70724076,7.536463152000929e-21,2.820400625268314e-19,0.7587822014051522,0.5745346131471786,0.7529459,0.52353144
Oxct1,9.355296,0.63261825,8.336566001108763e-21,3.1068450547821424e-19,0.8641686182669789,0.7096785922047703,1.1444094,0.8673869
Sipa1l2,9.349049,1.0784153,8.843967616214718e-21,3.2913768676965303e-19,0.5245901639344263,0.2846858638743455,0.4209026,0.22140245
Flnb,9.328195,0.7333575,1.0768986213841566e-20,3.9967218172088795e-19,0.7892271662763466,0.5943135543920884,0.8604913,0.59918976
Ankrd29,9.299532,2.0605521,1.4106552698980252e-20,5.213797400572206e-19,0.3770491803278688,0.13776178010471204,0.27198777,0.07225634
Mdh1,9.295622,0.7084017,1.4634853732514352e-20,5.394218378500146e-19,0.6721311475409836,0.47407649796393253,0.64182895,0.43875134
Ocrl,9.2930355,0.76070094,1.49948915172672e-20,5.519352535191365e-19,0.7540983606557377,0.5674810936591042,0.7745093,0.5248858
Mapk9,9.286958,0.9474905,1.5876157125212362e-20,5.835736552044544e-19,0.6182669789227166,0.4302283304246655,0.5408864,0.31631553
Gk,9.276094,1.1290362,1.7580399829625286e-20,6.453351686093326e-19,0.5667447306791569,0.370782431646306,0.49649975,0.25771886
Efna5,9.275427,0.98529136,1.7690970306503285e-20,6.485080110992405e-19,0.6627634660421545,0.4100494473531123,0.8501989,0.5169607
Arhgef11,9.270095,0.7439156,1.859800771216249e-20,6.799026764976954e-19,0.7822014051522248,0.5952588714368819,0.85235846,0.58957696
Adarb1,9.267053,0.8015876,1.913602793028314e-20,6.986210196830272e-19,0.7049180327868853,0.522651250727167,0.69849664,0.45734453
Zdhhc17,9.264119,0.6722455,1.9669358225255393e-20,7.171175787145352e-19,0.7728337236533958,0.5884962187318208,0.76684856,0.5443717
Smarca1,9.263923,0.94186074,1.9705617711811897e-20,7.174660540872435e-19,0.6557377049180327,0.47723967422920305,0.64497703,0.38634962
Nceh1,9.262937,0.84893924,1.988847231085975e-20,7.231437767155636e-19,0.6370023419203747,0.43819080860965676,0.550199,0.3416644
Kcnj3,9.234541,0.8330434,2.5939673294018887e-20,9.418905694733616e-19,0.9789227166276346,0.7819953461314718,2.1416216,1.6520113
Slc25a36,9.221422,0.7068955,2.9318589041782e-20,1.0631450574260222e-18,0.7540983606557377,0.5915503199534613,0.80284864,0.56230026
Zkscan2,9.220599,1.1435544,2.954438744235383e-20,1.0698890708572067e-18,0.531615925058548,0.33489674229203026,0.4103089,0.20670381
Miga2,9.216596,1.1231323,3.0668283525413803e-20,1.1090939143039959e-18,0.5456674473067916,0.35802065154159396,0.44533634,0.22917344
Ago3,9.216447,0.65834236,3.071067911126463e-20,1.1091343383329042e-18,0.8641686182669789,0.6884453170447935,1.095476,0.81592315
9330159M07Rik,9.201574,2.3928745,3.527417719840149e-20,1.2722377735852995e-18,0.3325526932084309,0.08522396742292031,0.22254063,0.046365496
Nrg2,9.188317,0.7554018,3.99035236707478e-20,1.4353516479692014e-18,0.7587822014051522,0.5176701570680629,0.758902,0.5145614
Sema4g,9.185753,2.1278832,4.0865948989386053e-20,1.4680054135625712e-18,0.34894613583138173,0.10165794066317627,0.21739842,0.05407142
Fnbp1l,9.166958,0.8218343,4.8655633261278345e-20,1.740848023609253e-18,0.7423887587822015,0.5221058755090169,0.88586503,0.5912267
Cdh7,9.166664,1.8730879,4.878816948454117e-20,1.743268768683007e-18,0.44028103044496486,0.22785776614310646,0.53968537,0.17840883
Tmtc2,9.156119,1.0207714,5.379715226964221e-20,1.9196938665143245e-18,0.6861826697892272,0.516433973240256,1.004546,0.6167865
Ttll7,9.143751,0.5760175,6.032302107338825e-20,2.146860365883367e-18,0.8571428571428571,0.6628490401396161,1.0231874,0.78637433
Nbeal1,9.131679,0.68059856,6.744536350210047e-20,2.390840260292137e-18,0.7939110070257611,0.6075843513670739,0.8773102,0.6292646
Fer,9.119872,0.6919606,7.521286468210867e-20,2.659170623695079e-18,0.8243559718969555,0.6529959278650378,1.0352671,0.75331974
Sos1,9.114725,0.70389163,7.887001115124267e-20,2.7848057813848757e-18,0.7892271662763466,0.5917321116928447,0.80328023,0.5635299
Rpgr,9.098809,0.93293536,9.132744350526099e-20,3.2204309802970642e-18,0.6206088992974239,0.4401178010471204,0.547457,0.32336205
St6gal2,9.095846,0.95180595,9.385309732604766e-20,3.3008281742812833e-18,0.6065573770491803,0.3956151832460733,0.5220228,0.30332777
Gm26633,9.093375,4.425079,9.601133628234861e-20,3.3723197462832774e-18,0.27400468384074944,0.02079697498545666,0.18558188,0.009447616
C2cd5,9.09095,0.67824405,9.817763946052848e-20,3.443907535645431e-18,0.8711943793911007,0.6873545666084933,1.163849,0.86551416
Pnpla8,9.089985,0.7193098,9.905266488471834e-20,3.470071845439872e-18,0.7213114754098361,0.5439936009307738,0.69822305,0.4784492
Macf1,9.061008,0.48466304,1.292504922914609e-19,4.516203807375233e-18,0.9718969555035128,0.8770724258289704,2.1073031,1.8187573
Kidins220,9.055468,0.5900388,1.3598356843535702e-19,4.745296732283173e-18,0.936768149882904,0.7803228621291448,1.4407867,1.1447952
Gm40841,9.019396,0.8782288,1.8912870968265584e-19,6.582757032607464e-18,0.6814988290398126,0.49000145433391507,0.6893617,0.43173245
Adamts17,9.007741,0.7727833,2.103437839093316e-19,7.302244797989329e-18,0.747072599531616,0.5035267597440373,0.8148485,0.5520318
AI593442,8.995548,1.0900565,2.350563498069779e-19,8.139129019733887e-18,0.5245901639344263,0.3136271087841768,0.42652628,0.22303857
Kcnt1,8.965491,1.3360564,3.0890016175178854e-19,1.0668569853818199e-17,0.477751756440281,0.27076061663758,0.374741,0.16557713
Kif5c,8.935628,0.6181989,4.0487059276621844e-19,1.3965176928919498e-17,0.8899297423887588,0.7040066899360093,1.183408,0.906616
Ttc3,8.934736,0.47844702,4.081505769746277e-19,1.4060264106805445e-17,0.9859484777517564,0.8943426410703897,2.1808357,1.8926513
Hdac8,8.923353,0.62667525,4.523779269158281e-19,1.5543983243258696e-17,0.8360655737704918,0.6596858638743456,1.0343817,0.776779
Myo1b,8.902109,1.3355407,5.479535158202382e-19,1.8756064930050704e-17,0.4637002341920375,0.23963787085514834,0.39508894,0.17562123
Sod2,8.88867,0.85053176,6.184471597634987e-19,2.111521624249709e-17,0.6206088992974239,0.4413176265270506,0.5298297,0.32746944
Ndufaf5,8.881394,1.0995251,6.602765170815466e-19,2.2514758900991316e-17,0.5292740046838408,0.34627690517742876,0.4221933,0.21925102
Pacrg,8.880489,0.7775653,6.65666187419041e-19,2.26697724410008e-17,0.7377049180327869,0.5467568353694008,0.80798626,0.54541785
Anapc4,8.875155,0.9022487,6.983594029758115e-19,2.3723030541036733e-17,0.5971896955503513,0.41684845840605,0.49638417,0.29558772
Zfp941,8.872246,1.5317482,7.168518544748158e-19,2.4320466325427147e-17,0.4238875878220141,0.20582460732984292,0.29667175,0.11283768
Sec24b,8.842549,0.67029893,9.355902330091163e-19,3.1621773032647744e-17,0.7611241217798594,0.5882417102966842,0.773803,0.5503982
Ypel4,8.841194,1.5851089,9.470066490934738e-19,3.1967422941132713e-17,0.4309133489461358,0.22327661431064572,0.32383785,0.11996872
Retreg1,8.819929,0.7119126,1.1453240586557567e-18,3.861337196496886e-17,0.6276346604215457,0.41997527632344384,0.5352975,0.35922283
Srpk2,8.810209,0.5748309,1.2491227604597019e-18,4.200741999193015e-17,0.9039812646370023,0.7623618382780687,1.3732357,1.0916742
Ppp1cc,8.803369,0.9286379,1.3276926520221543e-18,4.459387694979411e-17,0.5573770491803278,0.3537303664921466,0.42993858,0.24857798
Tmem117,8.790335,0.7438908,1.4911470694678088e-18,4.995900468403993e-17,0.7306791569086651,0.5160340314136126,0.72864646,0.49487045
Crebzf,8.778886,0.978059,1.651022397059604e-18,5.5109281750300076e-17,0.5690866510538641,0.3789630599185573,0.45205423,0.25475708
Shisa9,8.770971,0.81546915,1.7713115238593717e-18,5.897786944993968e-17,0.8430913348946136,0.6612492728330425,1.5114475,1.1011742
Tmem131l,8.768428,0.9469152,1.8117748411570918e-18,6.025048265085527e-17,0.5761124121779859,0.39634235020360675,0.4990951,0.28948888
Dexi,8.764004,1.1687857,1.8843509335680296e-18,6.25865384239468e-17,0.4894613583138173,0.28654013961605584,0.3516706,0.17181207
Tfg,8.762278,1.152998,1.9134493536626034e-18,6.347454831223969e-17,0.5105386416861827,0.3221349621873182,0.4050701,0.20259686
Prpf4b,8.7511215,0.6138042,2.112431307219031e-18,6.998893862512376e-17,0.7962529274004684,0.6529959278650378,0.92216897,0.68805325
Cers6,8.738662,0.70715743,2.358875074448373e-18,7.786606050421103e-17,0.9016393442622951,0.68717277486911,1.3221334,0.9877966
Wsb1,8.730028,0.77230483,2.546092638736133e-18,8.394295607710417e-17,0.6721311475409836,0.48992873763816175,0.61177915,0.40144047
Vwa5b2,8.726426,1.4387748,2.6284621778082045e-18,8.655242489915007e-17,0.4449648711943794,0.23789267015706805,0.32638335,0.13310347
Stat5b,8.7259035,1.0484555,2.6406436764247363e-18,8.684711821974622e-17,0.48711943793911006,0.26127108784176845,0.36820716,0.19492471
Chpt1,8.715827,0.73903006,2.8864401447752797e-18,9.481497150380411e-17,0.6955503512880562,0.5242510180337405,0.68953615,0.46676305
Nol4,8.6947365,0.67440397,3.476347818757766e-18,1.1405307190478775e-16,0.9133489461358314,0.7289848749272833,1.4517486,1.1149179
Zfp385a,8.692671,1.6979703,3.540154982856401e-18,1.1600483462116035e-16,0.3793911007025761,0.15674083769633507,0.26425838,0.089132555
